Date,Close,High,Low,Open,Volume
2017-04-19 12:10:00,6.33,6.345,6.32,6.34,151134.0
2017-04-19 12:15:00,6.335,6.35,6.315,6.33,139392.0
2017-04-19 12:20:00,6.34,6.34,6.325,6.33,39782.0
2017-04-19 12:30:00,6.33,6.36,6.33,6.355,47534.0
2017-04-19 12:35:00,6.345,6.35,6.33,6.335,58013.0
2017-04-19 12:45:00,6.31,6.34,6.31,6.33,75922.0
2017-04-19 12:50:00,6.31,6.33,6.31,6.32,44823.0
2017-04-19 12:55:00,6.325,6.33,6.31,6.31,43093.0
2017-04-19 13:00:00,6.31,6.33,6.31,6.32,41984.0
2017-04-19 13:05:00,6.28,6.315,6.28,6.315,194259.0
2017-04-19 13:10:00,6.28,6.3,6.28,6.28,50592.0
2017-04-19 13:10:00,6.28,6.3,6.28,6.28,50592.0
2017-04-19 13:15:00,6.2752,6.29,6.26,6.28,120191.0
2017-04-19 13:15:00,6.2752,6.29,6.26,6.28,120191.0
2017-04-19 13:20:00,6.29,6.295,6.27,6.275,192911.0
2017-04-19 13:20:00,6.29,6.295,6.27,6.275,192911.0
2017-04-19 13:25:00,6.3,6.3261,6.28,6.285,186678.0
2017-04-19 13:25:00,6.3,6.3261,6.28,6.285,186678.0
2017-04-19 13:30:00,6.285,6.32,6.285,6.31,108123.0
2017-04-19 13:30:00,6.285,6.32,6.285,6.31,108123.0
2017-04-19 13:35:00,6.295,6.3,6.27,6.285,63100.0
2017-04-19 13:35:00,6.295,6.3,6.27,6.285,63100.0
2017-04-19 13:40:00,6.285,6.295,6.28,6.295,21872.0
2017-04-19 13:40:00,6.285,6.295,6.28,6.295,21872.0
2017-04-19 13:45:00,6.295,6.31,6.28,6.285,180305.0
2017-04-19 13:45:00,6.295,6.31,6.28,6.285,180305.0
2017-04-19 13:50:00,6.2984,6.3,6.28,6.295,90506.0
2017-04-19 13:50:00,6.2984,6.3,6.28,6.295,90506.0
2017-04-19 13:55:00,6.3,6.31,6.29,6.3,134444.0
2017-04-19 14:00:00,6.2701,6.295,6.265,6.295,97622.0
2017-04-19 14:00:00,6.2701,6.295,6.265,6.295,97622.0
2017-04-19 14:05:00,6.29,6.3,6.275,6.275,32586.0
2017-04-19 14:05:00,6.29,6.3,6.275,6.275,32586.0
2017-04-19 14:10:00,6.2893,6.29,6.27,6.29,71729.0
2017-04-19 14:10:00,6.2893,6.29,6.27,6.29,71729.0
2017-04-19 14:15:00,6.28,6.29,6.2737,6.2854,87764.0
2017-04-19 14:20:00,6.29,6.29,6.27,6.28,126954.0
2017-04-19 14:20:00,6.29,6.29,6.27,6.28,126954.0
2017-04-19 14:25:00,6.29,6.31,6.26,6.2801,574059.0
2017-04-19 14:25:00,6.29,6.31,6.26,6.2801,574059.0
2017-04-19 14:30:00,6.325,6.33,6.29,6.295,258324.0
2017-04-19 14:30:00,6.325,6.33,6.29,6.295,258324.0
2017-04-19 14:35:00,6.3,6.325,6.3,6.325,113280.0
2017-04-19 14:35:00,6.3,6.325,6.3,6.325,113280.0
2017-04-19 14:40:00,6.315,6.32,6.3,6.3,35043.0
2017-04-19 14:45:00,6.325,6.34,6.315,6.315,225954.0
2017-04-19 14:45:00,6.325,6.34,6.315,6.315,225954.0
2017-04-19 14:50:00,6.305,6.33,6.29,6.3258,154214.0
2017-04-19 14:50:00,6.305,6.33,6.29,6.3258,154214.0
2017-04-19 14:55:00,6.302,6.32,6.29,6.305,115790.0
2017-04-19 15:00:00,6.32,6.32,6.3038,6.3038,38200.0
2017-04-19 15:00:00,6.32,6.32,6.3038,6.3038,38200.0
2017-04-19 15:05:00,6.315,6.32,6.295,6.315,135702.0
2017-04-19 15:05:00,6.315,6.32,6.295,6.315,135702.0
2017-04-19 15:10:00,6.3105,6.32,6.3,6.3146,79800.0
2017-04-19 15:10:00,6.3105,6.32,6.3,6.3146,79800.0
2017-04-19 15:15:00,6.32,6.33,6.3142,6.3142,100316.0
2017-04-19 15:15:00,6.32,6.33,6.3142,6.3142,100316.0
2017-04-19 15:20:00,6.32,6.3299,6.31,6.32,110698.0
2017-04-19 15:25:00,6.335,6.3499,6.315,6.32,149151.0
2017-04-19 15:30:00,6.305,6.34,6.3,6.335,164880.0
2017-04-19 15:35:00,6.2854,6.305,6.28,6.305,113721.0
2017-04-19 15:35:00,6.2854,6.305,6.28,6.305,113721.0
2017-04-19 15:40:00,6.28,6.3,6.28,6.285,102732.0
