Date,Close,High,Low,Open,Volume
2017-04-21 10:05:00,29.395,29.44,29.315,29.395,10729.0
2017-04-21 10:10:00,29.38,29.41,29.305,29.395,12030.0
2017-04-21 10:15:00,29.45,29.455,29.35,29.39,17851.0
2017-04-21 10:20:00,29.405,29.43,29.365,29.38,5052.0
2017-04-21 10:25:00,29.65,29.65,29.405,29.405,162065.0
2017-04-21 10:30:00,29.695,29.735,29.555,29.65,48598.0
2017-04-21 10:35:00,29.645,29.72,29.635,29.695,28242.0
2017-04-21 10:40:00,29.675,29.705,29.575,29.645,23902.0
2017-04-21 10:45:00,29.67,29.76,29.64,29.69,23612.0
2017-04-21 10:50:00,29.695,29.75,29.66,29.69,7010.0
2017-04-21 10:55:00,29.65,29.7,29.605,29.7,9994.0
2017-04-21 11:00:00,29.565,29.665,29.51,29.65,17140.0
2017-04-21 11:05:00,29.525,29.57,29.475,29.565,14111.0
2017-04-21 11:10:00,29.485,29.545,29.465,29.525,17384.0
2017-04-21 11:15:00,29.47,29.53,29.435,29.485,22997.0
2017-04-21 11:20:00,29.515,29.54,29.39,29.47,31462.0
2017-04-21 11:25:00,29.47,29.535,29.47,29.515,22260.0
2017-04-21 11:30:00,29.455,29.525,29.44,29.47,27794.0
2017-04-21 11:35:00,29.435,29.48,29.435,29.455,13373.0
2017-04-21 11:40:00,29.495,29.505,29.435,29.435,12610.0
2017-04-21 11:45:00,29.51,29.545,29.46,29.495,19749.0
2017-04-21 11:50:00,29.52,29.545,29.49,29.51,15229.0
2017-04-21 11:55:00,29.51,29.53,29.48,29.52,16779.0
2017-04-21 12:00:00,29.505,29.535,29.495,29.51,13176.0
2017-04-21 12:05:00,29.55,29.585,29.505,29.505,15729.0
2017-04-21 12:10:00,29.555,29.56,29.495,29.55,8888.0
2017-04-21 12:15:00,29.51,29.615,29.495,29.555,31637.0
2017-04-21 12:20:00,29.515,29.59,29.495,29.51,37765.0
2017-04-21 12:25:00,29.5,29.53,29.485,29.51,14300.0
2017-04-21 12:30:00,29.5,29.57,29.49,29.52,6800.0
2017-04-21 12:35:00,29.51,29.535,29.485,29.495,16584.0
2017-04-21 12:40:00,29.505,29.51,29.465,29.51,10689.0
2017-04-21 12:45:00,29.53,29.535,29.505,29.505,6276.0
2017-04-21 12:50:00,29.54,29.555,29.51,29.53,8984.0
2017-04-21 12:55:00,29.515,29.57,29.495,29.54,8573.0
2017-04-21 13:00:00,29.53,29.56,29.52,29.52,4500.0
2017-04-21 13:05:00,29.48,29.53,29.45,29.53,4500.0
2017-04-21 13:10:00,29.495,29.515,29.46,29.475,18157.0
2017-04-21 13:15:00,29.42,29.49,29.35,29.49,8322.0
2017-04-21 13:20:00,29.37,29.44,29.355,29.435,12142.0
