Date,9ema,20ema,VWAP,Volume 
3/28/2017 3:50:00 PM,7.425199,7.42835,7.724496,38100
3/28/2017 3:55:00 PM,7.414159,7.423145,7.72119,46800
3/28/2017 4:00:00 PM,7.387327,7.414445,7.715487,72700
3/29/2017 9:35:00 AM,7.367922,7.40494,,230800
3/29/2017 9:40:00 AM,7.397277,7.407975,7.338928,355400
3/29/2017 9:45:00 AM,7.399942,7.405645,7.411896,409300
3/29/2017 9:50:00 AM,7.394954,7.404395,7.411115,39100
3/29/2017 9:55:00 AM,7.309963,7.381515,7.352335,288100
3/29/2017 10:00:00 AM,7.24797,7.361515,7.326311,103900
3/29/2017 10:05:00 AM,7.214376,7.348015,7.315338,56300
3/29/2017 10:10:00 AM,7.171501,7.327065,7.305732,55700
3/29/2017 10:15:00 AM,7.113201,7.30356,7.274703,136500
3/29/2017 10:20:00 AM,7.036581,7.268065,7.254056,78700
3/29/2017 10:25:00 AM,6.990065,7.236765,7.245402,32400
3/29/2017 10:30:00 AM,6.966052,7.206815,7.236859,37600
3/29/2017 10:35:00 AM,6.951521,7.18298,7.234174,13600
3/29/2017 10:40:00 AM,6.929217,7.15302,7.22928,24800
3/29/2017 10:45:00 AM,6.905354,7.120465,7.225708,16500
3/29/2017 10:50:00 AM,6.888283,7.0869,7.219093,33000
3/29/2017 10:55:00 AM,6.890626,7.059905,7.213749,31600
3/29/2017 11:00:00 AM,6.879921,7.033755,7.208864,27400
3/29/2017 11:05:00 AM,6.863937,7.005255,7.20585,15300
3/29/2017 11:10:00 AM,6.845109,6.979745,7.19534,50100
3/29/2017 11:15:00 AM,6.822088,6.95173,7.190487,22200
3/29/2017 11:20:00 AM,6.78167,6.906995,7.171468,78100
3/29/2017 11:25:00 AM,6.755336,6.868965,7.158044,55900
3/29/2017 11:30:00 AM,6.704269,6.825215,7.136528,84500
3/29/2017 11:35:00 AM,6.675895,6.804835,7.124506,47900
3/29/2017 11:40:00 AM,6.658716,6.784335,7.120952,15600
3/29/2017 11:45:00 AM,6.636973,6.757835,7.119075,8000
3/29/2017 11:50:00 AM,6.614718,6.73412,7.11326,24600
3/29/2017 11:55:00 AM,6.605615,6.71858,7.109452,16000
3/29/2017 12:00:00 PM,6.606032,6.71246,7.10505,20200
3/29/2017 12:05:00 PM,6.610846,6.703765,7.101785,16900
3/29/2017 12:10:00 PM,6.640676,6.698265,7.095484,38900
3/29/2017 12:15:00 PM,6.652541,6.688595,7.093831,11200
3/29/2017 12:20:00 PM,6.656033,6.680095,7.092837,6000
3/29/2017 12:25:00 PM,6.658826,6.6731,7.089808,17800
3/29/2017 12:30:00 PM,6.670661,6.668,7.088811,6300
3/29/2017 12:35:00 PM,6.683529,6.65975,7.088478,2300
3/29/2017 12:40:00 PM,6.682823,6.651895,7.087058,9200
3/29/2017 12:45:00 PM,6.682259,6.645895,7.085342,10700
3/29/2017 12:50:00 PM,6.689806,6.643405,7.08446,5800
3/29/2017 12:55:00 PM,6.705345,6.64528,7.084311,1100
3/29/2017 1:00:00 PM,6.700676,6.64838,7.083844,3100
3/29/2017 1:05:00 PM,6.696541,6.64988,7.083499,2200
3/29/2017 1:10:00 PM,6.693993,6.65907,7.083213,1800
3/29/2017 1:15:00 PM,6.702194,6.6677,7.082869,2400
3/29/2017 1:20:00 PM,6.709755,6.6752,7.081397,10400
3/29/2017 1:25:00 PM,6.711585,6.683645,7.081086,2200
3/29/2017 1:30:00 PM,6.713048,6.693305,7.081086,0
3/29/2017 1:35:00 PM,6.708438,6.699345,7.079775,8600
3/29/2017 1:40:00 PM,6.716751,6.70646,7.078426,9500
3/29/2017 1:45:00 PM,6.7182,6.711155,7.076591,14400
3/29/2017 1:50:00 PM,6.71724,6.708825,7.076302,2100
3/29/2017 1:55:00 PM,6.722892,6.7111,7.076022,2100
3/29/2017 2:00:00 PM,6.722314,6.7136,7.075914,800
3/29/2017 2:05:00 PM,6.713851,6.7141,7.074371,10700
3/29/2017 2:10:00 PM,6.717081,6.7147,7.073478,6400
3/29/2017 2:15:00 PM,6.717645,6.713945,7.071916,11600
3/29/2017 2:20:00 PM,6.708116,6.713445,7.069191,19100
3/29/2017 2:25:00 PM,6.698533,6.712455,7.068669,3400
3/29/2017 2:30:00 PM,6.694826,6.710455,7.065871,19700
3/29/2017 2:35:00 PM,6.705861,6.70958,7.063264,20400
3/29/2017 2:40:00 PM,6.725089,6.71558,7.060251,30200
3/29/2017 2:45:00 PM,6.740071,6.72158,7.05825,20300
3/29/2017 2:50:00 PM,6.744057,6.72539,7.058051,2000
3/29/2017 2:55:00 PM,6.742085,6.72535,7.057462,5200
3/29/2017 3:00:00 PM,6.731668,6.72285,7.055759,13500
3/29/2017 3:05:00 PM,6.726915,6.7223,7.051332,34700
3/29/2017 3:10:00 PM,6.717532,6.720355,7.050721,4800
3/29/2017 3:15:00 PM,6.710025,6.719855,7.049216,11300
3/29/2017 3:20:00 PM,6.70602,6.716855,7.046916,17600
3/29/2017 3:25:00 PM,6.700416,6.714555,7.045857,8300
3/29/2017 3:30:00 PM,6.700333,6.713885,7.045617,1900
3/29/2017 3:35:00 PM,6.676266,6.70561,7.038597,48400
3/29/2017 3:40:00 PM,6.655013,6.69811,7.038113,3000
3/29/2017 3:45:00 PM,6.642651,6.69377,7.035335,17900
3/29/2017 3:50:00 PM,6.6017,6.679165,7.019158,91600
3/29/2017 3:55:00 PM,6.58736,6.66967,7.009735,54600
3/29/2017 4:00:00 PM,6.577888,6.66317,7.002262,49200
3/30/2017 9:35:00 AM,6.622311,6.67016,,206700
3/30/2017 9:40:00 AM,6.635169,6.67049,6.825195,79700
3/30/2017 9:45:00 AM,6.665495,6.67233,6.814661,36000
3/30/2017 9:50:00 AM,6.714236,6.67769,6.819596,97600
3/30/2017 9:55:00 AM,6.807389,6.69669,6.924424,361400
3/30/2017 10:00:00 AM,6.952171,6.735255,7.197322,821100
3/30/2017 10:05:00 AM,7.061737,6.773545,7.255227,373600
3/30/2017 10:10:00 AM,7.103169,6.80249,7.266041,192200
3/30/2017 10:15:00 AM,7.130735,6.829145,7.267728,162500
3/30/2017 10:20:00 AM,7.142589,6.854645,7.264839,146900
3/30/2017 10:25:00 AM,7.126071,6.873645,7.259736,90500
3/30/2017 10:30:00 AM,7.085856,6.885395,7.249434,98200
3/30/2017 10:35:00 AM,7.053226,6.89763,7.241436,72100
3/30/2017 10:40:00 AM,7.03578,6.91093,7.240448,9600
3/30/2017 10:45:00 AM,7.018604,6.929425,7.236817,36900
3/30/2017 10:50:00 AM,7.020884,6.952425,7.22978,92300
3/30/2017 10:55:00 AM,7.028687,6.97576,7.228529,21400
3/30/2017 11:00:00 AM,7.046949,7.009865,7.227673,17400
3/30/2017 11:05:00 AM,7.02956,7.031365,7.22344,63800
3/30/2017 11:10:00 AM,7.022848,7.054165,7.222121,15700
3/30/2017 11:15:00 AM,7.025478,7.065965,7.2214,10300
3/30/2017 11:20:00 AM,7.024383,7.082635,7.220593,12600
3/30/2017 11:25:00 AM,7.007706,7.090345,7.218235,29600
3/30/2017 11:30:00 AM,6.996145,7.09238,7.216169,24100
3/30/2017 11:35:00 AM,6.964916,7.07538,7.212892,30500
3/30/2017 11:40:00 AM,6.923933,7.036815,7.201752,88800
3/30/2017 11:45:00 AM,6.889146,6.999315,7.195306,46900
3/30/2017 11:50:00 AM,6.861317,6.97337,7.192246,22900
3/30/2017 11:55:00 AM,6.839054,6.94882,7.189839,17700
3/30/2017 12:00:00 PM,6.821243,6.92682,7.189126,5400
3/30/2017 12:05:00 PM,6.812994,6.91282,7.188396,5800
3/30/2017 12:10:00 PM,6.807295,6.905795,7.18717,10000
3/30/2017 12:15:00 PM,6.819836,6.90316,7.18512,18900
3/30/2017 12:20:00 PM,6.833669,6.89931,7.183906,12700
3/30/2017 12:25:00 PM,6.838935,6.894815,7.183383,5600
3/30/2017 12:30:00 PM,6.847148,6.887315,7.18315,2500
3/30/2017 12:35:00 PM,6.851239,6.8777,7.183011,1500
3/30/2017 12:40:00 PM,6.853391,6.8648,7.182646,3800
3/30/2017 12:45:00 PM,6.868713,6.8633,7.180607,24800
3/30/2017 12:50:00 PM,6.88697,6.8615,7.179535,15400
3/30/2017 12:55:00 PM,6.890576,6.85495,7.179148,5200
3/30/2017 1:00:00 PM,6.885461,6.8472,7.178594,6400
3/30/2017 1:05:00 PM,6.880369,6.84315,7.178538,600
3/30/2017 1:10:00 PM,6.884295,6.840655,7.178288,3100
3/30/2017 1:15:00 PM,6.897436,6.846155,7.178006,3900
3/30/2017 1:20:00 PM,6.897949,6.853155,7.177395,8300
3/30/2017 1:25:00 PM,6.898359,6.860655,7.177003,4700
3/30/2017 1:30:00 PM,6.903887,6.869455,7.17636,8300
3/30/2017 1:35:00 PM,6.90607,6.877695,7.176278,1100
3/30/2017 1:40:00 PM,6.910216,6.886535,7.176134,1900
3/30/2017 1:45:00 PM,6.911533,6.893375,7.175644,6400
3/30/2017 1:50:00 PM,6.905246,6.898155,7.175547,1200
3/30/2017 1:55:00 PM,6.910757,6.901295,7.175322,2900
3/30/2017 2:00:00 PM,6.915606,6.903595,7.175293,400
3/30/2017 2:05:00 PM,6.916484,6.906595,7.174967,4500
3/30/2017 2:10:00 PM,6.914248,6.90786,7.174508,6000
3/30/2017 2:15:00 PM,6.905398,6.90798,7.173264,14900
3/30/2017 2:20:00 PM,6.904318,6.90988,7.172807,5500
3/30/2017 2:25:00 PM,6.909455,6.90988,7.172207,8100
3/30/2017 2:30:00 PM,6.941564,6.91538,7.170063,44400
3/30/2017 2:35:00 PM,6.963251,6.92263,7.168534,48500
3/30/2017 2:40:00 PM,6.975661,6.930645,7.167841,17300
3/30/2017 2:45:00 PM,6.970529,6.935145,7.167173,13000
3/30/2017 2:50:00 PM,6.958423,6.935645,7.164458,40000
3/30/2017 2:55:00 PM,6.944738,6.932645,7.163763,9700
3/30/2017 3:00:00 PM,6.938791,6.933395,7.163286,6700
3/30/2017 3:05:00 PM,6.935092,6.93441,7.162704,8700
3/30/2017 3:10:00 PM,6.951934,6.939075,7.158831,81600
3/30/2017 3:15:00 PM,6.970447,6.94556,7.157611,37800
3/30/2017 3:20:00 PM,7.046038,6.96664,7.159928,220800
3/30/2017 3:25:00 PM,7.13883,6.9963,7.179804,331600
3/30/2017 3:30:00 PM,7.195504,7.023405,7.194299,228700
3/30/2017 3:35:00 PM,7.246423,7.04927,7.20525,179900
3/30/2017 3:40:00 PM,7.264139,7.06927,7.210378,139900
3/30/2017 3:45:00 PM,7.267311,7.08727,7.212026,70500
3/30/2017 3:50:00 PM,7.273849,7.107005,7.212994,74400
3/30/2017 3:55:00 PM,7.271079,7.126505,7.213611,46800
3/30/2017 4:00:00 PM,7.276864,7.146505,7.214675,69200
3/30/2017 4:05:00 PM,7.281491,7.165005,7.2147,2550
3/30/2017 4:10:00 PM,7.289193,7.177505,7.214703,100
3/30/2017 4:15:00 PM,7.299354,7.192005,7.214715,500
3/30/2017 4:20:00 PM,7.301483,7.20624,7.214738,1150
3/30/2017 4:28:29 PM,,,,
