Date,9ema,20ema,VWAP,Volume 
3/22/2017 1:45:00 PM,2.083121,2.087395,2.066701,2300
3/22/2017 1:50:00 PM,2.084137,2.089305,2.067092,1500
3/22/2017 1:55:00 PM,2.08495,2.09122,2.067092,0
3/22/2017 2:00:00 PM,2.08596,2.09222,2.067135,200
3/22/2017 2:05:00 PM,2.080768,2.09022,2.067146,100
3/22/2017 2:10:00 PM,2.076614,2.08572,2.067146,0
3/22/2017 2:15:00 PM,2.079291,2.08536,2.067179,100
3/22/2017 2:20:00 PM,2.075433,2.08286,2.06719,100
3/22/2017 2:25:00 PM,2.078326,2.081855,2.067201,100
3/22/2017 2:30:00 PM,2.080661,2.0818,2.067266,200
3/22/2017 2:35:00 PM,2.076529,2.080305,2.067288,200
3/22/2017 2:40:00 PM,2.073223,2.07881,2.067288,0
3/22/2017 2:45:00 PM,2.078578,2.079315,2.067306,100
3/22/2017 2:50:00 PM,2.082843,2.07981,2.067352,100
3/22/2017 2:55:00 PM,2.086254,2.080305,2.067398,100
3/22/2017 3:00:00 PM,2.089003,2.081805,2.067808,900
3/22/2017 3:05:00 PM,2.091203,2.083305,2.067904,200
3/22/2017 3:10:00 PM,2.094962,2.085305,2.06811,400
3/22/2017 3:15:00 PM,2.09797,2.08631,2.068283,300
3/22/2017 3:20:00 PM,2.106376,2.08881,2.069194,1300
3/22/2017 3:25:00 PM,2.113101,2.091805,2.071272,2600
3/22/2017 3:30:00 PM,2.11848,2.094395,2.073518,2600
3/22/2017 3:35:00 PM,2.122784,2.096985,2.073803,400
3/22/2017 3:40:00 PM,2.122227,2.098485,2.074294,700
3/22/2017 3:45:00 PM,2.123782,2.101985,2.075841,2400
3/22/2017 3:50:00 PM,2.121026,2.104485,2.07596,200
3/22/2017 3:55:00 PM,2.120821,2.105985,2.076209,500
3/22/2017 4:00:00 PM,2.126656,2.110485,2.09158,21900
3/23/2017 9:35:00 AM,2.305325,2.15699,,1449500
3/23/2017 9:40:00 AM,2.43826,2.20099,3.127538,569000
3/23/2017 9:45:00 AM,2.550588,2.247985,3.097815,443300
3/23/2017 9:50:00 AM,2.656471,2.298985,3.087374,606600
3/23/2017 9:55:00 AM,2.718556,2.34233,3.078431,620700
3/23/2017 10:00:00 AM,2.764845,2.384835,3.071333,225100
3/23/2017 10:05:00 AM,2.803876,2.42784,3.065179,326400
3/23/2017 10:10:00 AM,2.843101,2.47284,3.061576,229400
3/23/2017 10:15:00 AM,2.858881,2.51394,3.05151,455700
3/23/2017 10:20:00 AM,3.005105,2.58794,3.097729,1407300
3/23/2017 10:25:00 AM,3.174084,2.67494,3.272276,2415000
3/23/2017 10:30:00 AM,3.343167,2.768915,3.375925,1607800
3/23/2017 10:35:00 AM,3.509274,2.8706,3.468174,1599600
3/23/2017 10:40:00 AM,3.609639,2.964155,3.540609,1534300
3/23/2017 10:45:00 AM,3.741711,3.070655,3.576838,836300
3/23/2017 10:50:00 AM,3.873369,3.184655,3.631579,1103100
3/23/2017 10:55:00 AM,3.956135,3.292515,3.666214,805900
3/23/2017 11:00:00 AM,3.970908,3.388515,3.69088,853600
3/23/2017 11:05:00 AM,3.976707,3.48251,3.707696,852000
3/23/2017 11:10:00 AM,4.015365,3.58351,3.728733,1006500
3/23/2017 11:15:00 AM,4.058292,3.64401,3.738127,389600
3/23/2017 11:20:00 AM,4.084634,3.70501,3.750554,498600
3/23/2017 11:25:00 AM,4.201287,3.78841,3.79433,1340700
3/23/2017 11:30:00 AM,4.29303,3.86741,3.835239,1040900
3/23/2017 11:35:00 AM,4.371524,3.95334,3.861867,719700
3/23/2017 11:40:00 AM,4.399079,4.031305,3.889671,876400
3/23/2017 11:45:00 AM,4.379003,4.09824,3.913313,1169600
3/23/2017 11:50:00 AM,4.363203,4.16324,3.92359,686600
3/23/2017 11:55:00 AM,4.350562,4.23214,3.928612,344800
3/23/2017 12:00:00 PM,4.35345,4.27089,3.93361,331100
3/23/2017 12:05:00 PM,4.344759,4.29389,3.938407,341200
3/23/2017 12:10:00 PM,4.333368,4.307305,3.940152,139300
3/23/2017 12:15:00 PM,4.296694,4.30612,3.945693,597600
3/23/2017 12:20:00 PM,4.269355,4.313565,3.947175,216100
3/23/2017 12:25:00 PM,4.261484,4.311565,3.949651,268000
3/23/2017 12:30:00 PM,4.289387,4.311615,3.958982,696700
3/23/2017 12:35:00 PM,4.29751,4.313755,3.962103,225800
3/23/2017 12:40:00 PM,4.304708,4.32893,3.96355,109800
3/23/2017 12:45:00 PM,4.285786,4.33944,3.966926,323900
3/23/2017 12:50:00 PM,4.275049,4.342545,3.968611,197700
3/23/2017 12:55:00 PM,4.279239,4.345845,3.970234,161400
3/23/2017 1:00:00 PM,4.279292,4.35032,3.97154,131800
3/23/2017 1:05:00 PM,4.276873,4.330285,3.973212,158600
3/23/2017 1:10:00 PM,4.257479,4.30628,3.975248,254000
3/23/2017 1:15:00 PM,4.243983,4.281505,3.976065,113300
3/23/2017 1:20:00 PM,4.267206,4.274045,3.981232,502600
3/23/2017 1:25:00 PM,4.325765,4.28711,3.987908,444700
3/23/2017 1:30:00 PM,4.366612,4.29861,4.004276,939100
3/23/2017 1:35:00 PM,4.39329,4.30861,4.02245,1137800
3/23/2017 1:40:00 PM,4.414632,4.31536,4.026995,313400
3/23/2017 1:45:00 PM,4.435705,4.32586,4.031513,322500
3/23/2017 1:50:00 PM,4.506544,4.350965,4.050616,1028800
3/23/2017 1:55:00 PM,4.511235,4.369965,4.06055,591900
3/23/2017 2:00:00 PM,4.496829,4.383925,4.065905,467600
3/23/2017 2:05:00 PM,4.484262,4.394125,4.069035,303200
3/23/2017 2:10:00 PM,4.45941,4.392075,4.071677,281600
3/23/2017 2:15:00 PM,4.445528,4.395075,4.074012,277200
3/23/2017 2:20:00 PM,4.428442,4.396405,4.074852,99900
3/23/2017 2:25:00 PM,4.408754,4.4024,4.076904,291700
3/23/2017 2:30:00 PM,4.397723,4.408475,4.078143,177500
3/23/2017 2:35:00 PM,4.398959,4.41387,4.079798,201400
3/23/2017 2:40:00 PM,4.408767,4.422295,4.082603,300200
3/23/2017 2:45:00 PM,4.423014,4.432935,4.085168,269800
3/23/2017 2:50:00 PM,4.442411,4.44994,4.087228,196300
3/23/2017 2:55:00 PM,4.389929,4.44944,4.092551,802200
3/23/2017 3:00:00 PM,4.338523,4.43808,4.093479,585000
3/23/2017 3:05:00 PM,4.310818,4.42008,4.094007,257000
3/23/2017 3:10:00 PM,4.283834,4.402375,4.094704,418700
3/23/2017 3:15:00 PM,4.268068,4.387625,4.095251,230500
3/23/2017 3:20:00 PM,4.281454,4.379375,4.096694,339100
3/23/2017 3:25:00 PM,4.267163,4.363875,4.097931,296800
3/23/2017 3:30:00 PM,4.18889,4.31817,4.097095,719200
3/23/2017 3:35:00 PM,4.137113,4.28817,4.095587,321900
3/23/2017 3:40:00 PM,4.10469,4.26496,4.094228,337800
3/23/2017 3:45:00 PM,4.069772,4.239765,4.093766,141100
3/23/2017 3:50:00 PM,4.021818,4.213265,4.092792,194000
3/23/2017 3:55:00 PM,3.995454,4.188265,4.091177,279700
3/23/2017 4:00:00 PM,3.982363,4.16676,4.089037,478000
3/24/2017 9:35:00 AM,4.599911,4.303765,,3619300
3/24/2017 9:40:00 AM,5.359929,4.506085,7.198114,2938000
3/24/2017 9:45:00 AM,6.013543,4.71729,7.484991,1814000
3/24/2017 9:50:00 AM,6.543074,4.92795,7.641436,1288600
3/24/2017 9:55:00 AM,6.951659,5.13325,7.757146,1389100
3/24/2017 10:00:00 AM,7.471328,5.38475,7.968657,2088800
3/24/2017 10:05:00 AM,8.197062,5.73075,8.339104,2460000
3/24/2017 10:10:00 AM,8.79365,6.083105,8.353589,81600
3/24/2017 10:15:00 AM,9.04492,6.375605,8.424721,509200
3/24/2017 10:20:00 AM,9.551956,6.745815,8.66097,2006000
3/24/2017 10:25:00 AM,9.991565,7.123065,8.692259,192800
3/24/2017 10:30:00 AM,10.08325,7.428815,8.957183,2159900
3/24/2017 10:35:00 AM,10.3046,7.777815,8.981091,263200
3/24/2017 10:40:00 AM,10.36888,8.115325,9.051994,854400
3/24/2017 10:45:00 AM,10.45726,8.459365,9.149556,1218500
3/24/2017 10:50:00 AM,10.49875,8.79385,9.193828,663200
3/24/2017 10:55:00 AM,10.651,9.160345,9.280155,1227500
3/24/2017 11:00:00 AM,10.6908,9.511345,9.333117,777800
3/24/2017 11:05:00 AM,10.73864,9.863345,9.364898,509500
3/24/2017 11:10:00 AM,10.76547,10.21049,9.416312,895900
3/24/2017 11:15:00 AM,10.77238,10.39698,9.441936,503400
3/24/2017 11:20:00 AM,10.9559,10.56148,9.51179,1066600
3/24/2017 11:25:00 AM,11.2067,10.74057,9.587184,952600
3/24/2017 11:30:00 AM,11.49536,10.94001,9.729863,1551300
3/24/2017 11:35:00 AM,11.43829,11.07121,9.77654,661100
3/24/2017 11:40:00 AM,11.40063,11.15621,9.804405,661200
3/24/2017 11:45:00 AM,11.40651,11.17272,9.831497,568800
3/24/2017 11:50:00 AM,11.4392,11.19221,9.862601,611400
3/24/2017 11:55:00 AM,11.44192,11.26235,9.889354,579200
3/24/2017 12:00:00 PM,11.42954,11.25235,9.906037,386200
3/24/2017 12:05:00 PM,11.47363,11.24735,9.927292,470900
3/24/2017 12:10:00 PM,11.51406,11.30864,9.948487,432700
3/24/2017 12:15:00 PM,11.41525,11.30014,9.967196,502900
3/24/2017 12:20:00 PM,11.4002,11.33584,9.975806,261900
3/24/2017 12:25:00 PM,11.39294,11.36349,9.986725,288800
3/24/2017 12:30:00 PM,11.43035,11.40926,9.998424,286700
3/24/2017 12:35:00 PM,11.60654,11.46183,10.05455,1057100
3/24/2017 12:40:00 PM,11.65485,11.51173,10.10774,1031500
3/24/2017 12:45:00 PM,11.59588,11.53323,10.12307,431700
3/24/2017 12:50:00 PM,11.59671,11.56959,10.13124,233100
3/24/2017 12:55:00 PM,11.55937,11.60009,10.1366,153300
3/24/2017 1:00:00 PM,11.62749,11.61059,10.15016,361000
3/24/2017 1:05:00 PM,11.66399,11.5906,10.16927,455900
3/24/2017 1:10:00 PM,11.6572,11.53959,10.17611,182700
3/24/2017 1:15:00 PM,11.67824,11.56721,10.18193,155300
3/24/2017 1:20:00 PM,11.68117,11.58936,10.18521,86800
3/24/2017 1:25:00 PM,11.65773,11.59606,10.19387,250900
3/24/2017 1:30:00 PM,11.65219,11.59906,10.19833,132300
3/24/2017 1:35:00 PM,11.61875,11.60067,10.20187,109200
3/24/2017 1:40:00 PM,11.60302,11.60868,10.2058,125600
3/24/2017 1:45:00 PM,11.61342,11.60892,10.21921,383900
3/24/2017 1:50:00 PM,11.59173,11.60038,10.23153,404500
3/24/2017 1:55:00 PM,11.54539,11.61738,10.23514,127700
3/24/2017 2:00:00 PM,11.56623,11.63286,10.24315,271200
3/24/2017 2:05:00 PM,11.58898,11.64867,10.24892,175700
3/24/2017 2:10:00 PM,11.68519,11.67317,10.27154,600000
3/24/2017 2:15:00 PM,11.47215,11.5886,10.28162,406700
3/24/2017 2:20:00 PM,11.25792,11.51625,10.28611,907400
3/24/2017 2:25:00 PM,11.09434,11.47025,10.28764,301800
3/24/2017 2:30:00 PM,11.00947,11.42375,10.28936,245800
3/24/2017 2:35:00 PM,10.96758,11.39325,10.2912,198100
3/24/2017 2:40:00 PM,10.90954,11.33212,10.29349,234300
3/24/2017 2:45:00 PM,10.67263,11.22787,10.29294,351000
3/24/2017 2:50:00 PM,10.64811,11.17387,10.29094,635600
3/24/2017 2:55:00 PM,10.58068,11.1013,10.29223,398400
3/24/2017 3:00:00 PM,10.55275,11.0387,10.29287,269000
3/24/2017 3:05:00 PM,10.4818,10.9704,10.29283,230500
3/24/2017 3:10:00 PM,10.37544,10.8864,10.29104,352500
3/24/2017 3:15:00 PM,10.20435,10.78815,10.28362,599800
3/24/2017 3:20:00 PM,10.04272,10.68096,10.27895,266700
3/24/2017 3:25:00 PM,9.868116,10.55669,10.26364,820200
3/24/2017 3:30:00 PM,9.624893,10.41405,10.24992,510700
3/24/2017 3:35:00 PM,9.440314,10.28115,10.24101,293300
3/24/2017 3:40:00 PM,9.420252,10.16566,10.22817,533800
3/24/2017 3:45:00 PM,9.495801,10.07156,10.21778,954900
3/24/2017 3:50:00 PM,9.564641,9.960065,10.21526,311800
3/24/2017 3:55:00 PM,9.601273,9.916455,10.21223,407600
3/24/2017 4:00:00 PM,9.587018,9.872905,10.20715,480200
3/27/2017 9:35:00 AM,9.765594,9.8749,,2211100
3/27/2017 9:40:00 AM,9.916796,9.86748,10.91881,827100
3/27/2017 9:45:00 AM,9.890777,9.816815,10.6949,1131700
3/27/2017 9:50:00 AM,9.792622,9.752945,10.58921,439600
3/27/2017 9:55:00 AM,9.851097,9.770945,10.52195,398400
3/27/2017 10:00:00 AM,9.862878,9.738945,10.48685,339300
3/27/2017 10:05:00 AM,9.840343,9.710905,10.4556,278700
3/27/2017 10:10:00 AM,9.752274,9.658855,10.41686,250700
3/27/2017 10:15:00 AM,9.751819,9.636455,10.39749,132800
3/27/2017 10:20:00 AM,9.694435,9.6122,10.38599,91300
3/27/2017 10:25:00 AM,9.677548,9.6167,10.37738,64200
3/27/2017 10:30:00 AM,9.658038,9.62589,10.36796,76900
3/27/2017 10:35:00 AM,9.62909,9.64307,10.35313,111200
3/27/2017 10:40:00 AM,9.605272,9.68597,10.34709,46300
3/27/2017 10:45:00 AM,9.662218,9.74537,10.32401,237700
3/27/2017 10:50:00 AM,9.705935,9.77241,10.30847,258300
3/27/2017 10:55:00 AM,9.814748,9.79501,10.29774,369900
3/27/2017 11:00:00 AM,10.0018,9.84051,10.31991,795200
3/27/2017 11:05:00 AM,10.18744,9.89962,10.34955,499900
3/27/2017 11:10:00 AM,10.14315,9.92142,10.35728,890900
3/27/2017 11:15:00 AM,10.10652,9.895425,10.34171,378900
3/27/2017 11:20:00 AM,10.05222,9.861095,10.32896,286500
3/27/2017 11:25:00 AM,10.01177,9.86426,10.32139,155200
3/27/2017 11:30:00 AM,9.993419,9.89026,10.31634,118300
3/27/2017 11:35:00 AM,9.974735,9.88101,10.30723,266800
3/27/2017 11:40:00 AM,9.921788,9.87101,10.29558,250500
3/27/2017 11:45:00 AM,9.879431,9.869,10.28854,130500
3/27/2017 11:50:00 AM,9.859544,9.888,10.28507,68000
3/27/2017 11:55:00 AM,9.837635,9.888,10.28196,65600
3/27/2017 12:00:00 PM,9.820788,9.902425,10.27937,56000
3/27/2017 12:05:00 PM,9.80663,9.909425,10.27802,30200
3/27/2017 12:10:00 PM,9.779305,9.913925,10.27557,50800
3/27/2017 12:15:00 PM,9.727444,9.91426,10.27148,70900
3/27/2017 12:20:00 PM,9.661955,9.90876,10.25954,184400
3/27/2017 12:25:00 PM,9.649364,9.89421,10.25276,106900
3/27/2017 12:30:00 PM,9.643131,9.88108,10.25059,39200
3/27/2017 12:35:00 PM,9.642485,9.850575,10.24767,57800
3/27/2017 12:40:00 PM,9.641428,9.794935,10.24675,17700
3/27/2017 12:45:00 PM,9.661142,9.735435,10.24169,109000
3/27/2017 12:50:00 PM,9.714914,9.733635,10.23356,248900
3/27/2017 12:55:00 PM,9.831931,9.750635,10.22898,477000
3/27/2017 1:00:00 PM,9.891885,9.765471,10.22846,319600
3/27/2017 1:05:00 PM,9.943508,9.78047,10.22784,87700
3/27/2017 1:10:00 PM,9.944806,9.78197,10.22507,240900
3/27/2017 1:15:00 PM,9.945845,9.78447,10.2239,64900
3/27/2017 1:20:00 PM,9.954676,9.79847,10.22241,77800
3/27/2017 1:25:00 PM,9.92374,9.80297,10.21963,110300
3/27/2017 1:30:00 PM,9.884993,9.80047,10.21611,107100
3/27/2017 1:35:00 PM,9.887994,9.80797,10.21308,110000
3/27/2017 1:40:00 PM,9.873595,9.8111,10.21069,86100
3/27/2017 1:45:00 PM,9.832876,9.8071,10.20866,60000
3/27/2017 1:50:00 PM,9.811301,9.80985,10.20684,51700
3/27/2017 1:55:00 PM,9.799041,9.82135,10.20536,44700
3/27/2017 2:00:00 PM,9.795233,9.84035,10.20415,38400
3/27/2017 2:05:00 PM,9.804186,9.8524,10.20234,66500
3/27/2017 2:10:00 PM,9.817348,9.86499,10.19896,160500
3/27/2017 2:15:00 PM,9.80588,9.870995,10.19815,30700
3/27/2017 2:20:00 PM,9.798703,9.877635,10.19731,29300
3/27/2017 2:25:00 PM,9.778963,9.875635,10.19353,118500
3/27/2017 2:30:00 PM,9.77663,9.8675,10.19295,19100
3/27/2017 2:35:00 PM,9.753304,9.8355,10.19043,80500
3/27/2017 2:40:00 PM,9.664643,9.794415,10.15808,641000
3/27/2017 2:45:00 PM,9.603715,9.754915,10.14782,191800
3/27/2017 2:50:00 PM,9.556972,9.725915,10.14506,52900
3/27/2017 2:55:00 PM,9.479717,9.68695,10.13833,117400
3/27/2017 3:00:00 PM,9.416174,9.64555,10.12846,162100
3/27/2017 3:05:00 PM,9.336939,9.60655,10.10918,287000
3/27/2017 3:10:00 PM,9.291512,9.57554,10.10118,122400
3/27/2017 3:15:00 PM,9.276809,9.54144,10.09774,58800
3/27/2017 3:20:00 PM,9.251448,9.50814,10.09578,33900
3/27/2017 3:25:00 PM,9.235158,9.48314,10.09369,35600
3/27/2017 3:30:00 PM,9.196986,9.449105,10.09008,59300
3/27/2017 3:35:00 PM,9.143189,9.408005,10.08577,64200
3/27/2017 3:40:00 PM,9.138191,9.374915,10.07811,122100
3/27/2017 3:45:00 PM,9.126554,9.336915,10.07552,43400
3/27/2017 3:50:00 PM,9.187243,9.314915,10.06416,233500
3/27/2017 3:55:00 PM,9.277794,9.308915,10.0547,301900
3/27/2017 4:00:00 PM,9.332235,9.297915,10.04833,237000
3/28/2017 9:35:00 AM,9.091788,9.219415,,791600
3/28/2017 9:40:00 AM,8.85095,9.12543,8.054495,230700
3/28/2017 9:45:00 AM,8.71076,9.049931,8.048333,161800
3/28/2017 9:50:00 AM,8.592608,8.99043,8.066682,210300
3/28/2017 9:55:00 AM,8.506086,8.93043,8.071542,65500
3/28/2017 10:00:00 AM,8.38345,8.856575,8.069667,196400
3/28/2017 10:05:00 AM,8.32496,8.80259,8.066261,94700
3/28/2017 10:10:00 AM,8.264967,8.74574,8.065798,51400
3/28/2017 10:15:00 AM,8.189974,8.68924,8.056509,146200
3/28/2017 10:20:00 AM,8.139979,8.63075,8.052849,72900
3/28/2017 10:25:00 AM,8.111983,8.56985,8.049584,84200
3/28/2017 10:30:00 AM,8.083587,8.51085,8.048564,38500
3/28/2017 10:35:00 AM,8.072869,8.45385,8.047301,83800
3/28/2017 10:40:00 AM,8.054296,8.400635,8.04658,50900
3/28/2017 10:45:00 AM,8.041436,8.353735,8.045932,26300
3/28/2017 10:50:00 AM,8.014609,8.29319,8.041056,116200
3/28/2017 10:55:00 AM,7.951687,8.22419,8.015177,253000
3/28/2017 11:00:00 AM,7.83203,8.12036,7.967102,264400
3/28/2017 11:05:00 AM,7.727644,8.003865,7.932242,169800
3/28/2017 11:10:00 AM,7.656975,7.89508,7.918008,79800
3/28/2017 11:15:00 AM,7.59156,7.855075,7.905541,73200
3/28/2017 11:20:00 AM,7.527048,7.824145,7.89303,67300
3/28/2017 11:25:00 AM,7.442558,7.771875,7.87337,93800
3/28/2017 11:30:00 AM,7.364507,7.71849,7.853105,89500
3/28/2017 11:35:00 AM,7.323825,7.668545,7.842726,50900
3/28/2017 11:40:00 AM,7.32102,7.63939,7.835821,40800
3/28/2017 11:45:00 AM,7.308816,7.59784,7.827849,51500
3/28/2017 11:50:00 AM,7.307053,7.56159,7.824295,24200
3/28/2017 11:55:00 AM,7.311643,7.53359,7.820574,26300
3/28/2017 12:00:00 PM,7.320914,7.50449,7.817861,21700
3/28/2017 12:05:00 PM,7.296731,7.46449,7.810742,48800
3/28/2017 12:10:00 PM,7.295385,7.43049,7.807555,21300
3/28/2017 12:15:00 PM,7.292308,7.39299,7.804628,21600
3/28/2017 12:20:00 PM,7.293847,7.35899,7.804028,4400
3/28/2017 12:25:00 PM,7.293077,7.32399,7.801896,15700
3/28/2017 12:30:00 PM,7.286462,7.291625,7.799054,20100
3/28/2017 12:35:00 PM,7.270649,7.266995,7.793794,35500
3/28/2017 12:40:00 PM,7.254519,7.258825,7.7899,26000
3/28/2017 12:45:00 PM,7.253615,7.25582,7.78702,20000
3/28/2017 12:50:00 PM,7.244652,7.247545,7.786254,5400
3/28/2017 12:55:00 PM,7.235722,7.24105,7.785379,6000
3/28/2017 1:00:00 PM,7.230577,7.2381,7.784289,7500
3/28/2017 1:05:00 PM,7.228482,7.243875,7.779491,34300
3/28/2017 1:10:00 PM,7.238786,7.25526,7.777326,16400
3/28/2017 1:15:00 PM,7.257029,7.263705,7.766811,96000
3/28/2017 1:20:00 PM,7.281603,7.26721,7.76483,20600
3/28/2017 1:25:00 PM,7.305302,7.274215,7.760797,44800
3/28/2017 1:30:00 PM,7.324222,7.27921,7.759618,13400
3/28/2017 1:35:00 PM,7.339377,7.28271,7.758864,8500
3/28/2017 1:40:00 PM,7.360822,7.28714,7.758161,8400
3/28/2017 1:45:00 PM,7.392638,7.303135,7.75525,46600
3/28/2017 1:50:00 PM,7.44511,7.321385,7.75145,107500
3/28/2017 1:55:00 PM,7.483288,7.339185,7.750264,65600
3/28/2017 2:00:00 PM,7.50759,7.354425,7.749834,14500
3/28/2017 2:05:00 PM,7.522072,7.368925,7.749166,19400
3/28/2017 2:10:00 PM,7.521658,7.381925,7.748159,21800
3/28/2017 2:15:00 PM,7.512146,7.39526,7.747662,8900
3/28/2017 2:20:00 PM,7.500517,7.40846,7.747211,7000
3/28/2017 2:25:00 PM,7.496494,7.41998,7.746033,19600
3/28/2017 2:30:00 PM,7.487995,7.43224,7.745055,16300
3/28/2017 2:35:00 PM,7.481836,7.4451,7.744681,6000
3/28/2017 2:40:00 PM,7.465469,7.4546,7.744011,9600
3/28/2017 2:45:00 PM,7.457895,7.464975,7.742991,14500
3/28/2017 2:50:00 PM,7.446316,7.470975,7.741342,21400
3/28/2017 2:55:00 PM,7.427053,7.471975,7.740855,6100
3/28/2017 3:00:00 PM,7.425442,7.47393,7.740464,5100
3/28/2017 3:05:00 PM,7.410374,7.47143,7.738507,24700
3/28/2017 3:10:00 PM,7.416299,7.473435,7.736616,27800
3/28/2017 3:15:00 PM,7.419039,7.474935,7.735727,14200
3/28/2017 3:20:00 PM,7.429031,7.476055,7.735226,8400
3/28/2017 3:25:00 PM,7.417245,7.468565,7.734746,7000
3/28/2017 3:30:00 PM,7.421636,7.457775,7.733966,11100
3/28/2017 3:35:00 PM,7.429509,7.449025,7.730155,68000
3/28/2017 3:40:00 PM,7.441867,7.44335,7.72893,23800
3/28/2017 3:45:00 PM,7.441473,7.436345,7.727087,31200
