,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-11 09:35:00,20.94,20.965,20.85,20.96,14646.0,0.0162424242424,20.692,0.00324848484848,20.64175,0.0,1,1,1,306467.55,306467.55,14646.0,20.925,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 09:40:00,20.97,20.97,20.89,20.93,5280.0,-0.00143129770992,20.7396,0.00230040595399,20.669202381,0.0,0,1,1,110510.4,416977.95,19926.0,20.9263249021,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 09:45:00,20.94,20.94,20.86,20.89,3029.0,-0.00191113234591,20.76968,0.00145036548439,20.6902307256,0.0,0,1,1,63296.0033333,480273.953333,22955.0,20.9224113846,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 09:50:00,20.86,20.92,20.845,20.89,8323.0,0.0,20.793744,0.00115861197669,20.7092563708,0.0,0,1,1,173825.855,654099.808333,31278.0,20.9124563058,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 09:55:00,20.9,20.96,20.895,20.95,4382.0,0.00287218764959,20.8249952,0.00150291356862,20.7321843355,0.0,0,1,1,91737.17,745836.978333,35660.0,20.9152265377,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:00:00,20.95,20.99,20.92,20.99,6846.0,0.00190930787589,20.85799616,0.00158468031724,20.7567382083,0.0,0,1,1,143537.8,889374.778333,42506.0,20.923511465,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:05:00,20.99,20.99,20.93,20.99,7651.0,0.0,20.884396928,0.00126573846296,20.778953617,0.0,0,1,1,160441.47,1049816.24833,50157.0,20.9306028736,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:10:00,21.0,21.0,20.975,20.975,2432.0,-0.000714626012387,20.9025175424,0.000867662804077,20.7976247011,0.0,0,0,1,51031.4666667,1100847.715,52589.0,20.9330414155,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:15:00,20.9747,21.01,20.97,20.99,11051.0,0.000715137067938,20.9200140339,0.000837051875905,20.8159461582,0.0,0,0,1,231960.49,1332808.205,63640.0,20.9429321967,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:20:00,20.99,21.0,20.96,21.0,3914.0,0.000476417341591,20.9360112271,0.000764683675167,20.8334750955,0.0,0,0,1,82141.8133333,1414950.01833,67554.0,20.9454661209,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:25:00,21.0,21.0,20.95,20.97,7846.0,-0.00142857142857,20.9428089817,0.000324691962526,20.8464774673,0.0,0,0,1,164556.773333,1579506.79167,75400.0,20.9483659372,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:30:00,20.97,20.97,20.945,20.95,1380.0,-0.000953743443014,20.9442471854,6.86729110453e-05,20.8563367562,0.0,0,0,1,28917.9,1608424.69167,76780.0,20.9484851741,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:35:00,20.94,20.965,20.92,20.925,10367.0,-0.00119331742243,20.9403977483,-0.00018379448253,20.8628761127,0.0,0,0,1,217050.423333,1825475.115,87147.0,20.9470792454,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:40:00,20.903,20.95,20.903,20.95,5765.0,0.00119474313023,20.9423181986,9.17103086751e-05,20.8711736258,0.0,0,0,1,120686.431667,1946161.54667,92912.0,20.9462883876,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:45:00,20.94,20.95,20.93,20.94,4302.0,-0.000477326968974,20.9418545589,-2.21388922937e-05,20.8777285186,0.0,0,0,1,90083.88,2036245.42667,97214.0,20.9460101083,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
2017-04-11 10:50:00,20.94,20.94,20.92,20.94,3200.0,0.0,20.9414836471,-1.77115059481e-05,20.8836591359,0.0,0,0,1,66986.6666667,2103232.09333,100414.0,20.945606124,-1,0,0,1,0.0,0,0.0,20170411 11:05:45
