Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-27 09:35:00,9.945,9.955,9.905,9.905,63970.0,-0.00402212166918,9.56259239382,0.00903260392791,9.18775,0.0,0,1,1,634689.016667,634689.016667,63970.0,9.92166666667,-1,0,0,1,0.0,0,0.0,20170427 09:40:51
2017-04-27 09:40:00,9.905,9.945,9.905,9.915,49184.0,0.0010095911156,9.63307391506,0.00737054538493,9.25701190476,0.0,0,1,1,487987.253333,1122676.27,113154.0,9.92166666667,-1,0,0,1,0.0,0,0.0,20170427 09:50:06
2017-04-27 09:45:00,9.915,9.915,9.895,9.895,11153.0,-0.00201714573878,9.68545913204,0.0054380582409,9.31777267574,0.0,0,1,1,110433.288333,1233109.55833,124307.0,9.91987223836,-1,0,0,1,0.0,0,0.0,20170427 09:55:05
2017-04-27 09:50:00,9.895,9.925,9.895,9.915,22248.0,0.00202122283982,9.73136730564,0.00473990679897,9.37465146852,0.0,0,1,1,220514.76,1453624.31833,146555.0,9.91862657933,-1,0,0,1,0.0,0,0.0,20170427 10:00:06
2017-04-27 09:55:00,9.915,9.925,9.915,9.915,20880.0,0.0,9.76809384451,0.00377403685623,9.42611323343,0.0,0,1,1,207094.8,1660719.11833,167435.0,9.91859001005,-1,0,0,1,0.0,0,0.0,20170427 10:05:04
2017-04-27 10:00:00,9.915,9.915,9.895,9.895,22624.0,-0.00201714573878,9.79347507561,0.00259838116856,9.47076911596,0.0,0,1,1,224015.306667,1884734.425,190059.0,9.91657551076,-1,0,0,1,0.0,0,0.0,20170427 10:10:05
2017-04-27 10:10:00,9.895,9.895,9.875,9.875,36841.0,-0.00202122283982,9.82602404839,0.00124763218938,9.54582233755,0.0,0,1,1,364050.481667,2789649.63667,281542.0,9.908467073,-1,0,0,1,0.0,0,0.0,20170427 10:15:05
2017-04-27 10:15:00,9.875,9.875,9.855,9.855,29300.0,-0.0020253164557,9.83181923871,0.000589779782119,9.57526782921,0.0,0,0,1,288946.833333,3078596.47,310842.0,9.90405566172,-1,0,0,1,0.0,0,0.0,20170427 10:20:05
2017-04-27 10:20:00,9.855,9.855,9.835,9.845,66637.0,-0.00101471334348,9.83445539097,0.000268124565137,9.60095660738,0.0,0,0,1,656041.265,3734637.735,377479.0,9.89363046686,-1,0,0,1,0.0,0,0.0,20170427 10:25:06
2017-04-27 10:25:00,9.845,9.845,9.835,9.835,16852.0,-0.0010157440325,9.83456431277,1.107553006e-05,9.6232464543,0.0,0,0,1,165795.593333,3900433.32833,394331.0,9.89126730674,-1,0,0,1,0.0,0,0.0,20170427 10:30:05
2017-04-27 10:30:00,9.835,9.845,9.825,9.845,118183.0,0.00101677681749,9.83665145022,0.000212224698387,9.6443658396,0.0,0,0,1,1162723.74833,5063157.07667,512514.0,9.87906101427,-1,0,0,1,0.0,0,0.0,20170427 10:35:07
