,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-03-30 09:35:00,50.51,50.94,50.51,50.94,5681.0,0.00991276764473,50.5698966529,0.00183301616705,50.53716,0.0,1,1,1,288575.863333,288575.863333,5681.0,50.7966666667,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
2017-03-30 09:40:00,50.98,51.12,50.84,50.89,6232.0,-0.000981546917943,50.6339173223,0.00126598378992,50.5707638095,0.0,0,1,1,317520.4,606096.263333,11913.0,50.8768793195,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
2017-03-30 09:45:00,50.91,51.24,50.91,51.2,23589.0,0.00609157005306,50.7471338579,0.00223598215433,50.6306910658,0.0,1,1,1,1205791.05,1811887.31333,35502.0,51.0362039697,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
2017-03-30 09:50:00,51.23,51.48,51.17,51.37,16211.0,0.0033203125,50.8717070863,0.00245478353079,50.7011014404,0.0,1,1,1,832272.74,2644160.05333,51713.0,51.1314380008,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
2017-03-30 09:55:00,51.3594,51.4,51.25,51.29,10889.0,-0.00155732918046,50.955365669,0.00164450118809,50.7571870175,0.0,0,1,1,558750.886667,3202910.94,62602.0,51.1630768985,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
2017-03-30 10:00:00,51.29,51.54,51.29,51.47,59500.0,0.00350945603431,51.0582925352,0.00201994166548,50.8250739683,0.0,1,1,1,3060283.33333,6263194.27333,122102.0,51.294772185,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
2017-03-30 10:05:00,51.47,51.75,51.47,51.73,28564.0,0.0050514863027,51.1926340282,0.00263113955217,50.9112573999,0.0,1,1,1,1475330.6,7738524.87333,150666.0,51.3621180182,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
2017-03-30 10:10:00,51.74,51.91,51.72,51.87,36663.0,0.00270635994587,51.3281072225,0.00264634154769,51.0025662189,0.0,0,1,1,1900365.5,9638890.37333,187329.0,51.4543416841,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
2017-03-30 10:15:00,51.855,51.97,51.82,51.95,26815.0,0.00154231733179,51.452485778,0.00242320557336,51.0927980076,0.0,0,1,1,1392056.03333,11030946.4067,214144.0,51.511816379,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
2017-03-30 10:20:00,51.92,51.92,51.73,51.79,18429.0,-0.00307988450433,51.5199886224,0.00131194525148,51.1591981973,0.0,0,1,1,954867.92,11985814.3267,232573.0,51.5357084729,-1,0,0,1,0.0,0,0.0,20170330 18:10:32
