,Open,High,Low,Close,Volume
2017-03-17 15:30:00,117.18,117.19,117.135,117.165,62586.0
2017-03-17 15:35:00,117.16,117.175,117.14,117.15,69438.0
2017-03-17 15:40:00,117.15,117.17,117.075,117.08,68564.0
2017-03-17 15:45:00,117.0852,117.12,117.08,117.11,34453.0
2017-03-17 15:50:00,117.1149,117.13,117.09,117.095,27885.0
2017-03-17 15:55:00,117.085,117.11,117.07,117.07,17678.0
2017-03-17 16:00:00,117.08,117.08,117.03,117.05,24450.0
2017-03-17 16:05:00,117.045,117.07,117.04,117.06,36357.0
2017-03-17 16:10:00,117.06,117.08,117.055,117.06,23593.0
2017-03-17 16:15:00,117.0627,117.0853,117.0,117.0,49377.0
2017-03-17 16:20:00,117.006,117.01,116.96,117.01,60248.0
2017-03-17 16:25:00,117.01,117.02,116.965,116.9675,58940.0
2017-03-17 16:30:00,116.965,117.01,116.965,116.99,48597.0
2017-03-17 16:35:00,116.99,117.0,116.92,116.93,27649.0
2017-03-17 16:40:00,116.92,116.9483,116.91,116.94,28588.0
2017-03-17 16:45:00,116.9385,116.96,116.93,116.95,37665.0
2017-03-17 16:50:00,116.95,116.9698,116.93,116.945,22771.0
2017-03-17 16:55:00,116.9494,116.97,116.935,116.97,24071.0
2017-03-17 17:00:00,116.97,117.0,116.955,116.955,67901.0
2017-03-17 17:05:00,116.9732,117.0,116.9732,116.99,17672.0
2017-03-17 17:10:00,116.99,117.0,116.975,116.99,16535.0
2017-03-17 17:15:00,116.99,117.06,116.99,117.02,43144.0
2017-03-17 17:20:00,117.01,117.04,117.01,117.0289,6473.0
2017-03-17 17:25:00,117.01,117.065,117.005,117.06,26317.0
2017-03-17 17:30:00,117.07,117.14,117.07,117.13,57238.0
2017-03-17 17:35:00,117.1348,117.1348,117.05,117.05,20199.0
2017-03-17 17:40:00,117.05,117.07,117.03,117.0464,38938.0
2017-03-17 17:45:00,117.04,117.0603,117.04,117.0603,13766.0
2017-03-17 17:50:00,117.0545,117.06,117.038,117.04,7848.0
2017-03-17 17:55:00,117.04,117.06,117.03,117.03,53267.0
2017-03-17 18:00:00,117.035,117.06,117.03,117.035,45377.0
2017-03-17 18:05:00,117.03,117.0501,117.03,117.045,42761.0
2017-03-17 18:10:00,117.045,117.05,117.03,117.04,11905.0
2017-03-17 18:15:00,117.05,117.08,117.03,117.07,24419.0
2017-03-17 18:20:00,117.0759,117.1,117.0601,117.0601,36183.0
2017-03-17 18:25:00,117.0641,117.08,117.05,117.06,8246.0
2017-03-17 18:30:00,117.051,117.08,117.051,117.07,16738.0
2017-03-17 18:35:00,117.0752,117.11,117.06,117.09,30695.0
2017-03-17 18:40:00,117.095,117.095,117.05,117.055,23999.0
2017-03-17 18:45:00,117.05,117.0501,117.0201,117.0499,24522.0
2017-03-17 18:50:00,117.04,117.05,117.03,117.05,10965.0
2017-03-17 18:55:00,117.05,117.075,117.03,117.07,28844.0
2017-03-17 19:00:00,117.07,117.08,117.05,117.07,39067.0
2017-03-17 19:05:00,117.07,117.08,117.0444,117.05,55225.0
2017-03-17 19:10:00,117.05,117.07,117.0201,117.07,30285.0
2017-03-17 19:15:00,117.07,117.09,117.05,117.075,31487.0
2017-03-17 19:20:00,117.075,117.08,117.055,117.06,35883.0
2017-03-17 19:25:00,117.054,117.06,117.04,117.04,10601.0
2017-03-17 19:30:00,117.05,117.06,117.04,117.04,32093.0
2017-03-17 19:35:00,117.045,117.06,117.03,117.055,17409.0
2017-03-17 19:40:00,117.06,117.07,117.04,117.05,37070.0
2017-03-17 19:45:00,117.05,117.06,117.02,117.025,41599.0
2017-03-17 19:50:00,117.03,117.04,116.99,117.005,128123.0
2017-03-17 19:55:00,117.0,117.02,116.97,116.98,136127.0
2017-03-17 20:00:00,116.98,117.02,116.98,116.99,293274.0
2017-03-17 20:05:00,116.99,117.0,116.98,117.0,185432.0
2017-03-17 20:10:00,117.0,117.01,116.96,116.96,38500.0
2017-03-17 20:15:00,116.99,116.99,116.97,116.98,500.0
2017-03-17 20:20:00,117.0,117.0,116.98,116.98,3000.0
2017-03-17 20:25:00,116.98,117.0,116.98,117.0,35700.0
2017-03-17 20:30:00,117.01,117.02,117.01,117.02,800.0
2017-03-17 20:35:00,117.01,117.07,117.01,117.07,8700.0
2017-03-17 20:40:00,117.07,117.07,117.06,117.06,3100.0
2017-03-17 20:50:00,116.99,117.01,116.99,117.01,123100.0
2017-03-17 20:55:00,117.02,117.05,117.02,117.05,4800.0
2017-03-17 21:05:00,117.06,117.06,117.06,117.06,200.0
2017-03-17 21:10:00,117.0,117.0,117.0,117.0,200.0
2017-03-17 22:35:00,116.99,116.99,116.99,116.99,0.0
2017-03-17 23:45:00,116.99,116.99,116.99,116.99,190.0
2017-03-18 00:00:00,117.15,117.15,117.15,117.15,100.0
2017-03-18 00:05:00,116.99,116.99,116.99,116.99,0.0
2017-03-20 08:05:00,117.37,117.42,117.37,117.42,600.0
2017-03-20 08:15:00,117.42,117.42,117.42,117.42,200.0
2017-03-20 08:20:00,117.38,117.38,117.38,117.38,5000.0
2017-03-20 08:25:00,117.42,117.42,117.42,117.42,200.0
2017-03-20 08:30:00,117.42,117.42,117.42,117.42,3300.0
2017-03-20 08:35:00,117.44,117.45,117.44,117.45,200.0
2017-03-20 08:40:00,117.45,117.45,117.45,117.45,100.0
2017-03-20 08:55:00,117.38,117.38,117.38,117.38,1100.0
2017-03-20 09:05:00,117.36,117.36,117.36,117.36,100.0
2017-03-20 10:20:00,117.41,117.41,117.41,117.41,500.0
2017-03-20 10:30:00,117.39,117.4,117.39,117.4,600.0
2017-03-20 10:50:00,117.42,117.44,117.42,117.44,1000.0
2017-03-20 10:55:00,117.41,117.41,117.41,117.41,1000.0
2017-03-20 11:20:00,117.3,117.3,117.3,117.3,1000.0
2017-03-20 11:25:00,117.27,117.27,117.27,117.27,300.0
2017-03-20 11:30:00,117.27,117.3,117.27,117.3,1500.0
2017-03-20 11:40:00,117.31,117.31,117.31,117.31,7000.0
2017-03-20 11:45:00,117.31,117.31,117.31,117.31,14000.0
2017-03-20 11:50:00,117.32,117.32,117.32,117.32,160.0
2017-03-20 12:00:00,117.23,117.23,117.23,117.23,1100.0
2017-03-20 12:05:00,117.22,117.41,117.21,117.21,3260.0
2017-03-20 12:10:00,117.18,117.18,117.14,117.18,1500.0
2017-03-20 12:20:00,117.21,117.22,117.21,117.22,350.0
2017-03-20 12:25:00,117.17,117.2,117.17,117.2,2194.0
2017-03-20 12:30:00,117.26,117.26,117.25,117.25,300.0
2017-03-20 12:35:00,117.24,117.24,117.2,117.2,3440.0
2017-03-20 12:40:00,117.25,117.25,117.25,117.25,1100.0
2017-03-20 12:45:00,117.28,117.31,117.28,117.31,7452.0
2017-03-20 12:50:00,117.31,117.32,117.31,117.32,600.0
2017-03-20 12:55:00,117.33,117.33,117.33,117.33,140.0
2017-03-20 13:00:00,117.35,117.35,117.35,117.35,2105.0
2017-03-20 13:15:00,117.31,117.31,117.28,117.28,3075.0
2017-03-20 13:25:00,117.3,117.32,117.3,117.32,4730.0
2017-03-20 13:30:00,117.34,117.34,117.3,117.32,5391.0
2017-03-20 13:35:00,117.31,117.43,117.304,117.34,150546.0
2017-03-20 13:40:00,117.335,117.34,117.28,117.2868,120033.0
2017-03-20 13:45:00,117.28,117.34,117.2766,117.3,71400.0
2017-03-20 13:50:00,117.31,117.36,117.28,117.285,48347.0
2017-03-20 13:55:00,117.28,117.3,117.24,117.26,26035.0
2017-03-20 14:00:00,117.26,117.3,117.24,117.24,27563.0
2017-03-20 14:05:00,117.25,117.285,117.205,117.26,28926.0
2017-03-20 14:10:00,117.2605,117.31,117.26,117.3,38859.0
2017-03-20 14:15:00,117.305,117.37,117.27,117.34,61653.0
2017-03-20 14:20:00,117.355,117.38,117.305,117.33,39263.0
2017-03-20 14:25:00,117.33,117.39,117.32,117.38,25724.0
2017-03-20 14:30:00,117.39,117.39,117.33,117.33,59115.0
2017-03-20 14:35:00,117.33,117.37,117.325,117.345,28073.0
2017-03-20 14:40:00,117.34,117.37,117.32,117.33,51715.0
2017-03-20 14:45:00,117.335,117.35,117.31,117.32,67083.0
2017-03-20 14:50:00,117.32,117.3298,117.28,117.32,37817.0
2017-03-20 14:55:00,117.32,117.47,117.3,117.45,35334.0
2017-03-20 15:00:00,117.4391,117.4391,117.37,117.38,36076.0
2017-03-20 15:05:00,117.3701,117.41,117.37,117.41,27602.0
2017-03-20 15:10:00,117.41,117.415,117.38,117.4,38229.0
2017-03-20 15:15:00,117.4,117.43,117.4,117.415,40028.0
2017-03-20 15:20:00,117.42,117.42,117.36,117.365,19920.0
2017-03-20 15:25:00,117.37,117.41,117.37,117.4,21330.0
2017-03-20 15:30:00,117.4,117.439,117.4,117.401,53229.0
2017-03-20 15:35:00,117.405,117.4491,117.3795,117.44,21542.0
2017-03-20 15:40:00,117.43,117.45,117.4,117.43,121080.0
2017-03-20 15:45:00,117.44,117.5,117.43,117.4899,74666.0
2017-03-20 15:50:00,117.48,117.49,117.43,117.44,60837.0
2017-03-20 15:55:00,117.445,117.48,117.42,117.47,39383.0
2017-03-20 16:00:00,117.48,117.5,117.47,117.48,37547.0
2017-03-20 16:05:00,117.46,117.5,117.45,117.49,73188.0
2017-03-20 16:10:00,117.48,117.55,117.48,117.51,49163.0
2017-03-20 16:15:00,117.52,117.52,117.4805,117.501,17515.0
2017-03-20 16:20:00,117.5,117.53,117.43,117.45,76058.0
2017-03-20 16:25:00,117.44,117.44,117.4,117.4,103349.0
2017-03-20 16:30:00,117.395,117.42,117.38,117.4139,96317.0
2017-03-20 16:35:00,117.41,117.44,117.395,117.4241,16969.0
2017-03-20 16:40:00,117.4299,117.43,117.39,117.4,20241.0
2017-03-20 16:45:00,117.39,117.4,117.3737,117.375,13849.0
2017-03-20 16:50:00,117.38,117.42,117.38,117.4,70542.0
2017-03-20 16:55:00,117.4,117.42,117.4,117.41,6016.0
2017-03-20 17:00:00,117.41,117.42,117.39,117.4,4554.0
2017-03-20 17:05:00,117.4045,117.425,117.39,117.41,10306.0
2017-03-20 17:10:00,117.405,117.435,117.385,117.4,14810.0
2017-03-20 17:15:00,117.395,117.43,117.38,117.41,17037.0
2017-03-20 17:20:00,117.41,117.49,117.41,117.49,15274.0
