Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-27 09:35:00,10.88,11.05,10.625,10.955,600321.0,0.00689338235294,11.2601927711,-0.00673031831579,11.3965,0.0,1,0,0,6529491.41,6529491.41,600321.0,10.8766666667,1,0,0,1,0.0,0,0.0,20170427 09:40:28
2017-04-27 09:40:00,10.955,10.955,10.625,10.765,536538.0,-0.0173436786855,11.1611542169,-0.00879545814447,11.3363571429,0.0,0,0,0,5784773.87,12314265.28,1136859.0,10.8318316344,1,0,0,1,0.0,0,0.0,20170427 09:50:04
2017-04-27 09:45:00,10.765,10.765,10.55,10.615,209691.0,-0.0139340455179,11.0519233735,-0.00978669779585,11.2676564626,0.0,0,0,0,2231811.21,14546076.49,1346550.0,10.8024778062,1,0,0,1,0.0,0,0.0,20170427 09:55:05
2017-04-27 09:50:00,10.615,10.865,10.6,10.845,135170.0,0.0216674517193,11.0105386988,-0.00374456764674,11.2274034661,0.0,1,0,0,1455780.9,16001857.39,1481720.0,10.7995150163,1,0,0,1,0.0,0,0.0,20170427 10:00:06
2017-04-27 09:55:00,10.845,11.205,10.845,10.905,169075.0,0.00553250345781,10.989430959,-0.00191704877812,11.1966983741,0.0,1,0,0,1857288.875,17859146.265,1650795.0,10.8185124531,1,0,0,1,0.0,0,0.0,20170427 10:05:05
2017-04-27 10:00:00,10.905,10.975,10.835,10.835,133784.0,-0.00641907381935,10.9585447672,-0.00281053604343,11.1622509099,0.0,0,0,0,1455792.89333,19314939.1583,1784579.0,10.8232469161,1,0,0,1,0.0,0,0.0,20170427 10:10:06
2017-04-27 10:10:00,10.825,10.835,10.735,10.755,261992.0,-0.00646651270208,10.896468651,-0.00323524459743,11.0944049399,0.0,0,0,0,2822963.8,24190276.3267,2236050.0,10.818307429,1,0,0,1,0.0,0,0.0,20170427 10:15:06
2017-04-27 10:15:00,10.755,10.765,10.685,10.695,198977.0,-0.00557880055788,10.8561749208,-0.00369787052078,11.0563663742,0.0,0,0,0,2132038.555,26322314.8817,2435027.0,10.8098657147,1,0,0,1,0.0,0,0.0,20170427 10:20:05
2017-04-27 10:20:00,10.695,10.795,10.685,10.765,213890.0,0.0065451145395,10.8379399367,-0.0016796877627,11.0286171957,0.0,1,0,0,2298961.01667,28621275.8983,2648917.0,10.8048972083,1,0,0,1,0.0,0,0.0,20170427 10:25:06
2017-04-27 10:25:00,10.765,10.765,10.725,10.725,177063.0,-0.00371574547144,10.8153519493,-0.00208415874819,10.9997012723,0.0,0,0,0,1901361.515,30522637.4133,2825980.0,10.8007266199,1,0,0,1,0.0,0,0.0,20170427 10:30:06
2017-04-27 10:30:00,10.725,10.725,10.655,10.705,577099.0,-0.0018648018648,10.7932815595,-0.00204065387502,10.9716344844,0.0,0,0,0,6172073.805,36694711.2183,3403079.0,10.7827973486,1,0,0,1,0.0,0,0.0,20170427 10:35:06
2017-04-27 10:35:00,10.705,10.735,10.665,10.715,449140.0,0.000934142923867,10.7776252476,-0.00145056087028,10.947193105,0.0,0,0,0,4808043.7,41502754.9183,3852219.0,10.7737267581,1,0,0,1,0.0,0,0.0,20170427 10:40:06
2017-04-27 10:40:00,10.715,10.825,10.695,10.755,445235.0,0.00373308446104,10.7731001981,-0.000419855896797,10.9288889997,0.0,1,0,0,4789986.54167,46292741.46,4297454.0,10.7721319321,1,0,0,1,0.0,0,0.0,20170427 10:45:06
2017-04-27 10:45:00,10.755,10.785,10.735,10.755,319567.0,0.0,10.7694801584,-0.000336025799851,10.9123281426,0.0,0,0,0,3438008.30833,49730749.7683,4617021.0,10.7711768624,-1,0,0,1,0.0,0,0.0,20170427 10:50:07
2017-04-27 10:50:00,10.755,10.805,10.725,10.755,871013.0,0.0,10.7665841268,-0.000268911000915,10.89734451,0.0,0,0,0,9373551.56833,59104301.3367,5488034.0,10.7696674869,-1,0,0,1,0.0,0,0.0,20170427 10:55:06
2017-04-27 10:55:00,10.755,10.755,10.655,10.665,327803.0,-0.00836820083682,10.7462673014,-0.00188702610891,10.8752164614,0.0,0,0,0,3504760.40833,62609061.745,5815837.0,10.7652710599,-1,0,0,1,0.0,0,0.0,20170427 11:00:07
2017-04-27 11:05:00,10.655,10.685,10.625,10.635,201997.0,-0.00187705302675,10.7094110729,-0.00173403656074,10.8333631351,0.0,0,0,0,2150931.38833,67610919.5183,6285401.0,10.7568187803,-1,0,0,1,0.0,0,0.0,20170427 11:05:06
2017-04-27 11:10:00,10.635,10.655,10.585,10.585,284381.0,-0.00470145745181,10.6845288583,-0.00232339709535,10.8097095032,0.0,0,0,0,3016808.44167,70627727.96,6569782.0,10.7503914072,-1,0,0,1,0.0,0,0.0,20170427 11:10:06
2017-04-27 11:20:00,10.605,10.605,10.465,10.485,595761.0,-0.011315417256,10.6318984693,-0.00344230150721,10.761145421,0.0,0,0,0,6266412.785,82621829.02,7704958.0,10.7232030363,-1,0,0,1,0.0,0,0.0,20170427 11:20:07
2017-04-27 11:25:00,10.485,10.485,10.335,10.375,505366.0,-0.0104911778732,10.5805187755,-0.00483259824321,10.7243696666,0.0,0,0,0,5254964.12333,87876793.1433,8210324.0,10.7032064926,-1,0,0,1,0.0,0,0.0,20170427 11:25:07
2017-04-27 11:35:00,10.335,10.335,10.295,10.335,236982.0,0.0,10.4921320163,-0.00373007843652,10.6537357135,0.0,0,0,0,2446049.21,92348773.2133,8642702.0,10.685173828,-1,0,0,1,0.0,0,0.0,20170427 11:35:05
2017-04-27 14:20:00,10.585,10.595,10.565,10.595,106741.0,0.000944733112895,10.5827152174,0.000290292910721,10.5397071824,0.0,0,0,1,1129853.485,205990304.892,19614154.0,10.5021253984,1,0,0,1,0.0,0,0.0,20170427 14:20:05
2017-04-27 15:05:00,10.595,10.625,10.585,10.615,227588.0,0.00188768286928,10.5991198172,0.00037470406639,10.5734191545,0.0,0,0,1,2414329.36667,221292091.015,21059118.0,10.5081367138,1,0,0,1,0.0,0,0.0,20170427 15:05:06
