Date,Close,High,Low,Open,Volume
2017-04-27 08:00:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:05:00,10.06,10.06,10.06,10.06,1000.0
2017-04-27 08:10:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:15:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:20:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:25:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:30:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:35:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:40:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:45:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:50:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 08:55:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 09:00:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 09:05:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 09:10:00,10.06,10.06,10.06,10.06,0.0
2017-04-27 09:15:00,10.07,10.11,10.06,10.06,1739.0
2017-04-27 09:20:00,10.07,10.07,10.07,10.07,0.0
2017-04-27 09:25:00,10.07,10.085,10.06,10.07,27.0
2017-04-27 09:30:00,10.085,10.085,10.07,10.07,0.0
2017-04-27 09:35:00,10.075,10.105,10.055,10.085,183370.0
2017-04-27 09:40:00,10.075,10.085,10.065,10.075,21653.0
2017-04-27 09:45:00,10.105,10.105,10.065,10.075,3960.0
2017-04-27 09:50:00,10.125,10.125,10.105,10.105,10302.0
2017-04-27 09:55:00,10.135,10.135,10.115,10.125,3997.0
2017-04-27 10:00:00,10.125,10.135,10.125,10.135,5838.0
2017-04-27 10:05:00,10.145,10.145,10.125,10.125,30978.0
2017-04-27 10:10:00,10.135,10.145,10.135,10.145,1996.0
2017-04-27 10:15:00,10.135,10.145,10.135,10.135,18732.0
2017-04-27 10:20:00,10.135,10.145,10.125,10.135,65654.0
2017-04-27 10:25:00,10.135,10.135,10.135,10.135,7007.0
2017-04-27 10:30:00,10.135,10.135,10.135,10.135,46088.0
2017-04-27 10:35:00,10.145,10.145,10.135,10.135,29104.0
2017-04-27 10:40:00,10.155,10.155,10.145,10.145,56183.0
2017-04-27 10:45:00,10.155,10.155,10.145,10.155,29757.0
2017-04-27 10:50:00,10.155,10.165,10.145,10.155,29058.0
2017-04-27 10:55:00,10.155,10.155,10.155,10.155,8761.0
2017-04-27 11:00:00,10.175,10.175,10.155,10.155,27009.0
2017-04-27 11:05:00,10.165,10.175,10.165,10.175,23187.0
2017-04-27 11:10:00,10.145,10.165,10.145,10.165,36208.0
2017-04-27 11:15:00,10.155,10.165,10.145,10.145,62767.0
2017-04-27 11:20:00,10.145,10.155,10.145,10.155,30664.0
2017-04-27 11:25:00,10.135,10.145,10.135,10.145,10485.0
2017-04-27 11:30:00,10.135,10.135,10.135,10.135,6300.0
2017-04-27 11:35:00,10.145,10.145,10.135,10.135,25678.0
2017-04-27 11:40:00,10.135,10.145,10.135,10.145,14402.0
2017-04-27 11:45:00,10.135,10.135,10.135,10.135,7532.0
2017-04-27 11:50:00,10.145,10.145,10.135,10.135,19012.0
2017-04-27 11:55:00,10.145,10.145,10.125,10.145,60814.0
2017-04-27 12:00:00,10.145,10.145,10.145,10.145,31036.0
2017-04-27 12:05:00,10.145,10.145,10.145,10.145,7187.0
2017-04-27 12:10:00,10.145,10.145,10.145,10.145,5411.0
2017-04-27 12:15:00,10.155,10.155,10.145,10.145,8871.0
2017-04-27 12:20:00,10.155,10.155,10.155,10.155,12900.0
2017-04-27 12:25:00,10.135,10.155,10.135,10.155,53889.0
2017-04-27 12:30:00,10.135,10.135,10.135,10.135,4972.0
2017-04-27 12:35:00,10.145,10.145,10.135,10.135,38614.0
2017-04-27 12:40:00,10.135,10.145,10.135,10.145,17943.0
2017-04-27 12:45:00,10.135,10.145,10.135,10.135,49111.0
2017-04-27 12:50:00,10.135,10.135,10.135,10.135,22740.0
2017-04-27 12:55:00,10.135,10.145,10.135,10.135,80311.0
2017-04-27 13:00:00,10.145,10.145,10.135,10.135,13006.0
2017-04-27 13:05:00,10.155,10.155,10.145,10.145,10398.0
2017-04-27 13:10:00,10.155,10.155,10.155,10.155,10490.0
2017-04-27 13:15:00,10.165,10.165,10.155,10.155,28952.0
2017-04-27 13:20:00,10.155,10.165,10.155,10.165,162239.0
2017-04-27 13:25:00,10.155,10.155,10.155,10.155,25172.0
2017-04-27 13:30:00,10.155,10.155,10.155,10.155,11287.0
2017-04-27 13:35:00,10.155,10.155,10.155,10.155,3636.0
2017-04-27 13:40:00,10.155,10.155,10.145,10.155,73117.0
2017-04-27 13:45:00,10.155,10.155,10.155,10.155,6583.0
2017-04-27 13:50:00,10.145,10.155,10.145,10.155,85888.0
2017-04-27 13:55:00,10.145,10.145,10.145,10.145,3346.0
2017-04-27 14:00:00,10.145,10.155,10.145,10.145,132097.0
2017-04-27 14:05:00,10.145,10.145,10.145,10.145,4702.0
2017-04-27 14:10:00,10.135,10.145,10.135,10.145,11236.0
2017-04-27 14:15:00,10.145,10.145,10.135,10.135,55127.0
2017-04-27 14:20:00,10.135,10.145,10.135,10.145,14843.0
2017-04-27 14:25:00,10.135,10.135,10.135,10.135,24535.0
2017-04-27 14:30:00,10.135,10.135,10.135,10.135,15024.0
2017-04-27 14:35:00,10.135,10.145,10.135,10.135,38972.0
2017-04-27 14:40:00,10.135,10.135,10.135,10.135,16170.0
2017-04-27 14:45:00,10.135,10.135,10.135,10.135,29491.0
2017-04-27 14:50:00,10.135,10.135,10.135,10.135,9253.0
2017-04-27 14:55:00,10.135,10.135,10.135,10.135,12356.0
2017-04-27 15:00:00,10.135,10.135,10.135,10.135,7246.0
2017-04-27 15:05:00,10.135,10.135,10.125,10.135,89855.0
2017-04-27 15:10:00,10.135,10.135,10.125,10.135,43309.0
2017-04-27 15:15:00,10.135,10.135,10.135,10.135,15024.0
2017-04-27 15:20:00,10.135,10.135,10.135,10.135,16200.0
2017-04-27 15:25:00,10.135,10.135,10.135,10.135,20982.0
2017-04-27 15:30:00,10.125,10.135,10.125,10.135,27495.0
2017-04-27 15:35:00,10.135,10.135,10.125,10.125,43153.0
2017-04-27 15:40:00,10.125,10.135,10.125,10.135,86938.0
2017-04-27 15:45:00,10.125,10.125,10.125,10.125,28209.0
2017-04-27 15:50:00,10.115,10.125,10.115,10.125,68000.0
