Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,EMA9,EMA9PC,EMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-13 09:35:00,15.22,15.22,15.22,15.22,24888.0,24888.0,0.0201072386059,14.9596940044,0.00436912857166,14.920435,1,1,1,378795.36,378795.36,15.22,-1,1,0,1,0
