Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,EMA9,EMA9PC,EMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-10 09:35:00,3.34,3.38,3.34,3.38,16140.0,16140.0,0.0,3.37913222472,6.42051672697e-05,3.3655,0,0,1,54338.0,54338.0,3.36666666667,1,0,0,1,0
2017-03-10 09:40:00,3.37,3.37,3.35,3.37,9739.0,25879.0,-0.00295857988166,3.37730577977,-0.000540507095283,3.36592857143,0,0,1,32755.5033333,87093.5033333,3.36541223901,1,0,0,1,0
2017-03-10 09:45:00,3.39,3.41,3.39,3.41,3956.0,29835.0,0.0118694362018,3.38384462382,0.00193611253221,3.37012585034,1,1,1,13463.5866667,100557.09,3.37044042232,1,1,1,1,1466
2017-03-10 09:50:00,3.4,3.41,3.4,3.41,400.0,30235.0,0.0,3.38907569906,0.00154589699522,3.3739233884,0,1,1,1362.66666667,101919.756667,3.37091968469,1,0,1,1,1466
2017-03-10 09:55:00,3.41,3.41,3.41,3.41,300.0,30535.0,0.0,3.39326055924,0.0012348087091,3.37735925617,0,1,1,1023.0,102942.756667,3.37130364063,1,0,1,1,1466
2017-03-10 10:00:00,3.4,3.41,3.4,3.4,7725.0,38260.0,-0.00293255131965,3.3946084474,0.000397225066471,3.37951551749,0,0,1,26290.75,129233.506667,3.37777069176,1,0,1,1,1470
2017-03-10 10:05:00,3.4049,3.41,3.4015,3.405,3800.0,42060.0,0.00147058823529,3.39668675792,0.000612238658203,3.38194261106,0,0,1,12940.9,142174.406667,3.38027595498,1,0,1,1,1468
2017-03-10 10:10:00,3.4,3.41,3.4,3.41,600.0,42660.0,0.0014684287812,3.39934940633,0.00078389578037,3.38461474334,0,0,1,2044.0,144218.406667,3.38064713236,1,0,1,1,1466
2017-03-10 10:15:00,3.41,3.41,3.4025,3.4025,1020.0,43680.0,-0.00219941348974,3.39997952507,0.000185364508938,3.38631810112,0,0,1,3473.1,147691.506667,3.38121581197,1,0,1,1,1469
2017-03-10 10:20:00,3.4062,3.41,3.4062,3.41,500.0,44180.0,0.00220426157237,3.40198362005,0.00058944325163,3.38857352006,0,0,1,1704.36666667,149395.873333,3.38152723706,1,0,1,1,1466
2017-03-10 10:25:00,3.4,3.41,3.4,3.41,5257.0,49437.0,0.0,3.40358689604,0.000471276810369,3.3906141372,0,0,1,17908.8466667,167304.72,3.3842004976,1,0,1,1,1466
2017-03-10 10:30:00,3.415,3.45,3.415,3.4219,9499.0,58936.0,0.00348973607038,3.40724951683,0.00107610615018,3.39359374318,1,1,1,32571.7543667,199876.474367,3.39141567746,1,1,1,1,1461
2017-03-10 10:35:00,3.4252,3.44,3.4,3.41,8297.0,67233.0,-0.00347760016365,3.40779961347,0.000161448884353,3.39515624383,0,0,1,28348.0833333,228224.5577,3.39453181771,1,0,1,1,1466
2017-03-10 10:40:00,3.41,3.425,3.41,3.41,2000.0,69233.0,0.0,3.40823969077,0.000129138258255,3.39656993489,0,0,1,6830.0,235054.5577,3.3951231017,1,0,1,1,1466
2017-03-10 10:45:00,3.4037,3.41,3.4,3.41,650.0,69883.0,0.0,3.40859175262,0.000103297266975,3.39784898871,0,0,1,2214.33333333,237268.891033,3.39523047141,1,0,1,1,1466
