Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,ClosePC>0.003,EMA9,EMA9PC,EMA9PC>0.001,EMA20,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-10 09:35:00,0.73,0.7399,0.73,0.7399,22935.0,22935.0,0.0135616438356,1,0.73231774949,0.00259516025337,1,0.732085,1,16893.921,16893.921,0.7366,-1,1,0,1,0
2017-03-10 09:40:00,0.7301,0.7601,0.73,0.76,36666.0,59601.0,0.0271658332207,1,0.737854199592,0.00756017467264,1,0.734743571429,1,27500.7222,44394.6432,0.744864066039,-1,1,1,1,1
2017-03-10 09:45:00,0.75,0.7502,0.75,0.7501,7200.0,66801.0,-0.0130263157895,0,0.740303359674,0.00331930086319,1,0.736206088435,1,5400.72,49795.3632,0.745428409754,-1,0,1,1,1
2017-03-10 09:50:00,0.7501,0.7501,0.7501,0.7501,500.0,67301.0,0.0,0,0.742262687739,0.00264665564419,1,0.737529318108,1,375.05,50170.4132,0.745463116447,-1,0,1,1,1
2017-03-10 09:55:00,0.7509,0.7509,0.7502,0.7502,1600.0,68901.0,0.000133315557926,0,0.743850150191,0.00213868011751,1,0.738736049717,1,1200.69333333,51371.1065333,0.745578533451,-1,0,1,1,1
2017-03-10 10:05:00,0.7502,0.7502,0.7502,0.7502,2000.0,70901.0,0.0,0,0.745120120153,0.00170729274097,1,0.739827854506,1,1500.4,52871.5065333,0.745708897383,-1,0,1,1,1
2017-03-10 10:10:00,0.7502,0.7597,0.7502,0.7597,10500.0,81401.0,0.0126632897894,1,0.748036096122,0.00391343072152,1,0.741720439791,1,7943.6,60815.1065333,0.74710515268,1,1,1,1,1
2017-03-10 10:15:00,0.7597,0.7597,0.7513,0.755,3770.0,85171.0,-0.00618665262604,0,0.749428876898,0.00186191653419,1,0.742985159811,1,2847.60666667,63662.7132,0.747469363985,1,0,1,1,1
2017-03-10 10:20:00,0.7589,0.7604,0.7589,0.7604,13490.0,98661.0,0.00715231788079,1,0.751623101518,0.00292786238705,1,0.744643716019,1,10251.051,73913.7642,0.749169015112,1,1,1,1,1
2017-03-10 10:25:00,0.765,0.765,0.765,0.765,700.0,99361.0,0.00604944765913,1,0.754298481215,0.00355946975412,1,0.746582409732,1,535.5,74449.2642,0.749280544681,1,1,1,1,1
2017-03-10 10:30:00,0.7754,0.7754,0.76,0.76,3100.0,102461.0,-0.00653594771242,0,0.755438784972,0.00151174075711,1,0.747860275472,1,2371.91333333,76821.1775333,0.749760177368,1,0,1,1,1
2017-03-10 10:35:00,0.76,0.7791,0.76,0.7791,18430.0,120891.0,0.0251315789474,1,0.760171027977,0.00626423093413,1,0.750835487331,1,14241.4753333,91062.6528667,0.75326246674,1,1,1,1,1
2017-03-10 10:40:00,0.78,0.7998,0.78,0.78,24570.0,145461.0,0.00115517905275,0,0.764136822382,0.00521697652051,1,0.753613059967,1,19326.762,110389.414867,0.758893551307,1,0,1,1,1
2017-03-10 10:45:00,0.799,0.7998,0.789,0.7958,6340.0,151801.0,0.0202564102564,1,0.770469457906,0.00828730580459,1,0.757630863779,1,5039.45466667,115428.869533,0.760395975872,1,1,1,1,1
2017-03-10 10:50:00,0.79,0.7997,0.79,0.79,7515.0,159316.0,-0.00728826338276,0,0.774375566324,0.00506977710644,1,0.760713638657,1,5961.1485,121390.018033,0.761944927272,1,0,1,1,1
2017-03-10 10:55:00,0.7901,0.7901,0.79,0.79,800.0,160116.0,0.0,0,0.77750045306,0.00403536329271,1,0.763502815928,1,632.026666667,122022.0447,0.762085267556,1,0,1,1,1
2017-03-10 11:00:00,0.7888,0.79,0.7888,0.79,200.0,160316.0,0.0,0,0.780000362448,0.00321531566735,1,0.766026357268,1,157.92,122179.9647,0.762119593178,1,0,1,1,1
2017-03-10 11:05:00,0.76,0.7609,0.75,0.76,12044.0,172360.0,-0.0379746835443,0,0.776000289958,-0.00512829568049,0,0.765452418481,1,9116.90653333,131296.871233,0.761759522124,1,0,1,1,1
2017-03-10 11:10:00,0.7869,0.7899,0.7612,0.7612,13000.0,185360.0,0.00157894736842,0,0.773040231966,-0.00381450629584,0,0.765047426245,1,10019.9666667,141316.8379,0.762391227341,1,0,1,1,1
2017-03-10 11:15:00,0.7834,0.79,0.7741,0.79,57429.0,242789.0,0.0378349973726,1,0.776432185573,0.00438780993077,1,0.76742386184,1,45064.5363,186381.3742,0.767668115936,1,1,1,1,1
2017-03-10 11:20:00,0.798,0.83,0.795,0.8151,187698.0,430487.0,0.0317721518987,1,0.784165748459,0.00996038421521,1,0.771964446427,1,152667.2966,339048.6708,0.787593285744,-1,1,1,1,1
2017-03-10 11:25:00,0.8151,0.8195,0.81,0.8195,55113.0,485600.0,0.00539811066127,1,0.791232598767,0.00901193443119,1,0.776491642005,1,44990.579,384039.2498,0.790855127265,1,1,1,1,1
2017-03-10 11:30:00,0.8156,0.8195,0.81,0.81,29795.0,515395.0,-0.0115924344112,0,0.794986079013,0.00474383923575,1,0.779682914195,1,24228.3008333,408267.550633,0.79214495801,1,0,1,1,1
