,Close,High,Low,Open,Volume
2017-04-05 13:30:00,4.28,4.28,4.255,4.26,16302.0
2017-04-05 13:35:00,4.29,4.29,4.27,4.28,7260.0
2017-04-05 13:40:00,4.285,4.295,4.285,4.29,10045.0
2017-04-05 13:45:00,4.28,4.29,4.27,4.285,4600.0
2017-04-05 13:50:00,4.2801,4.285,4.28,4.28,5500.0
2017-04-05 13:55:00,4.285,4.29,4.28,4.285,2500.0
2017-04-05 14:00:00,4.28,4.29,4.28,4.29,3300.0
2017-04-05 14:05:00,4.29,4.3,4.28,4.28,27512.0
2017-04-05 14:10:00,4.3,4.3,4.28,4.29,4980.0
2017-04-05 14:15:00,4.305,4.31,4.29,4.29,17472.0
2017-04-05 14:20:00,4.31,4.31,4.3,4.305,11518.0
2017-04-05 14:25:00,4.3,4.31,4.3,4.31,26757.0
2017-04-05 14:30:00,4.305,4.31,4.3,4.3,4300.0
2017-04-05 14:35:00,4.295,4.31,4.29,4.305,28550.0
2017-04-05 14:40:00,4.29,4.295,4.28,4.295,30762.0
2017-04-05 14:45:00,4.29,4.29,4.28,4.285,1900.0
2017-04-05 14:50:00,4.255,4.28,4.25,4.28,29530.0
2017-04-05 14:55:00,4.23,4.255,4.22,4.25,17064.0
2017-04-05 15:00:00,4.21,4.23,4.21,4.23,19675.0
2017-04-05 15:05:00,4.21,4.22,4.21,4.21,1100.0
2017-04-05 15:10:00,4.21,4.22,4.21,4.22,12725.0
2017-04-05 15:15:00,4.18,4.21,4.18,4.21,47028.0
2017-04-05 15:20:00,4.175,4.195,4.175,4.18,32994.0
2017-04-05 15:25:00,4.165,4.18,4.16,4.18,45139.0
2017-04-05 15:30:00,4.145,4.165,4.14,4.16,83962.0
2017-04-05 15:35:00,4.13,4.15,4.13,4.145,19034.0
2017-04-05 15:40:00,4.15,4.15,4.13,4.135,35686.0
2017-04-05 15:45:00,4.145,4.15,4.14,4.145,27921.0
2017-04-05 15:50:00,4.14,4.15,4.13,4.14,170467.0
2017-04-05 15:55:00,4.165,4.17,4.14,4.145,116619.0
2017-04-05 16:00:00,4.15,4.17,4.15,4.165,123632.0
2017-04-05 16:05:00,4.16,4.16,4.16,4.16,138052.0
2017-04-05 16:35:00,4.16,4.16,4.16,4.16,12291.0
2017-04-05 17:45:00,4.16,4.16,4.16,4.16,600.0
2017-04-06 09:35:00,4.21,4.24,4.18,4.22,55367.0
2017-04-06 09:40:00,4.225,4.23,4.21,4.21,18100.0
2017-04-06 09:45:00,4.25,4.275,4.22,4.23,85999.0
2017-04-06 09:50:00,4.25,4.26,4.22,4.255,118553.0
2017-04-06 09:55:00,4.29,4.29,4.25,4.25,40015.0
2017-04-06 10:00:00,4.27,4.29,4.25,4.29,27151.0
2017-04-06 10:05:00,4.295,4.295,4.27,4.27,7165.0
2017-04-06 10:10:00,4.3,4.31,4.29,4.295,17367.0
2017-04-06 10:15:00,4.26,4.305,4.26,4.3,17747.0
2017-04-06 10:20:00,4.25,4.27,4.25,4.265,10495.0
2017-04-06 10:25:00,4.24,4.26,4.24,4.25,11991.0
2017-04-06 10:30:00,4.23,4.24,4.23,4.24,15078.0
