,Close,High,Low,Open,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-06 09:35:00,12.94,12.94,12.94,12.94,274.0,0.00077339520495,0,0,12.8928571146,1,12.9312615054,0.000168969808913,12.9275,0.0,0,0,1,3545.56,3545.56,274.0,12.94,-1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 09:40:00,13.0,13.0,12.97,12.99,600.0,0.00463678516229,1,1,12.9006285455,1,12.9450092043,0.00106313671828,12.9344047619,0.0,1,1,1,7794.0,11339.56,874.0,12.9743249428,-1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 09:45:00,12.99,12.99,12.96,12.99,695.0,-0.000769230769231,0,0,12.91255312,1,12.9540073635,0.000695106430135,12.9396995465,0.0,0,0,1,9021.1,20360.66,1569.0,12.9768387508,-1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 09:50:00,12.96,12.96,12.94,12.95,1715.0,-0.00230946882217,0,0,12.9230467456,1,12.9552058908,9.25217405889e-05,12.941632923,0.0,0,0,1,22214.9666667,42575.6266667,3284.0,12.9645635404,-1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 09:55:00,12.9825,13.01,12.97,13.01,6186.0,0.00173611111111,1,1,12.9322811361,1,12.9606647126,0.000421361257638,12.9455250256,0.0,0,0,1,80340.675,122916.301667,9470.0,12.9795461105,-1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 10:00:00,12.99,12.99,12.97,12.98,600.0,0.000577700751011,0,0,12.94,1,12.9665317701,0.000452681834441,12.9497607374,0.0,0,0,1,7790.0,130706.301667,10070.0,12.9797717643,-1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 10:05:00,12.98,12.98,12.97,12.97,200.0,-0.000769822940724,0,0,12.9512,1,12.9692254161,0.000207738355167,12.9526406672,0.0,0,0,1,2595.33333333,133301.635,10270.0,12.979711295,-1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 10:10:00,13.0,13.01,13.0,13.01,600.0,0.00154083204931,1,1,12.960608,1,12.9753803329,0.000474578595734,12.9571510798,0.0,0,0,1,7802.0,141103.635,10870.0,12.9810151794,-1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 10:15:00,13.03,13.03,13.03,13.03,100.0,0.00230769230769,1,1,12.96851072,1,12.9863042663,0.000841896973217,12.9640890722,0.0,0,0,1,1303.0,142406.635,10970.0,12.9814617138,1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 10:20:00,13.019,13.02,13.0,13.0023,1700.0,-0.000844205679202,0,0,12.980808576,1,12.992843413,0.000503541778228,12.9693186844,0.0,0,0,1,22122.1,164528.735,12670.0,12.9856933702,1,0,0,1,0.0,0,0.0,20170413 12:49:43
2017-04-06 10:25:00,13.01,13.03,13.01,13.02,800.0,-0.000691297334665,0,0,12.9906468608,1,12.9962747304,0.000264092876763,12.9731930954,0.0,0,0,1,10413.3333333,174942.068333,13470.0,12.9875329126,1,0,0,1,0.0,0,0.0,20170413 12:49:43
