Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-04-27 15:40:00,6.005,6.005,5.985,5.985,21310.0,,,,,0
2017-04-27 15:45:00,5.985,5.995,5.985,5.995,48315.0,0.00167084377611,,,,0
