Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-04-27 11:10:00,3.425,3.425,3.415,3.415,23137.0,,,,,0
2017-04-27 11:20:00,3.415,3.415,3.415,3.415,14732.0,0.0,,,,0
2017-04-27 11:25:00,3.415,3.415,3.405,3.405,35409.0,-0.00292825768668,,,,0
2017-04-27 11:35:00,3.395,3.395,3.395,3.395,21632.0,-0.00293685756241,,,,0
2017-04-27 11:40:00,3.395,3.395,3.395,3.395,7732.0,0.0,,,,0
2017-04-27 12:15:00,3.395,3.395,3.385,3.385,23101.0,-0.00294550810015,,,,0
2017-04-27 12:50:00,3.425,3.455,3.425,3.455,54315.0,0.0206794682422,,,,0
2017-04-27 13:15:00,3.475,3.475,3.475,3.475,12562.0,0.00578871201158,,,,0
2017-04-27 13:35:00,3.475,3.495,3.475,3.495,74921.0,0.00575539568345,3.42611111111,,,0
2017-04-27 13:55:00,3.495,3.495,3.475,3.475,43814.0,-0.00572246065808,3.43588888889,0.0028538997892,,0
2017-04-27 14:15:00,3.445,3.445,3.445,3.445,2438.0,-0.00863309352518,3.43771111111,0.000530349577984,,0
2017-04-27 14:25:00,3.435,3.435,3.435,3.435,9668.0,-0.00290275761974,3.43716888889,-0.000157727687027,,0
2017-04-27 14:35:00,3.435,3.435,3.415,3.415,62006.0,-0.00582241630277,3.43273511111,-0.00128995051483,,0
2017-04-27 14:55:00,3.395,3.395,3.385,3.385,24942.0,-0.00878477306003,3.42318808889,-0.00278117067388,,0
2017-04-27 15:05:00,3.395,3.405,3.385,3.405,108640.0,0.00590841949778,3.41955047111,-0.00106264034675,,0
2017-04-27 15:10:00,3.405,3.415,3.405,3.415,39721.0,0.00293685756241,3.41864037689,-0.000266144404041,,0
2017-04-27 15:25:00,3.395,3.425,3.395,3.415,64579.0,0.0,3.41791230151,-0.000212972204593,,0
2017-04-27 15:40:00,3.475,3.485,3.475,3.475,100363.0,0.0175695461201,3.42932984121,0.00334050106924,,0
2017-04-27 15:45:00,3.475,3.515,3.475,3.485,214541.0,0.00287769784173,3.44046387297,0.00324670774576,,0
