Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-04-27 09:55:00,11.575,11.575,11.575,11.575,400.0,,,,,0
2017-04-27 10:00:00,11.575,11.575,11.575,11.575,1700.0,0.0,,,,0
2017-04-27 10:10:00,11.575,11.575,11.575,11.575,2000.0,0.0,,,,0
2017-04-27 10:15:00,11.575,11.575,11.575,11.575,3700.0,0.0,,,,0
2017-04-27 10:20:00,11.575,11.575,11.575,11.575,3300.0,0.0,,,,0
2017-04-27 10:25:00,11.575,11.575,11.575,11.575,500.0,0.0,,,,0
2017-04-27 10:30:00,11.575,11.575,11.575,11.575,5186.0,0.0,,,,0
2017-04-27 10:35:00,11.575,11.575,11.575,11.575,2302.0,0.0,,,,0
2017-04-27 10:40:00,11.575,11.575,11.575,11.575,2000.0,0.0,11.575,,,0
2017-04-27 10:45:00,11.575,11.575,11.575,11.575,1509.0,0.0,11.575,0.0,,0
2017-04-27 10:50:00,11.575,11.575,11.575,11.575,3400.0,0.0,11.575,0.0,,0
2017-04-27 10:55:00,11.575,11.575,11.575,11.575,1700.0,0.0,11.575,0.0,,0
2017-04-27 11:05:00,11.575,11.575,11.575,11.575,2700.0,0.0,11.575,0.0,,0
2017-04-27 11:10:00,11.575,11.575,11.575,11.575,3958.0,0.0,11.575,0.0,,0
2017-04-27 11:20:00,11.575,11.575,11.575,11.575,1700.0,0.0,11.575,0.0,,0
2017-04-27 11:25:00,11.575,11.575,11.575,11.575,2507.0,0.0,11.575,0.0,,0
2017-04-27 11:30:00,11.575,11.575,11.575,11.575,2000.0,0.0,11.575,0.0,,0
2017-04-27 15:25:00,11.575,11.575,11.575,11.575,3000.0,0.0,11.575,0.0,,0
2017-04-27 15:50:00,11.575,11.575,11.575,11.575,10636.0,0.0,11.575,0.0,,0
