Date,Open,High,Low,Close,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-03-16 11:15:00,0.6399,0.64,0.6399,0.64,1600.0,0.000156274417878,0,0,0.692970435831,-1,0.652982139897,-0.00494574535412,0.670682704836,0.0,0,0,0,1023.94666667,33860.9797333,51145.0,0.662058456024,-1,0,1,1,0.64,3,1.92,20170427 11:33:51
2017-03-16 11:20:00,0.6399,0.6399,0.6399,0.6399,200.0,-0.00015625,0,0,0.681813983532,-1,0.650365711918,-0.00400689057101,0.667751018661,0.0,0,0,0,127.98,33988.9597333,51345.0,0.661972143993,-1,0,1,1,0.6399,3,1.9197,20170427 11:33:51
2017-03-16 11:25:00,0.64,0.64,0.64,0.64,150.0,0.000156274417878,0,0,0.671996305508,-1,0.648292569534,-0.00318765633785,0.665108064503,0.0,0,0,0,96.0,34084.9597333,51495.0,0.661908141243,-1,0,1,1,0.64,3,1.92,20170427 11:33:51
2017-03-16 12:45:00,0.64,0.64,0.64,0.64,800.0,0.0,0,0,0.663356748847,-1,0.646634055627,-0.0025582799877,0.662716820264,0.0,0,0,0,512.0,34596.9597333,52295.0,0.661572994231,-1,0,1,1,0.64,3,1.92,20170427 11:33:51
2017-03-16 12:50:00,0.622,0.64,0.622,0.64,1100.0,0.0,0,0,0.655753938985,-1,0.645307244502,-0.00205187325645,0.660553313573,0.0,0,0,0,697.4,35294.3597333,53395.0,0.661004958017,-1,0,1,1,0.64,3,1.92,20170427 11:33:51
2017-03-17 09:35:00,0.63,0.63,0.63,0.63,200.0,-0.015625,0,0,0.649063466307,-1,0.642245795601,-0.00474417252626,0.657643474185,0.0,0,0,0,126.0,35420.3597333,53595.0,0.660889257082,-1,0,1,1,0.63,3,1.89,20170427 11:33:51
2017-03-17 13:20:00,0.64,0.64,0.64,0.64,100.0,0.015873015873,1,1,0.64317585035,-1,0.641796636481,-0.000699357042683,0.65596314331,0.0,1,0,0,64.0,35484.3597333,53695.0,0.66085035354,-1,0,1,1,0.64,3,1.92,20170427 11:33:51
2017-03-17 14:40:00,0.6488,0.6488,0.6488,0.6488,100.0,0.01375,1,1,0.6,1,0.643197309185,0.00218242450046,0.655280939185,0.0,1,1,0,64.88,35549.2397333,53795.0,0.660827953032,-1,0,1,1,0.6488,3,1.9464,20170427 11:33:51
2017-03-17 15:50:00,0.65,0.65,0.65,0.65,100.0,0.00184956843403,1,1,0.601952,1,0.644557847348,0.00211527340613,0.654777992596,0.0,0,1,0,65.0,35614.2397333,53895.0,0.660807862201,-1,0,1,1,0.65,3,1.95,20170427 11:33:51
2017-03-17 16:05:00,0.63,0.63,0.63,0.63,628.0,-0.0307692307692,0,0,0.60579584,1,0.641646277878,-0.00451715774087,0.652418183777,0.0,0,0,0,395.64,36009.8797333,54523.0,0.660453014936,-1,0,1,1,0.63,3,1.89,20170427 11:33:51
2017-03-20 09:35:00,0.63,0.63,0.63,0.63,628.0,0.0,0,0,0.6093321728,1,0.639317022303,-0.00363012403558,0.650283118656,0.0,0,0,0,395.64,36405.5197333,55151.0,0.660106248905,-1,0,1,1,0.63,3,1.89,20170427 11:33:51
2017-03-21 09:35:00,0.63,0.63,0.63,0.63,162.0,0.0,0,0,0.612585598976,1,0.637453617842,-0.00291467987795,0.64835139307,0.0,0,0,0,102.06,36507.5797333,55313.0,0.660018074112,-1,0,1,1,0.63,3,1.89,20170427 11:33:51
2017-03-21 15:05:00,0.63,0.63,0.63,0.63,250.0,0.0,0,0,0.615578751058,1,0.635962894274,-0.0023385600563,0.646603641349,0.0,0,0,0,157.5,36665.0797333,55563.0,0.659883010877,-1,0,1,1,0.63,3,1.89,20170427 11:33:51
2017-03-21 15:30:00,0.6301,0.6301,0.6301,0.6301,1000.0,0.00015873015873,0,0,0.618332450973,1,0.634790315419,-0.00184378501529,0.645031865982,0.0,0,0,0,630.1,37295.1797333,56563.0,0.659356465063,-1,0,1,1,0.6301,3,1.8903,20170427 11:33:51
2017-03-22 12:50:00,0.6616,0.68,0.6616,0.68,600.0,0.0791937787653,0,1,0.620865854895,1,0.643832252335,0.0142439742645,0.64836216446,0.0,1,1,0,404.32,37699.4997333,57163.0,0.659508768492,-1,0,1,1,0.68,3,2.04,20170427 11:33:51
2017-03-22 14:05:00,0.68,0.68,0.68,0.68,850.0,0.0,0,0,0.627961952308,1,0.651065801868,0.0112351462772,0.651375291654,0.0,0,1,0,578.0,38277.4997333,58013.0,0.659809003729,-1,0,1,1,0.68,3,2.04,20170427 11:33:51
2017-03-22 15:25:00,0.6617,0.6617,0.6617,0.6617,303.0,-0.0269117647059,0,0,0.634206518031,1,0.653192641495,0.00326670456391,0.652358597211,1.0,0,1,1,200.4951,38477.9948333,58316.0,0.659818829023,-1,0,1,1,0.6617,3,1.9851,20170427 11:33:51
2017-03-23 09:50:00,0.6322,0.6322,0.6322,0.6322,650.0,-0.0445821369201,0,0,0.68,-1,0.648994113196,-0.00642770299631,0.65043873081,-1.0,0,0,0,410.93,38888.9248333,58966.0,0.659514378342,-1,0,1,1,0.6322,3,1.8966,20170427 11:33:51
2017-03-23 10:05:00,0.6899,0.69,0.6899,0.69,1000.0,0.0914267636824,0,1,0.6322,1,0.657195290556,0.0126367515423,0.654206470733,1.0,1,1,1,689.966666667,39578.8915,59966.0,0.660022204249,-1,1,1,1,0.69,3,2.07,20170427 11:33:51
2017-03-23 12:35:00,0.6799,0.6799,0.6799,0.6799,139.0,-0.0146376811594,0,0,0.6322,1,0.661736232445,0.00690957764603,0.65665347352,0.0,0,1,1,94.5061,39673.3976,60105.0,0.660068174029,1,0,1,1,0.6799,3,2.0397,20170427 11:33:51
2017-03-23 14:40:00,0.68,0.68,0.6799,0.6799,3065.0,0.0,0,0,0.634512,1,0.665368985956,0.00548973039838,0.658867428423,0.0,0,1,1,2083.99566667,41757.3932667,63170.0,0.661032028917,1,0,1,1,0.6799,3,2.0397,20170427 11:33:51
2017-03-24 09:35:00,0.658,0.658,0.658,0.658,440.0,-0.0322106192087,0,0,0.63673152,1,0.663895188765,-0.0022150073453,0.658784816192,0.0,0,0,1,289.52,42046.9132667,63610.0,0.661011055914,1,0,1,1,0.658,3,1.974,20170427 11:33:51
2017-03-24 15:05:00,0.6572,0.6572,0.6572,0.6572,2000.0,-0.00121580547112,0,0,0.6388622592,1,0.662556151012,-0.00201694149264,0.658633881317,0.0,0,0,1,1314.4,43361.3132667,65610.0,0.660894882894,1,0,1,1,0.6572,3,1.9716,20170427 11:33:51
2017-03-27 09:55:00,0.6587,0.6587,0.6587,0.6587,1947.0,0.0022824102252,1,1,0.640907768832,1,0.66178492081,-0.00116402240204,0.658640178334,0.0,0,0,1,1282.4889,44643.8021667,67557.0,0.660831626133,1,0,1,1,0.6587,3,1.9761,20170427 11:33:51
2017-03-27 12:35:00,0.69,0.7,0.69,0.7,2500.0,0.0626992561105,0,1,0.642871458079,1,0.669427936648,0.0115490933652,0.662579208969,0.0,1,1,1,1741.66666667,46385.4688333,70057.0,0.662110407716,1,0,1,1,0.7,3,2.1,20170427 11:33:51
2017-03-27 12:40:00,0.657,0.657,0.65,0.65,3245.0,-0.0714285714286,0,0,0.647441741432,1,0.665542349318,-0.00580433996972,0.661381189067,0.0,0,0,1,2116.82166667,48502.2905,73302.0,0.661677587242,1,0,1,1,0.65,3,1.95,20170427 11:33:51
2017-03-27 15:05:00,0.6875,0.7,0.6875,0.7,3300.0,0.0769230769231,0,1,0.65,1,0.672433879454,0.0103547582561,0.665059171061,0.0,1,1,1,2296.25,50798.5405,76602.0,0.66314901047,1,0,1,1,0.7,3,2.1,20170427 11:33:51
2017-03-28 09:45:00,0.7,0.7,0.7,0.7,100.0,0.0,0,0,0.65,1,0.677947103564,0.0081989088854,0.668386869055,0.0,0,1,1,70.0,50868.5405,76702.0,0.663197054836,1,0,1,1,0.7,3,2.1,20170427 11:33:51
2017-03-28 10:05:00,0.6503,0.6503,0.65,0.65,800.0,-0.0714285714286,0,0,0.7,-1,0.672357682851,-0.00824462658419,0.666635738669,0.0,0,0,1,520.08,51388.6205,77502.0,0.66306186292,1,0,1,1,0.65,3,1.95,20170427 11:33:51
2017-03-28 14:35:00,0.6988,0.6988,0.6964,0.6964,3000.0,0.0713846153846,0,1,0.7,-1,0.677166146281,0.00715164495397,0.669470430224,0.0,1,1,1,2091.6,53480.2205,80502.0,0.664334060023,1,0,1,1,0.6964,3,2.0892,20170427 11:33:51
2017-03-28 14:40:00,0.68,0.68,0.65,0.65,7214.0,-0.0666283744974,0,0,0.6988,-1,0.671732917025,-0.00802348033194,0.667616103536,0.0,0,0,1,4761.24,58241.4605,87716.0,0.663977615258,1,0,1,1,0.65,3,1.95,20170427 11:33:51
2017-03-29 15:20:00,0.6501,0.6501,0.65,0.65,4205.0,0.0,0,0,0.6988,-1,0.66738633362,-0.00647070181429,0.66593837939,0.0,0,0,1,2733.39016667,60974.8506667,91921.0,0.663339722878,1,0,1,1,0.65,3,1.95,20170427 11:33:51
2017-03-30 09:35:00,0.66,0.66,0.66,0.66,100.0,0.0153846153846,1,1,0.696848,-1,0.665909066896,-0.00221351060025,0.665372819448,0.0,1,0,1,66.0,61040.8506667,92021.0,0.663336093573,1,0,1,1,0.66,3,1.98,20170427 11:33:51
2017-03-30 09:40:00,0.66,0.7,0.6501,0.6501,989.0,-0.015,0,0,0.65,1,0.662747253517,-0.00474811582591,0.663918265215,-1.0,0,0,0,659.399266667,61700.2499333,93010.0,0.663372217324,-1,0,1,1,0.6501,3,1.9503,20170427 11:33:51
2017-03-30 10:05:00,0.6826,0.6826,0.6826,0.6826,250.0,0.0499923088756,1,1,0.6501,1,0.666717802813,0.00599104602187,0.665697478052,1.0,1,1,1,170.65,61870.8999333,93260.0,0.663423760812,1,1,1,1,0.6826,3,2.0478,20170427 11:33:51
2017-03-30 11:25:00,0.6581,0.6581,0.6581,0.6581,420.0,-0.0358921769704,0,0,0.6501,1,0.664994242251,-0.00258514255263,0.664973908713,0.0,0,0,1,276.402,62147.3019333,93680.0,0.663399892542,1,0,1,1,0.6581,3,1.9743,20170427 11:33:51
2017-03-30 11:40:00,0.659,0.659,0.659,0.659,1000.0,0.00136757331713,1,1,0.652096,1,0.6637953938,-0.00180279523333,0.664404965026,-1.0,0,0,0,659.0,62806.3019333,94680.0,0.663353421349,1,0,1,1,0.659,3,1.977,20170427 11:33:51
2017-03-30 12:30:00,0.63,0.63,0.63,0.63,500.0,-0.0440060698027,0,0,0.7,-1,0.65703631504,-0.0101824731284,0.66112830169,0.0,0,0,0,315.0,63121.3019333,95180.0,0.663178209007,-1,0,1,1,0.63,3,1.89,20170427 11:33:51
2017-03-30 12:35:00,0.59,0.6,0.59,0.59,1600.0,-0.0634920634921,0,0,0.6972,-1,0.643629052032,-0.0204056651073,0.65435417772,0.0,0,0,0,949.333333333,64070.6352667,96780.0,0.662023509678,-1,0,1,1,0.59,3,1.77,20170427 11:33:51
2017-03-30 12:40:00,0.58,0.5999,0.58,0.5999,1300.0,0.0167796610169,1,1,0.688624,-1,0.634883241626,-0.0135882778735,0.649168065556,0.0,1,0,0,771.246666667,64841.8819333,98080.0,0.661112173056,-1,0,1,1,0.5999,3,1.7997,20170427 11:33:51
2017-03-30 12:55:00,0.5889,0.59,0.5889,0.59,1100.0,-0.0165027504584,0,0,0.67558912,-1,0.625906593301,-0.0141390538238,0.643533011694,0.0,0,0,0,648.596666667,65490.4786,99180.0,0.660319405122,-1,0,1,1,0.59,3,1.77,20170427 11:33:51
2017-03-30 13:05:00,0.5836,0.5836,0.5836,0.5836,1800.0,-0.0108474576271,0,0,0.6641184256,-1,0.617445274641,-0.0135185006049,0.637825105818,0.0,0,0,0,1050.48,66540.9586,100980.0,0.658951857794,-1,0,1,1,0.5836,3,1.7508,20170427 11:33:51
2017-03-30 13:15:00,0.5999,0.6,0.5984,0.6,5500.0,0.028101439342,1,1,0.654024214528,-1,0.613956219712,-0.00565079217772,0.634222714788,0.0,1,0,0,3297.06666667,69838.0252667,106480.0,0.655879275607,-1,0,1,1,0.6,3,1.8,20170427 11:33:51
2017-03-30 13:25:00,0.66,0.66,0.66,0.66,1100.0,0.1,0,1,0.58,1,0.62316497577,0.0149990435178,0.636677694332,0.0,1,1,0,726.0,70564.0252667,107580.0,0.655921409804,-1,0,1,1,0.66,3,1.98,20170427 11:33:51
2017-03-30 16:00:00,0.65,0.65,0.65,0.65,100.0,-0.0151515151515,0,0,0.5832,1,0.628531980616,0.00861249437098,0.637946485348,0.0,0,1,0,65.0,70629.0252667,107680.0,0.655915910723,-1,0,1,1,0.65,3,1.95,20170427 11:33:51
2017-03-31 09:45:00,0.75,0.75,0.6826,0.6826,700.0,0.0501538461538,0,1,0.586272,1,0.639345584493,0.0172045404376,0.642199201029,0.0,1,1,0,493.546666667,71122.5719333,108380.0,0.656233363474,-1,0,1,1,0.6826,3,2.0478,20170427 11:33:51
2017-03-31 09:55:00,0.683,0.683,0.683,0.683,300.0,0.000585994726048,0,0,0.59937024,1,0.648076467594,0.0136559684046,0.646084991407,1.0,0,1,1,204.9,71327.4719333,108680.0,0.656307250031,-1,0,1,1,0.683,3,2.049,20170427 11:33:51
2017-03-31 10:00:00,0.72,0.72,0.72,0.72,1200.0,0.0541727672035,0,1,0.6114206208,1,0.662461174075,0.0221960018616,0.653124516035,0.0,1,1,1,864.0,72191.4719333,109880.0,0.657002838855,1,0,1,1,0.72,3,2.16,20170427 11:33:51
2017-03-31 10:15:00,0.6825,0.6825,0.6825,0.6825,120.0,-0.0520833333333,0,0,0.622506971136,1,0.66646893926,0.00604981143313,0.655922181175,0.0,0,1,1,81.9,72273.3719333,110000.0,0.657030653939,1,0,1,1,0.6825,3,2.0475,20170427 11:33:51
2017-03-31 10:30:00,0.6914,0.6914,0.6914,0.6914,966.0,0.0130402930403,1,1,0.632706413445,1,0.671455151408,0.00748153717932,0.659301021063,0.0,1,1,1,667.8924,72941.2643333,110966.0,0.657329851786,1,0,1,1,0.6914,3,2.0742,20170427 11:33:51
2017-03-31 11:10:00,0.6808,0.6808,0.6808,0.6808,420.0,-0.0153312120336,0,0,0.64208990037,1,0.673324121127,0.00278346173148,0.661348542866,0.0,0,1,1,285.936,73227.2003333,111386.0,0.657418350002,1,0,1,1,0.6808,3,2.0424,20170427 11:33:51
2017-03-31 13:05:00,0.6801,0.6801,0.68,0.68,12000.0,-0.00117508813161,0,0,0.65072270834,1,0.674659296901,0.00198296144871,0.663124872117,0.0,0,1,1,8160.4,81387.6003333,123386.0,0.659617787539,1,0,1,1,0.68,3,2.04,20170427 11:33:51
2017-03-31 14:10:00,0.6801,0.6801,0.6801,0.6801,1000.0,0.00014705882353,0,0,0.658664891673,1,0.675747437521,0.00161287426816,0.664741550963,0.0,0,1,1,680.1,82067.7003333,124386.0,0.659782454081,1,0,1,1,0.6801,3,2.0403,20170427 11:33:51
2017-03-31 14:25:00,0.6801,0.6801,0.68,0.68,5000.0,-0.000147037200412,0,0,0.665971700339,1,0.676597950017,0.00125862481834,0.666194736586,0.0,0,1,1,3400.16666667,85467.867,129386.0,0.66056503022,1,0,1,1,0.68,3,2.04,20170427 11:33:51
2017-04-03 10:30:00,0.6501,0.6501,0.6501,0.6501,166.0,-0.0439705882353,0,0,0.75,-1,0.671298360013,-0.00783270183309,0.66466190453,0.0,0,0,1,107.9166,85575.7836,129552.0,0.660551620971,1,0,1,1,0.6501,3,1.9503,20170427 11:33:51
2017-04-03 14:15:00,0.67,0.67,0.67,0.67,100.0,0.0306106752807,1,1,0.746004,-1,0.671038688011,-0.000386820552764,0.665170294575,0.0,1,0,1,67.0,85642.7836,129652.0,0.660558908463,1,0,1,1,0.67,3,2.01,20170427 11:33:51
2017-04-03 15:40:00,0.67,0.67,0.65,0.65,5541.0,-0.0298507462687,0,0,0.74216784,-1,0.666830950409,-0.006270484366,0.663725504615,0.0,0,0,1,3638.59,89281.3736,135193.0,0.660399381625,1,0,1,1,0.65,3,1.95,20170427 11:33:51
2017-04-03 16:05:00,0.65,0.65,0.65,0.65,121.0,0.0,0,0,0.7347944128,-1,0.663464760327,-0.00504804115595,0.662418313699,0.0,0,0,1,78.65,89360.0236,135314.0,0.660390082327,1,0,1,1,0.65,3,1.95,20170427 11:33:51
2017-04-04 09:35:00,0.7,0.7,0.7,0.7,200.0,0.0769230769231,0,1,0.728010859776,-1,0.670771808262,0.0110134680417,0.665997521919,0.0,1,1,1,140.0,89500.0236,135514.0,0.66044854111,1,0,1,1,0.7,3,2.1,20170427 11:33:51
2017-04-04 10:00:00,0.69,0.69,0.69,0.69,2000.0,-0.0142857142857,0,0,0.721769990994,-1,0.674617446609,0.00573315440562,0.668283472212,0.0,0,1,1,1380.0,90880.0236,137514.0,0.660878336751,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 10:20:00,0.6896,0.6896,0.6896,0.6896,4000.0,-0.000579710144928,0,0,0.716028391714,-1,0.677613957287,0.00444179244581,0.670313617716,0.0,0,1,1,2758.4,93638.4236,141514.0,0.661690176237,1,0,1,1,0.6896,3,2.0688,20170427 11:33:51
2017-04-04 10:45:00,0.6875,0.69,0.6875,0.69,2200.0,0.000580046403712,0,0,0.710746120377,-1,0.68009116583,0.00365578146065,0.672188511267,0.0,0,1,1,1516.16666667,95154.5902667,143714.0,0.66211079134,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 10:50:00,0.6899,0.69,0.6899,0.69,7300.0,0.0,0,0,0.705886430747,-1,0.682072932664,0.00291397232252,0.673884843527,0.0,0,1,1,5036.75666667,100191.346933,151014.0,0.663457341262,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 11:55:00,0.69,0.69,0.69,0.69,1000.0,0.0,0,0,0.701415516287,-1,0.683658346131,0.00232440460733,0.675419620334,0.0,0,1,1,690.0,100881.346933,152014.0,0.663631947935,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 12:05:00,0.69,0.69,0.69,0.69,300.0,0.0,0,0,0.697302274984,-1,0.684926676905,0.00185521142388,0.676808227921,0.0,0,1,1,207.0,101088.346933,152314.0,0.663683882856,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 12:20:00,0.6801,0.6801,0.6801,0.6801,1000.0,-0.014347826087,0,0,0.693518092986,-1,0.683961341524,-0.00140939959492,0.677121730024,0.0,0,0,1,680.1,101768.446933,153314.0,0.66379095799,1,0,1,1,0.6801,3,2.0403,20170427 11:33:51
2017-04-04 12:25:00,0.69,0.69,0.69,0.69,104.0,0.0145566828408,1,1,0.690036645547,-1,0.685169073219,0.0017657894122,0.678348231926,0.0,1,1,1,71.76,101840.206933,153418.0,0.663808724748,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 13:15:00,0.69,0.69,0.69,0.69,300.0,0.0,0,0,0.65,1,0.686135258575,0.0014101415168,0.679457924124,0.0,0,1,1,207.0,102047.206933,153718.0,0.663859840314,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 14:25:00,0.69,0.69,0.69,0.69,300.0,0.0,0,0,0.6516,1,0.68690820686,0.00112652465425,0.68046193135,0.0,0,1,1,207.0,102254.206933,154018.0,0.663910756751,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 14:40:00,0.6801,0.6801,0.68,0.68,2700.0,-0.0144927536232,0,0,0.653136,1,0.685526565488,-0.00201139156331,0.680417937888,0.0,0,0,1,1836.09,104090.296933,156718.0,0.66418852291,1,0,1,1,0.68,3,2.04,20170427 11:33:51
2017-04-04 15:05:00,0.69,0.69,0.69,0.69,300.0,0.0147058823529,1,1,0.65461056,1,0.686421252391,0.00130510901751,0.681330515232,0.0,1,1,1,207.0,104297.296933,157018.0,0.664237838549,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 15:30:00,0.69,0.69,0.69,0.69,200.0,0.0,0,0,0.6560261376,1,0.687137001912,0.00104272634245,0.682156180448,0.0,0,1,1,138.0,104435.296933,157218.0,0.664270611084,1,0,1,1,0.69,3,2.07,20170427 11:33:51
2017-04-04 15:45:00,0.69,0.69,0.69,0.69,100.0,0.0,0,0,0.657385092096,1,0.68770960153,0.000833312157425,0.682903210882,0.0,0,0,1,69.0,104504.296933,157318.0,0.664286966103,1,0,1,1,0.69,3,2.07,20170427 11:33:51
