,Close,High,Low,Open,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-18 09:35:00,12.565,12.64,12.515,12.6,93615.0,-0.00277777777778,12.2569907438,0.00632203507436,11.89725,0.0,0,1,1,1177052.6,1177052.6,93615.0,12.5733333333,-1,0,0,1,0.0,0,0.0,20170418 09:40:53
2017-04-18 09:40:00,12.645,12.695,12.535,12.565,142549.0,0.00636689216076,12.334592595,0.00633123193683,11.9684642857,0.0,1,1,1,1799681.125,2976733.725,236164.0,12.6045194229,-1,0,0,1,0.0,0,0.0,20170418 09:40:53
2017-04-18 09:45:00,12.705,12.705,12.625,12.645,103170.0,0.00474495848161,12.408674076,0.00600599334161,12.0386105442,0.0,1,1,1,1308023.65,4284757.375,339334.0,12.6269615629,-1,0,0,1,0.0,0,0.0,20170418 09:45:16
2017-04-18 09:50:00,12.695,12.725,12.685,12.705,39663.0,-0.000787091696183,12.4659392608,0.0046149318168,12.1011238257,0.0,0,1,1,503786.205,4788543.58,378997.0,12.6347796421,-1,0,0,1,0.0,0,0.0,20170418 09:50:11
2017-04-18 09:55:00,12.755,12.755,12.685,12.695,32414.0,0.00472627018511,12.5237514086,0.00463760865737,12.1633977471,0.0,1,1,1,412684.243333,5201227.82333,411411.0,12.6424131181,-1,0,0,1,0.0,0,0.0,20170418 09:55:05
2017-04-18 10:00:00,12.785,12.785,12.745,12.755,291067.0,0.00235201881615,12.5760011269,0.0041720500963,12.2225979616,0.0,0,1,1,3717410.70167,8918638.525,702478.0,12.6959684503,-1,0,0,1,0.0,0,0.0,20170418 10:00:10
2017-04-18 10:05:00,12.865,12.935,12.785,12.785,185351.0,0.00625733281189,12.6338009015,0.00459603764608,12.2837791082,0.0,1,1,1,2383922.77833,11302561.3033,887829.0,12.730561069,-1,0,0,1,0.0,0,0.0,20170418 10:05:09
2017-04-18 10:10:00,12.895,12.925,12.825,12.865,148104.0,0.00233190827827,12.6860407212,0.0041349250396,12.3419906217,0.0,0,1,1,1907826.36,13210387.6633,1035933.0,12.752164149,-1,0,0,1,0.0,0,0.0,20170418 10:10:10
2017-04-18 10:15:00,12.895,12.915,12.865,12.895,85095.0,0.0,12.727832577,0.00329431827257,12.3946581815,0.0,0,1,1,1097016.375,14307404.0383,1121028.0,12.7627535069,-1,0,0,1,0.0,0,0.0,20170418 10:15:10
2017-04-18 10:20:00,12.825,12.905,12.805,12.895,82247.0,-0.00542846064366,12.7472660616,0.00152684948408,12.4356431166,0.0,0,1,1,1056462.715,15363866.7533,1203275.0,12.7683752703,-1,0,0,1,0.0,0,0.0,20170418 10:20:10
2017-04-18 10:25:00,12.765,12.825,12.765,12.825,133418.0,-0.0046783625731,12.7508128493,0.000278239087954,12.4670104388,0.0,0,0,1,1705749.13,17069615.8833,1336693.0,12.7700346178,-1,0,0,1,0.0,0,0.0,20170418 10:25:09
2017-04-18 10:30:00,12.805,12.855,12.765,12.765,116616.0,0.00313356835096,12.7616502794,0.000849940335131,12.4991999208,0.0,1,0,1,1493656.6,18563272.4833,1453309.0,12.7731077722,-1,0,0,1,0.0,0,0.0,20170418 10:30:09
2017-04-18 10:35:00,12.815,12.835,12.805,12.805,39612.0,0.000780944943382,12.7723202235,0.000836094383048,12.5292761189,0.0,0,0,1,507759.82,19071032.3033,1492921.0,12.7743077519,-1,0,0,1,0.0,0,0.0,20170418 10:35:12
2017-04-18 10:40:00,12.815,12.815,12.775,12.815,31219.0,0.0,12.7808561788,0.000668316730574,12.5564879171,0.0,0,0,1,399655.231667,19470687.535,1524140.0,12.7748681453,1,0,0,1,0.0,0,0.0,20170418 10:40:08
2017-04-18 10:45:00,12.845,12.855,12.785,12.815,37379.0,0.00234100663285,12.7936849431,0.00100374842306,12.5839652583,0.0,0,1,1,479510.271667,19950197.8067,1561519.0,12.776147973,1,0,0,1,0.0,0,0.0,20170418 10:45:10
2017-04-18 10:50:00,12.835,12.845,12.815,12.845,26191.0,-0.000778513040093,12.8019479544,0.000645866411804,12.6078733289,0.0,0,0,1,336074.181667,20286271.9883,1587710.0,12.7770638141,1,0,0,1,0.0,0,0.0,20170418 10:50:12
2017-04-18 10:55:00,12.825,12.835,12.805,12.835,21123.0,-0.000779119594858,12.8065583636,0.000360133405224,12.6285520595,0.0,0,0,1,270832.065,20557104.0533,1608833.0,12.7776494225,1,0,0,1,0.0,0,0.0,20170418 10:55:10
2017-04-18 11:00:00,12.805,12.825,12.785,12.825,58947.0,-0.00155945419103,12.8062466908,-2.43369610226e-05,12.6453566253,0.0,0,0,1,754816.335,21311920.3883,1667780.0,12.7786161174,1,0,0,1,0.0,0,0.0,20170418 11:00:10
2017-04-18 11:05:00,12.795,12.815,12.795,12.805,56981.0,-0.000780944943381,12.8039973527,-0.000175643826305,12.6596083752,0.0,0,0,1,729451.768333,22041372.1567,1724761.0,12.7793776394,1,0,0,1,0.0,0,0.0,20170418 11:05:12
2017-04-18 11:10:00,12.805,12.805,12.785,12.795,69634.0,0.000781555295037,12.8041978821,1.56614734423e-05,12.6734551967,0.0,0,0,1,891199.143333,22932571.3,1794395.0,12.7801132415,1,0,0,1,0.0,0,0.0,20170418 11:10:04
2017-04-18 11:15:00,12.815,12.845,12.795,12.805,113983.0,0.000780944943382,12.8063583057,0.000168727755653,12.6869356541,0.0,0,0,1,1461072.08833,24393643.3883,1908378.0,12.7823960391,1,0,0,1,0.0,0,0.0,20170418 11:15:10
