,Close,High,Low,Open,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2013-12-06 09:35:00,9.51,9.51,9.51,9.51,400.0,0.0,0,0,9.527648,-1,9.50999509172,1.29029586793e-07,9.511,0.0,0,0,0,3804.0,3804.0,400.0,9.51,-1,0,0,1,0.0,0,0.0,20170413 17:12:53
2013-12-06 10:15:00,9.51,9.51,9.51,9.51,100.0,0.0,0,0,9.52654208,-1,9.50999607337,1.03223656067e-07,9.5109047619,0.0,0,0,0,951.0,4755.0,500.0,9.51,-1,0,0,1,0.0,0,0.0,20170413 17:12:53
2013-12-06 10:55:00,9.52,9.52,9.52,9.52,100.0,0.00105152471083,1,1,9.5254803968,-1,9.5119968587,0.000210387607916,9.51177097506,1.0,0,0,1,952.0,5707.0,600.0,9.51166666667,1,0,0,1,0.0,0,0.0,20170413 17:12:53
2013-12-06 11:20:00,9.52,9.58,9.52,9.56,2400.0,0.0,0,0,9.5,1,9.51359748696,0.000168274683425,9.51255469172,0.0,0,0,1,22896.0,28603.0,3000.0,9.53433333333,-1,0,0,1,0.0,0,0.0,20170413 17:12:53
2013-12-06 11:25:00,9.51,9.57,9.51,9.54,8200.0,-0.00105042016807,0,0,9.5032,1,9.51287798957,-7.56283196632e-05,9.51231138774,0.0,0,0,1,78146.0,106749.0,11200.0,9.53116071429,-1,0,0,1,0.0,0,0.0,20170413 17:12:53
2013-12-06 11:30:00,9.51,9.51,9.51,9.51,500.0,0.0,0,0,9.506272,1,9.51230239165,-6.0507231791e-05,9.51209125558,0.0,0,0,1,4755.0,111504.0,11700.0,9.53025641026,-1,0,0,1,0.0,0,0.0,20170413 17:12:53
2013-12-06 11:35:00,9.51,9.51,9.51,9.51,200.0,0.0,0,0,9.50922112,1,9.51184191332,-4.840871451e-05,9.51189208838,-1.0,0,0,0,1902.0,113406.0,11900.0,9.52991596639,-1,0,0,1,0.0,0,0.0,20170413 17:12:53
2013-12-06 11:40:00,9.51,9.51,9.51,9.51,100.0,0.0,0,0,9.58,-1,9.51147353066,-3.87288464216e-05,9.51171188949,0.0,0,0,0,951.0,114357.0,12000.0,9.52975,-1,0,0,1,0.0,0,0.0,20170413 17:12:53
2013-12-06 11:55:00,9.51,9.51,9.51,9.51,100.0,0.0,0,0,9.5772,-1,9.51117882453,-3.09842771227e-05,9.51154885239,0.0,0,0,0,951.0,115308.0,12100.0,9.52958677686,-1,0,0,1,0.0,0,0.0,20170413 17:12:53
2013-12-06 12:00:00,9.51,9.51,9.51,9.51,400.0,0.0,0,0,9.574512,-1,9.51094305962,-2.47881897423e-05,9.51140134264,0.0,0,0,0,3804.0,119112.0,12500.0,9.52896,-1,0,0,1,0.0,0,0.0,20170413 17:12:53
