Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-04-27 09:50:00,8.175,8.245,8.175,8.22,2770.0,,,,,0
2017-04-27 09:55:00,8.22,8.235,8.13,8.13,6215.0,-0.0109489051095,,,,0
2017-04-27 10:00:00,8.13,8.13,8.065,8.07,13867.0,-0.00738007380074,,,,0
2017-04-27 10:10:00,8.155,8.295,8.155,8.295,15100.0,0.0278810408922,,,,0
2017-04-27 10:15:00,8.295,8.295,8.23,8.23,4732.0,-0.00783604581073,,,,0
2017-04-27 10:20:00,8.23,8.255,8.22,8.25,1506.0,0.00243013365735,,,,0
2017-04-27 10:25:00,8.25,8.3,8.25,8.295,9213.0,0.00545454545455,,,,0
2017-04-27 10:30:00,8.295,8.295,8.275,8.295,10349.0,0.0,,,,0
2017-04-27 10:35:00,8.295,8.295,8.285,8.295,3340.0,0.0,8.23111111111,,,0
2017-04-27 10:40:00,8.295,8.295,8.26,8.295,16679.0,0.0,8.24388888889,0.00155237580994,,0
2017-04-27 10:45:00,8.295,8.295,8.295,8.295,1599.0,0.0,8.25411111111,0.00123997573961,,0
2017-04-27 10:50:00,8.295,8.385,8.295,8.37,19154.0,0.00904159132007,8.27728888889,0.00280802832259,,0
2017-04-27 10:55:00,8.37,8.37,8.305,8.315,5087.0,-0.00657108721625,8.28483111111,0.000911194755126,,0
2017-04-27 11:05:00,8.315,8.35,8.315,8.35,4065.0,0.00420926037282,8.29786488889,0.00157320983409,,0
2017-04-27 11:10:00,8.35,8.47,8.35,8.465,51627.0,0.0137724550898,8.33129191111,0.00402838834686,,0
2017-04-27 11:20:00,8.47,8.495,8.455,8.49,38355.0,0.00295333727112,8.36303352889,0.0038099274538,,0
2017-04-27 11:25:00,8.49,8.585,8.48,8.585,24869.0,0.0111896348645,8.40742682311,0.00530827648471,,0
2017-04-27 11:30:00,8.585,8.685,8.585,8.64,53832.0,0.00640652300524,8.45394145849,0.00553256499954,,0
2017-04-27 15:50:00,8.765,8.765,8.695,8.72,24977.0,0.00925925925926,8.50715316679,0.00629430763905,,0
