Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-13 09:35:00,20.75,20.81,20.61,20.7,10697.0,10697.0,-0.00528592023066,20.7890188894,-0.00106935898136,20.843265,0.0,0,0,0,221499.213333,221499.213333,20.7066666667,1,0,0,1,0
2017-03-13 09:40:00,20.73,21.04,20.71,20.91,10500.0,21197.0,0.0101449275362,20.8132151115,0.00116389437369,20.8496207143,0.0,1,1,0,219310.0,440809.213333,20.7958302275,1,0,0,1,0
2017-03-13 09:45:00,20.88,20.9105,20.85,20.91,6937.0,28134.0,0.0,20.8325720892,0.000930033038729,20.8553711224,0.0,0,0,0,144915.086167,585724.2995,20.8190907621,1,0,0,1,0
2017-03-13 09:50:00,20.89,20.94,20.87,20.94,8781.0,36915.0,0.00143472022956,20.8540576714,0.0010313456286,20.8634310155,0.0,0,1,0,183669.25,769393.5495,20.842301219,1,0,0,1,0
2017-03-13 09:55:00,20.91,21.1195,20.88,21.11,18102.0,55017.0,0.00811843361987,20.9052461371,0.00245460459216,20.886913776,1.0,1,1,1,380802.723,1150196.2725,20.9061975844,-1,1,1,1,236
2017-03-13 10:00:00,21.12,21.16,20.91,21.01,16050.0,71067.0,-0.00473709142586,20.9261969097,0.00100217775208,20.8986362735,0.0,0,1,1,337478.0,1487674.2725,20.9334047096,-1,0,1,1,237
2017-03-13 10:05:00,20.95,21.24,20.95,21.21,14511.0,85578.0,0.00951927653498,20.9829575277,0.00271241918965,20.9282899617,0.0,1,1,1,306665.8,1794340.0725,20.9673055283,1,0,1,1,235
2017-03-13 10:10:00,21.19,21.19,21.1,21.11,3744.0,89322.0,-0.00471475719,21.0083660222,0.00121091101756,20.9455956797,0.0,0,1,1,79123.2,1873463.2725,20.9742647108,1,0,1,1,236
2017-03-13 10:15:00,21.12,21.23,21.11,21.17,2879.0,92201.0,0.00284225485552,21.0406928178,0.00153875820361,20.9669675197,0.0,0,1,1,60948.43,1934411.7025,20.9803765957,1,0,1,1,236
2017-03-13 10:20:00,21.19,21.32,21.18,21.18,10075.0,102276.0,0.000472366556448,21.0685542542,0.00132416915594,20.9872563273,0.0,0,1,1,213858.666667,2148270.36917,21.0046381279,1,0,1,1,236
2017-03-13 10:25:00,21.21,21.21,21.06,21.1,4434.0,106710.0,-0.00377714825307,21.0748434034,0.000298508814759,20.99799382,0.0,0,0,1,93660.86,2241931.22917,21.0095701356,1,0,1,1,236
2017-03-13 10:30:00,21.14,21.17,21.09,21.1571,3814.0,110524.0,0.00270616113744,21.0912947227,0.000780614072068,21.0131467895,0.0,0,0,1,80624.2731333,2322555.5023,21.0140376959,1,0,1,1,236
2017-03-13 10:35:00,21.16,21.3,21.16,21.22,4302.0,114826.0,0.00297299724442,21.1170357782,0.00122045876274,21.0328470953,0.0,0,1,1,91317.12,2413872.6223,21.0220039216,1,0,1,1,235
2017-03-13 10:40:00,21.18,21.33,21.13,21.33,4000.0,118826.0,0.00518378887842,21.1596286225,0.00201698973364,21.0611473719,0.0,1,1,1,85053.3333333,2498925.95563,21.0301277131,1,0,1,1,234
2017-03-13 10:45:00,21.3,21.3,21.105,21.12,4232.0,123058.0,-0.0098452883263,21.151702898,-0.000374568223565,21.0667523841,0.0,0,0,1,89612.6,2588538.55563,21.0351099127,1,0,1,1,236
2017-03-13 10:50:00,21.14,21.1723,21.09,21.105,5584.0,128642.0,-0.000710227272727,21.1423623184,-0.000441599413937,21.0703950142,0.0,0,0,1,117947.667733,2706486.22337,21.0389003853,1,0,1,1,236
2017-03-13 10:55:00,21.11,21.19,21.09,21.1,10046.0,138688.0,-0.000236910684672,21.1338898547,-0.00040073401237,21.0732145367,0.0,0,0,1,212238.493333,2918724.7167,21.0452578212,1,0,1,1,236
2017-03-13 11:00:00,21.1318,21.23,21.1318,21.21,2700.0,141388.0,0.00521327014218,21.1491118838,0.000720266319091,21.0862417236,0.0,1,0,1,57214.62,2975939.3367,21.0480333317,1,0,1,1,235
2017-03-13 11:05:00,21.21,21.22,21.15,21.15,2727.0,144115.0,-0.002828854314,21.149289507,8.39861474855e-06,21.0923139404,0.0,0,0,1,57739.68,3033679.0167,21.050404307,1,0,1,1,236
2017-03-13 11:10:00,21.17,21.18,21.11,21.11,2450.0,146565.0,-0.00189125295508,21.1414316056,-0.000371544462664,21.0939983271,0.0,0,0,1,51776.6666667,3085455.68337,21.0517905596,1,0,1,1,236
2017-03-13 11:15:00,21.11,21.12,21.03,21.11,16561.0,163126.0,0.0,21.1351452845,-0.000297346047408,21.0955222959,0.0,0,0,1,349216.286667,3434671.97003,21.0553312779,1,0,1,1,236
2017-03-13 11:20:00,21.11,21.11,21.09,21.09,2681.0,165807.0,-0.000947418285173,21.1261162276,-0.000427205811839,21.094996363,0.0,0,0,1,56560.1633333,3491232.13337,21.0559996464,1,0,1,1,237
2017-03-13 11:25:00,21.13,21.18,21.11,21.18,9282.0,175089.0,0.00426742532006,21.1368929821,0.00051011526985,21.1030919474,0.0,1,0,1,196376.18,3687608.31337,21.0613363111,1,0,1,1,236
2017-03-13 11:30:00,21.16,21.17,20.95,21.01,9039.0,184128.0,-0.00802644003777,21.1115143857,-0.00120067771726,21.0942260477,0.0,0,0,1,190210.69,3877819.00337,21.0604525296,1,0,1,1,237
