Date,Close,High,Low,Open,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-21 09:35:00,21.3,21.39,21.22,21.39,44136.0,-0.00234192037471,22.7064,-0.0152485037731,23.60375,0.0,0,0,0,940243.92,940243.92,44136.0,21.3033333333,1,0,0,1,0.0,0,0.0,20170421 09:45:59
2017-04-21 09:40:00,21.36,21.39,21.245,21.26,9768.0,0.00281690140845,22.43712,-0.0118592114998,23.3900595238,0.0,0,0,0,208367.72,1148611.64,53904.0,21.3084676462,1,0,0,1,0.0,0,0.0,20170421 09:45:59
2017-04-21 09:45:00,21.45,21.475,21.41,21.43,4371.0,0.00421348314607,22.239696,-0.00879899024474,23.2052919501,0.0,1,0,0,93736.095,1242347.735,58275.0,21.3187084513,1,0,0,1,0.0,0,0.0,20170421 09:45:59
2017-04-21 09:50:00,21.32,21.44,21.32,21.44,3800.0,-0.00652376514445,22.0611968,-0.00832936566729,23.0289408541,0.0,0,0,0,81168.0,1326661.73667,62221.0,21.3217681597,1,0,0,1,0.0,0,0.0,20170421 09:55:01
2017-04-21 09:55:00,21.3,21.332,21.295,21.332,4551.0,-0.00093808630394,21.90895744,-0.00690077521089,22.8642798204,0.0,0,0,0,96977.259,1376764.49567,64577.0,21.3197345133,1,0,0,1,0.0,0,0.0,20170421 10:00:10
2017-04-21 10:00:00,21.34,21.35,21.25,21.2846,8022.0,0.00258397932817,21.792765952,-0.0051671554786,22.7178177967,0.0,0,0,0,170975.56,1525006.83833,71535.0,21.3183314228,1,0,0,1,0.0,0,0.0,20170421 10:05:08
2017-04-21 10:05:00,21.38,21.4,21.32,21.33,8142.0,0.00304949566033,21.7062127616,-0.00374307262983,22.5882523829,0.0,1,0,0,173967.4,1655631.54,77642.0,21.3239166946,1,0,0,1,0.0,0,0.0,20170421 10:10:12
2017-04-21 10:10:00,21.38,21.4,21.36,21.39,8406.0,-0.000701098387474,21.6433702093,-0.00303293136619,22.4744732444,0.0,0,0,0,179720.28,1715318.09333,80430.0,21.3268443781,1,0,0,1,0.0,0,0.0,20170421 10:15:03
2017-04-21 10:15:00,21.38,21.43,21.37,21.385,16538.0,-0.000233808744447,21.5914961674,-0.0024428542547,22.3706685363,0.0,0,0,0,353802.946667,1953455.24,91558.0,21.3357133183,1,0,0,1,0.0,0,0.0,20170421 10:20:08
2017-04-21 10:25:00,21.505,21.515,21.455,21.455,8643.0,0.00303171641791,21.5499575472,-0.000521278425417,22.2080302531,0.0,1,0,0,185752.475,2346660.415,109886.0,21.3554084688,1,0,0,1,0.0,0,0.0,20170421 10:25:07
2017-04-21 10:30:00,21.46,21.505,21.44,21.505,6565.0,-0.00209253661939,21.5319660377,-0.000834874472068,22.1367892766,0.0,0,0,0,140939.608333,2487600.02333,116451.0,21.3617746806,1,0,0,1,0.0,0,0.0,20170421 10:30:01
2017-04-21 10:35:00,21.48,21.51,21.43,21.46,9311.0,0.000931966449208,21.5215728302,-0.000482687346154,22.0742379169,0.0,0,0,0,199938.206667,2687538.23,125762.0,21.3700341121,1,0,0,1,0.0,0,0.0,20170421 10:35:05
2017-04-21 10:40:00,21.495,21.525,21.445,21.48,10781.0,0.000698324022347,21.5162582641,-0.000246941340083,22.019072401,0.0,0,0,0,231665.721667,2919203.95167,136543.0,21.3793746414,1,0,0,1,0.0,0,0.0,20170421 10:40:10
2017-04-21 10:45:00,21.49,21.52,21.42,21.495,11267.0,-0.000232612235403,21.5110066113,-0.000244078350605,21.9686845533,0.0,0,0,0,241977.603333,3161181.555,147810.0,21.3867908464,1,0,0,1,0.0,0,0.0,20170421 10:45:02
2017-04-21 10:50:00,21.515,21.56,21.48,21.49,19808.0,0.00116333178222,21.5118052891,3.71287941932e-05,21.9254765006,0.0,0,0,0,426235.146667,3587416.70167,167618.0,21.402335678,1,0,0,1,0.0,0,0.0,20170421 10:50:09
2017-04-21 10:55:00,21.515,21.525,21.485,21.515,13737.0,0.0,21.5124442312,2.97019325577e-05,21.8863835006,0.0,0,0,0,295459.975,3882876.67667,181355.0,21.4103646256,1,0,0,1,0.0,0,0.0,20170421 10:55:12
2017-04-21 11:00:00,21.565,21.565,21.445,21.515,51707.0,0.00232396002789,21.522955385,0.000488608065124,21.8557755481,0.0,0,0,0,1112993.175,4995869.85167,233062.0,21.4357975632,1,0,0,1,0.0,0,0.0,20170421 11:00:06
2017-04-21 11:05:00,21.495,21.585,21.495,21.565,47777.0,-0.00324600046371,21.517364308,-0.000259772735596,21.8214159721,0.0,0,0,0,1028399.925,6024269.77667,280839.0,21.4509728943,1,0,0,1,0.0,0,0.0,20170421 11:05:09
2017-04-21 11:10:00,21.525,21.545,21.495,21.495,10079.0,0.00139567341242,21.5188914464,7.09723727945e-05,21.7931858795,0.0,0,0,0,216916.878333,6241186.655,290918.0,21.4534221155,1,0,0,1,0.0,0,0.0,20170421 11:10:05
2017-04-21 11:15:00,21.43,21.525,21.425,21.525,22681.0,-0.00441347270616,21.5011131571,-0.000826171242292,21.7585967482,0.0,0,0,0,486734.26,6727920.915,313599.0,21.45389786,1,0,0,1,0.0,0,0.0,20170421 11:15:06
2017-04-21 11:20:00,21.475,21.5,21.395,21.43,37850.0,0.00209986000933,21.4958905257,-0.000242900513339,21.731587534,0.0,0,0,0,812134.833333,7540055.74833,351449.0,21.4541960522,1,0,0,1,0.0,0,0.0,20170421 11:20:05
