Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,EMA9,EMA9PC,EMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-10 09:35:00,5.41,5.44,5.3944,5.44,19283.0,19283.0,0.0206378986867,5.35709942024,0.00388375025268,5.3388,1,1,1,104606.4184,104606.4184,5.4248,-1,1,0,1,0
2017-03-10 09:40:00,5.43,5.43,5.376,5.4,36868.0,56151.0,-0.00735294117647,5.36567953619,0.0016016346308,5.34462857143,0,1,1,199160.936,303767.3544,5.40982982316,-1,0,0,1,0
2017-03-10 09:45:00,5.4,5.42,5.37,5.37,4338.0,60489.0,-0.00555555555556,5.36654362895,0.000161040695,5.34704489796,0,0,1,23367.36,327134.7144,5.40816866538,-1,0,0,1,0
2017-03-10 09:50:00,5.36,5.364,5.33,5.34,22200.0,82689.0,-0.00558659217877,5.36123490316,-0.000989226242759,5.3463739553,0,0,1,118651.6,445786.3144,5.39111991196,-1,0,0,1,0
2017-03-10 09:55:00,5.34,5.4064,5.337,5.4,10443.0,93132.0,0.0112359550562,5.36898792253,0.00144612566088,5.35148119765,1,1,1,56195.1754,501981.4898,5.39000010523,-1,1,1,1,925
2017-03-10 10:00:00,5.3933,5.43,5.39,5.42,9900.0,103032.0,0.0037037037037,5.37919033802,0.00190024929115,5.35800679787,1,1,1,53592.0,555573.4898,5.39224211701,-1,1,1,1,922
2017-03-10 10:05:00,5.42,5.4299,5.41,5.41,6742.0,109774.0,-0.00184501845018,5.38535227042,0.00114551298764,5.36295853141,0,1,1,36518.9419333,592092.431733,5.39374015462,-1,0,1,1,924
2017-03-10 10:10:00,5.41,5.46,5.41,5.4547,17252.0,127026.0,0.00826247689464,5.39922181634,0.00257542036615,5.37169581413,1,1,1,93877.9081333,685970.339867,5.40023569873,-1,1,1,1,916
2017-03-10 10:15:00,5.45,5.45,5.41,5.42,10607.0,137633.0,-0.00636148642455,5.40337745307,0.000769673274089,5.37629621279,0,0,1,57560.6533333,743530.9932,5.40227266135,1,0,1,1,922
2017-03-10 10:20:00,5.43,5.43,5.4,5.43,11337.0,148970.0,0.00184501845018,5.40870196245,0.000985403931629,5.38141085919,0,0,1,61446.54,804977.5332,5.4036217574,1,0,1,1,920
2017-03-10 10:25:00,5.43,5.4399,5.4,5.42,11128.0,160098.0,-0.00184162062615,5.41096156996,0.0004177726051,5.38508601546,0,0,1,60313.3890667,865290.922267,5.40475784998,1,0,1,1,922
2017-03-10 10:30:00,5.4175,5.43,5.4175,5.43,5000.0,165098.0,0.00184501845018,5.41476925597,0.00070369858629,5.38936353779,0,0,1,27129.1666667,892420.088933,5.4053961219,1,0,1,1,920
2017-03-10 10:35:00,5.42,5.44,5.41,5.43,34738.0,199836.0,0.0,5.41781540478,0.000562562994248,5.39323367705,0,0,1,188511.546667,1080931.6356,5.40909363478,1,0,1,1,920
2017-03-10 10:40:00,5.43,5.445,5.43,5.43,9305.0,209141.0,0.0,5.42025232382,0.000449797356051,5.39673523162,0,0,1,50572.675,1131504.3106,5.41024624822,1,0,1,1,920
2017-03-10 10:45:00,5.44,5.44,5.42,5.43,8108.0,217249.0,0.0,5.42220185906,0.00035967610348,5.3999033048,0,0,1,44026.44,1175530.7506,5.41098348255,1,0,1,1,920
2017-03-10 10:50:00,5.44,5.45,5.44,5.45,3231.0,220480.0,0.0036832412523,5.42776148725,0.00102534511497,5.40467441863,1,1,1,17598.18,1193128.9306,5.41150639786,1,1,1,1,917
2017-03-10 10:55:00,5.44,5.4499,5.4,5.42,34965.0,255445.0,-0.00550458715596,5.4262091898,-0.000285992200061,5.4061339978,0,0,1,189625.6845,1382754.6151,5.41312069173,1,0,1,1,922
2017-03-10 11:00:00,5.42,5.425,5.4,5.41,34206.0,289651.0,-0.00184501845018,5.42296735184,-0.000597440652567,5.40650218849,0,0,1,185111.47,1567866.0851,5.41294898032,1,0,1,1,924
2017-03-10 11:05:00,5.4,5.41,5.37,5.37,54863.0,344514.0,-0.00739371534196,5.41237388147,-0.00195344535199,5.40302578959,0,0,1,295345.816667,1863211.90177,5.408232762,1,0,1,1,931
2017-03-10 11:10:00,5.37,5.39,5.37,5.39,2900.0,347414.0,0.00372439478585,5.40789910518,-0.000826767771769,5.4017852382,1,0,1,15611.6666667,1878823.56843,5.40802491677,-1,0,1,1,927
2017-03-10 11:15:00,5.39,5.39,5.37,5.37,14325.0,361739.0,-0.00371057513915,5.40031928414,-0.00140162027578,5.39875807265,0,0,1,77020.75,1955844.31843,5.40678311831,-1,0,1,1,931
2017-03-10 11:20:00,5.37,5.37,5.35,5.3501,11752.0,373491.0,-0.00370577281192,5.39027542731,-0.00185986351911,5.3941239705,0,0,0,62951.9384,2018796.25683,5.40520723882,-1,0,1,1,934
2017-03-10 11:25:00,5.35,5.37,5.35,5.36,8900.0,382391.0,0.00185043270219,5.38422034185,-0.00112333507706,5.39087406854,0,0,0,47704.0,2066500.25683,5.40415505813,-1,0,1,1,932
2017-03-10 11:30:00,5.37,5.38,5.37,5.37,7565.0,389956.0,0.00186567164179,5.38137627348,-0.000528222878975,5.38888606202,0,0,0,40649.2666667,2107149.5235,5.40355712824,-1,0,1,1,931
2017-03-10 11:35:00,5.37,5.38,5.37,5.37,1800.0,391756.0,0.0,5.37910101878,-0.000422801636678,5.38708738944,0,0,0,9672.0,2116821.5235,5.40341825907,-1,0,1,1,931
2017-03-10 11:40:00,5.37,5.3763,5.3631,5.3631,2325.0,394081.0,-0.00128491620112,5.37590081503,-0.000594932823464,5.38480287616,0,0,0,12479.4375,2129300.961,5.40320634844,-1,0,1,1,932
2017-03-10 11:45:00,5.37,5.38,5.37,5.37,4216.0,398297.0,0.0012865693349,5.37472065202,-0.00021952841878,5.38339307843,0,0,0,22653.9733333,2151954.93433,5.40289014061,-1,0,1,1,931
2017-03-10 11:50:00,5.38,5.39,5.37,5.38,2762.0,401059.0,0.00186219739292,5.37577652162,0.000196451064903,5.38306992811,0,0,0,14859.56,2166814.49433,5.40273250154,-1,0,1,1,929
2017-03-10 11:55:00,5.38,5.39,5.38,5.38,1900.0,402959.0,0.0,5.37662121729,0.00015712998357,5.382777554,0,0,0,10228.3333333,2177042.82767,5.40264103213,-1,0,1,1,929
2017-03-10 12:00:00,5.39,5.42,5.3801,5.42,33595.0,436554.0,0.00743494423792,5.38529697384,0.00161360754098,5.38632254886,1,1,0,181638.0865,2358680.91417,5.40295338988,-1,0,1,1,922
2017-03-10 12:05:00,5.42,5.42,5.412,5.416,9055.0,445609.0,-0.000738007380074,5.39143757907,0.0011402537804,5.38914897278,0,1,1,49041.88,2407722.79417,5.40321850359,-1,0,1,1,923
2017-03-10 12:10:00,5.41,5.415,5.36,5.365,10088.0,455697.0,-0.00941654357459,5.38615006325,-0.000980724665004,5.38684907061,0,0,0,54273.44,2461996.23417,5.40270450358,-1,0,1,1,931
2017-03-10 12:15:00,5.37,5.37,5.37,5.37,4650.0,460347.0,0.000931966449208,5.3829200506,-0.000599688574022,5.38524439722,0,0,0,24970.5,2486966.73417,5.4023741529,-1,0,1,1,931
2017-03-10 12:20:00,5.37,5.37,5.35,5.35,3900.0,464247.0,-0.00372439478585,5.37633604048,-0.00122312983638,5.38188778796,0,0,0,20891.0,2507857.73417,5.401990178,-1,0,1,1,934
2017-03-10 12:25:00,5.35,5.35,5.33,5.34,2600.0,466847.0,-0.0018691588785,5.36906883239,-0.00135170272875,5.37789847482,0,0,0,13884.0,2521741.73417,5.40164493756,-1,0,1,1,936
2017-03-10 12:30:00,5.34,5.34,5.33,5.34,13959.0,480806.0,0.0,5.36325506591,-0.00108282584164,5.37428909626,0,0,0,74494.53,2596236.26417,5.39975845594,-1,0,1,1,936
2017-03-10 12:35:00,5.335,5.34,5.335,5.34,1175.0,481981.0,0.0,5.35860405273,-0.000867199699558,5.37102346805,0,0,0,6272.54166667,2602508.80583,5.39960871037,-1,0,1,1,936
2017-03-10 12:40:00,5.34,5.34,5.32,5.32,2945.0,484926.0,-0.00374531835206,5.35088324218,-0.00144082497409,5.36616409014,0,0,0,15687.0333333,2618195.83917,5.39916572666,-1,0,1,1,939
2017-03-10 12:45:00,5.33,5.33,5.315,5.32,5277.0,490203.0,0.0,5.34470659375,-0.00115432315691,5.36176751013,0,0,0,28082.435,2646278.27417,5.39833145486,-1,0,1,1,939
2017-03-10 12:50:00,5.33,5.33,5.32,5.33,900.0,491103.0,0.00187969924812,5.341765275,-0.000550323707671,5.35874203297,0,0,0,4794.0,2651072.27417,5.39820012129,-1,0,1,1,938
2017-03-10 12:55:00,5.32,5.32,5.27,5.3,26724.0,517827.0,-0.00562851782364,5.33341222,-0.00156372557933,5.35314755364,0,0,0,141548.12,2792620.39417,5.39296018587,-1,0,1,1,943
2017-03-10 13:00:00,5.3,5.315,5.2947,5.295,6700.0,524527.0,-0.000943396226415,5.325729776,-0.00144043694403,5.34760969139,0,0,0,35520.4966667,2828140.89083,5.3917927787,-1,0,1,1,944
2017-03-10 13:05:00,5.3,5.3,5.2838,5.2838,4900.0,529427.0,-0.00211520302172,5.3173438208,-0.00157461147153,5.34153257792,0,0,0,25917.08,2854057.97083,5.39084325286,-1,0,1,1,946
2017-03-10 13:10:00,5.29,5.295,5.28,5.29,9818.0,539245.0,0.00117339793331,5.31187505664,-0.0010284766876,5.33662471336,0,0,0,51920.8566667,2905978.8275,5.38897686117,-1,0,1,1,945
2017-03-10 13:15:00,5.29,5.29,5.26,5.27,8124.0,547369.0,-0.00378071833648,5.30350004531,-0.0015766581929,5.33027950256,0,0,0,42840.56,2948819.3875,5.38726049064,-1,0,1,1,948
2017-03-10 13:20:00,5.27,5.28,5.27,5.27,5474.0,552843.0,0.0,5.29680003625,-0.00126331837559,5.32453859756,0,0,0,28866.2266667,2977685.61417,5.38613243573,-1,0,1,1,948
2017-03-10 13:25:00,5.27,5.27,5.265,5.269,2500.0,555343.0,-0.000189753320683,5.291240029,-0.00104969174061,5.31924920731,0,0,0,13170.0,2990855.61417,5.3856006363,-1,0,1,1,948
2017-03-10 13:30:00,5.27,5.28,5.27,5.27,4116.0,559459.0,0.000189789333839,5.2869920232,-0.000802837477888,5.31455880662,0,0,0,21705.04,3012560.65417,5.38477467369,-1,0,1,1,948
2017-03-10 13:35:00,5.27,5.275,5.25,5.25,19619.0,579078.0,-0.00379506641366,5.27959361856,-0.00139935990207,5.30841034884,0,0,0,103163.241667,3115723.89583,5.38049087659,-1,0,1,1,952
2017-03-10 13:40:00,5.26,5.27,5.25,5.27,5517.0,584595.0,0.00380952380952,5.27767489485,-0.000363422613649,5.30475222038,1,0,0,29037.81,3144761.70583,5.37938522538,-1,0,1,1,948
2017-03-10 13:45:00,5.27,5.29,5.27,5.288,10373.0,594968.0,0.0034155597723,5.27973991588,0.00039127476998,5.30315677082,1,0,0,54797.1013333,3199558.80717,5.37769898073,-1,0,1,1,945
2017-03-10 13:50:00,5.29,5.3,5.285,5.29,16336.0,611304.0,0.000378214826021,5.2817919327,0.000388658694766,5.30190374503,0,0,0,86444.6666667,3286003.47383,5.37539992186,-1,0,1,1,945
2017-03-10 13:55:00,5.29,5.3,5.29,5.29,2500.0,613804.0,0.0,5.28343354616,0.000310806158297,5.30077005503,0,0,0,13233.3333333,3299236.80717,5.37506566781,-1,0,1,1,945
2017-03-10 14:00:00,5.3,5.345,5.3,5.34,15685.0,629489.0,0.00945179584121,5.29474683693,0.00214127624939,5.30450624026,1,1,0,83574.9083333,3382811.7155,5.37390123656,-1,0,1,1,936
2017-03-10 14:05:00,5.34,5.36,5.34,5.355,5974.0,635463.0,0.00280898876405,5.30679746954,0.00227596011391,5.30931516976,0,1,0,31970.8566667,3414782.57217,5.37369220894,-1,0,1,1,933
2017-03-10 14:10:00,5.36,5.36,5.33,5.33,8399.0,643862.0,-0.0046685340803,5.31143797563,0.000874445674234,5.31128515359,0,0,1,44850.66,3459633.23217,5.37325270348,-1,0,1,1,938
2017-03-10 14:15:00,5.34,5.35,5.34,5.3481,2700.0,646562.0,0.00339587242026,5.31877038051,0.00138049336294,5.31479132944,1,1,1,14434.29,3474067.52217,5.37313903719,-1,1,1,1,934
2017-03-10 14:20:00,5.35,5.37,5.35,5.36,4700.0,651262.0,0.00222508928404,5.32701630441,0.00155034402851,5.31909691711,0,1,1,25192.0,3499259.52217,5.37304421595,-1,0,1,1,932
2017-03-10 14:25:00,5.365,5.37,5.36,5.37,4900.0,656162.0,0.00186567164179,5.33561304353,0.0016138000388,5.32394482977,0,1,1,26296.6666667,3525556.18883,5.37299659053,-1,0,1,1,931
2017-03-10 14:30:00,5.37,5.37,5.36,5.365,2500.0,658662.0,-0.000931098696462,5.34149043482,0.00110154001931,5.32785484598,0,1,1,13412.5,3538968.68883,5.37296623888,-1,0,1,1,931
2017-03-10 14:35:00,5.3699,5.37,5.36,5.37,5200.0,663862.0,0.000931966449208,5.34719234786,0.00106747603606,5.33186867017,0,1,1,27906.6666667,3566875.3555,5.37291689463,-1,0,1,1,931
2017-03-10 14:40:00,5.37,5.39,5.37,5.39,3535.0,667397.0,0.00372439478585,5.35575387828,0.00160112632421,5.3374049873,1,1,1,19030.0833333,3585905.43883,5.37297206735,-1,1,1,1,927
2017-03-10 14:45:00,5.39,5.39,5.385,5.39,2800.0,670197.0,0.0,5.36260310263,0.00127885345344,5.34241403613,0,1,1,15087.3333333,3600992.77217,5.37303624482,-1,0,1,1,927
