,Close,High,Low,Open,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-10 09:35:00,6.434,6.485,6.42,6.42,3360.0,-0.0295625942685,0,0,6.39,1,6.42258171938,0.000444655993747,6.34917,0.0,0,0,1,21659.68,21659.68,3360.0,6.44633333333,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
2017-04-10 09:40:00,6.45,6.45,6.43,6.45,300.0,0.00248678893379,1,1,6.42,1,6.4280653755,0.000853808696206,6.35877285714,0.0,0,0,1,1933.0,23592.68,3660.0,6.44608743169,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
2017-04-10 09:45:00,6.48,6.49,6.46,6.46,900.0,0.0046511627907,1,1,6.42,1,6.4384523004,0.00161587107357,6.37031829932,0.0,1,1,1,5829.0,29421.68,4560.0,6.45212280702,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
2017-04-10 09:50:00,6.52,6.56,6.488,6.5,6884.0,0.00617283950617,1,1,6.43,1,6.45476184032,0.00253314603548,6.38457369938,0.0,1,1,1,44902.0373333,74323.7173333,11444.0,6.49455761389,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
2017-04-10 09:55:00,6.5316,6.5316,6.509,6.515,7245.0,0.00177914110429,1,1,6.46,1,6.47012947226,0.00238082090644,6.39857620421,0.0,0,1,1,47266.863,121590.580333,18689.0,6.50599712844,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
2017-04-10 10:00:00,6.44,6.52,6.44,6.52,5600.0,-0.0140241288505,0,0,6.63,-1,6.46410357781,-0.000931340628871,6.40252132761,0.0,0,0,1,36213.3333333,157803.913667,24289.0,6.4969292135,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
2017-04-10 10:05:00,6.44,6.46,6.44,6.45,600.0,0.0,0,0,6.6224,-1,6.45928286225,-0.000745767066265,6.40609072498,0.0,0,0,1,3868.0,161671.913667,24889.0,6.49571753251,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
2017-04-10 10:10:00,6.48,6.49,6.44,6.44,1900.0,0.00621118012422,1,1,6.615104,-1,6.4634262898,0.000641468664457,6.41312970356,0.0,1,0,1,12293.0,173964.913667,26789.0,6.49389352595,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
2017-04-10 10:15:00,6.46,6.48,6.46,6.48,632.0,-0.00308641975309,0,0,6.60809984,-1,6.46274103184,-0.000106020851555,6.41759354131,0.0,0,0,1,4086.93333333,178051.847,27421.0,6.49326600051,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
2017-04-10 10:20:00,6.49,6.49,6.46,6.48,1391.0,0.0046439628483,1,1,6.6013758464,-1,6.46819282547,0.000843572967844,6.42448939452,0.0,1,0,1,9013.68,187065.527,28812.0,6.49262553797,-1,0,0,1,0.0,0,0.0,20170415 21:53:55
