Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-04-27 10:10:00,9.425,9.425,9.375,9.375,1995.0,,,,,0
2017-04-27 10:15:00,9.375,9.375,9.375,9.375,700.0,0.0,,,,0
2017-04-27 10:20:00,9.375,9.375,9.375,9.375,1800.0,0.0,,,,0
2017-04-27 10:25:00,9.375,9.375,9.375,9.375,1437.0,0.0,,,,0
2017-04-27 10:30:00,9.375,9.375,9.375,9.375,3075.0,0.0,,,,0
2017-04-27 10:35:00,9.375,9.375,9.275,9.325,12369.0,-0.00533333333333,,,,0
2017-04-27 10:40:00,9.325,9.325,9.275,9.275,5603.0,-0.00536193029491,,,,0
2017-04-27 10:45:00,9.275,9.325,9.275,9.325,11566.0,0.00539083557951,,,,0
2017-04-27 10:50:00,9.325,9.325,9.225,9.225,16701.0,-0.0107238605898,9.33611111111,,,0
2017-04-27 10:55:00,9.225,9.225,9.225,9.225,2304.0,0.0,9.31388888889,-0.00238024397501,,0
2017-04-27 11:00:00,9.225,9.225,9.225,9.225,2401.0,0.0,9.29611111111,-0.00190873844319,,0
2017-04-27 11:05:00,9.225,9.225,9.225,9.225,2511.0,0.0,9.28188888889,-0.0015299109544,,0
2017-04-27 11:10:00,9.225,9.225,9.225,9.225,2466.0,0.0,9.27051111111,-0.00122580413469,,0
2017-04-27 11:15:00,9.225,9.275,9.225,9.275,25813.0,0.00542005420054,9.27140888889,9.68423172161e-05,,0
2017-04-27 11:20:00,9.275,9.275,9.275,9.275,1410.0,0.0,9.27212711111,7.74663517518e-05,,0
2017-04-27 11:40:00,9.275,9.275,9.275,9.275,2374.0,0.0,9.27270168889,6.19682809448e-05,,0
2017-04-27 14:55:00,9.325,9.325,9.325,9.325,1300.0,0.00539083557951,9.28316135111,0.00112800590089,,0
2017-04-27 15:10:00,9.325,9.325,9.325,9.325,30600.0,0.0,9.29152908089,0.000901387949782,,0
2017-04-27 15:45:00,9.375,9.375,9.375,9.375,7463.0,0.00536193029491,9.30822326471,0.00179671006536,,0
