,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-03-20 09:35:00,0.591,0.591,0.591,0.591,165.0,0.0189655172414,0.594507668169,-0.00147285815601,0.60019,0.0,1,0,0,97.515,97.515,165.0,0.591,1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 09:45:00,0.6,0.6,0.6,0.6,100.0,0.0152284263959,0.595606134535,0.00184769082887,0.600171904762,0.0,1,1,0,60.0,157.515,265.0,0.594396226415,1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 10:05:00,0.6,0.6,0.6,0.6,100.0,0.0,0.596484907628,0.00147542653102,0.60015553288,0.0,0,1,0,60.0,217.515,365.0,0.595931506849,1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 10:15:00,0.6,0.6,0.6,0.6,100.0,0.0,0.597187926103,0.00117860228374,0.600140720225,0.0,0,1,0,60.0,277.515,465.0,0.596806451613,1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 10:35:00,0.58,0.6,0.58,0.6,270.0,0.0,0.597750340882,0.000941771852537,0.600127318298,0.0,0,0,0,160.2,437.715,735.0,0.595530612245,1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 14:05:00,0.6,0.6,0.6,0.6,2935.0,0.0,0.598200272706,0.000752708602254,0.600115192746,0.0,0,0,0,1761.0,2198.715,3670.0,0.599104904632,-1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 14:35:00,0.6,0.6,0.6,0.6,1000.0,0.0,0.598560218165,0.000601713966525,0.600104222008,0.0,0,0,0,600.0,2798.715,4670.0,0.599296573876,-1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 15:25:00,0.6,0.6,0.6,0.6,100.0,0.0,0.598848174532,0.000481081699642,0.600094296103,0.0,0,0,0,60.0,2858.715,4770.0,0.599311320755,-1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 15:30:00,0.5831,0.5831,0.58,0.58,600.0,-0.0333333333333,0.595078539625,-0.00629480904617,0.598180553617,0.0,0,0,0,348.62,3207.335,5370.0,0.597269087523,-1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 15:35:00,0.6,0.6,0.6,0.6,100.0,0.0344827586207,0.5960628317,0.00165405406076,0.598353834225,0.0,1,1,0,60.0,3267.335,5470.0,0.597319012797,-1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-20 15:55:00,0.5871,0.5871,0.5871,0.5871,8500.0,-0.0215,0.59427026536,-0.00300734460314,0.597282040489,0.0,0,0,0,4990.35,8257.685,13970.0,0.591101288475,1,0,0,1,0.0,0,0.0,20170408 17:03:24
2017-03-21 09:35:00,0.5871,0.5871,0.5871,0.5871,1150.0,0.0,0.592836212288,-0.00241313280443,0.596312322347,0.0,0,0,0,675.165,8932.85,15120.0,0.590796957672,1,0,0,1,0.0,0,0.0,20170408 17:03:24
