Date,Close,High,Low,Open,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-21 09:35:00,6.74,6.9,6.7324,6.9,1045043.0,-0.021770682148,0,0,6.9568,-1,6.88498416003,-0.00523693605899,6.9055,0.0,0,0,0,7096678.0044,7096678.0044,1045043.0,6.7908,1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 09:40:00,6.725,6.79,6.71,6.7499,650986.0,-0.00222551928783,0,0,6.94,-1,6.85298732802,-0.00464733560194,6.88830952381,0.0,0,0,0,4388730.61667,11485408.6211,1696029.0,6.77194117616,1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 09:45:00,6.8099,6.83,6.72,6.73,562481.0,0.012624535316,1,1,6.9124,-1,6.84436986242,-0.00125747578276,6.88084195011,0.0,1,0,0,3817352.30397,15302760.925,2258510.0,6.77560025195,1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 09:50:00,6.76,6.81,6.7517,6.81,225998.0,-0.00732756721831,0,0,6.888112,-1,6.82749588993,-0.00246537998718,6.86933319296,0.0,0,0,0,1530887.8522,16833648.7772,2484508.0,6.77544559214,1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 09:55:00,6.69,6.755,6.685,6.75,341602.0,-0.0103550295858,0,0,6.86673856,-1,6.79999671195,-0.00402771066145,6.85225384125,0.0,0,0,0,2292149.42,19125798.1972,2826110.0,6.76753494989,1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 10:00:00,6.7168,6.72,6.68,6.68,374332.0,0.00400597907324,1,1,6.8376603904,-1,6.78335736956,-0.00244696329931,6.83935347542,0.0,1,0,0,2510120.6592,21635918.8564,3200442.0,6.76029087746,1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 10:05:00,6.69,6.72,6.66,6.7156,388311.0,-0.00398999523583,0,0,6.80612831232,-1,6.76468589565,-0.00275254168318,6.8251293349,0.0,0,0,0,2597800.59,24233719.4464,3588753.0,6.75268524929,1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 10:10:00,6.62,6.6984,6.62,6.69,731411.0,-0.0104633781764,0,0,6.77690264986,-1,6.73574871652,-0.0042776825969,6.80559320777,0.0,0,0,0,4861055.02747,29094774.4739,4320164.0,6.73464583148,1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 10:15:00,6.61,6.635,6.6,6.6277,751974.0,-0.00151057401813,0,0,6.74552211988,-1,6.71059897321,-0.00373377101224,6.78696528322,0.0,0,0,0,4974308.01,34069082.4839,5072138.0,6.71690764011,-1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 10:20:00,6.669,6.669,6.6,6.61,757147.0,0.0089258698941,1,1,6.71641769591,-1,6.70227917857,-0.00123979911122,6.77573049434,0.0,1,0,0,5031998.962,39101081.4459,5829285.0,6.70769767577,-1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 10:25:00,6.7,6.72,6.655,6.665,470503.0,0.00464837306943,1,1,6.6,1,6.70182334286,-6.8012045165e-05,6.76851806631,0.0,1,0,0,3148449.24167,42249530.6876,6299788.0,6.70650039137,-1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 10:30:00,6.685,6.7,6.66,6.7,432205.0,-0.00223880597015,0,0,6.6,1,6.69845867429,-0.000502052710021,6.76056396475,0.0,0,0,0,2887849.74167,45137380.4292,6731993.0,6.70490602549,-1,0,0,1,0.0,0,0.0,20170424 14:42:01
2017-04-21 10:35:00,6.7099,6.71,6.66,6.6865,268447.0,0.00372475691847,1,1,6.6048,1,6.70074693943,0.00034161069795,6.75573882525,0.0,1,0,0,1796796.3051,46934176.7343,7000440.0,6.70446096736,-1,0,0,1,0.0,0,0.0,20170424 14:42:01
