Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,timestamp
2017-03-16 09:35:00,13.84,13.869,13.78,13.84,13561.0,13561.0,0.0,13.8649380767,-0.000449458698035,13.89682,0.0,0,0,0,187544.109667,187544.109667,13.8296666667,1,0,0,1,0.0,0,20170317 09:31:06
2017-03-16 09:40:00,13.83,13.86,13.6805,13.79,28382.0,41943.0,-0.00361271676301,13.8499504614,-0.0010809723965,13.8866466667,0.0,0,0,0,391014.083667,578558.193333,13.7939153931,1,0,0,1,0.0,0,20170317 09:31:06
2017-03-16 09:45:00,13.7999,13.97,13.75,13.97,41334.0,83277.0,0.0130529369108,13.8739603691,0.00173357354561,13.8945850794,0.0,1,1,0,574404.82,1152963.01333,13.8449153228,1,0,0,1,0.0,0,20170317 09:31:06
2017-03-16 09:50:00,13.97,14.09,13.92,13.98,58920.0,142197.0,0.000715819613457,13.8951682953,0.00152861372082,13.9027198337,0.0,0,1,0,824683.6,1977646.61333,13.9077942104,-1,0,0,1,0.0,0,20170317 09:31:06
2017-03-16 09:55:00,13.97,14.18,13.9401,14.1486,26357.0,168554.0,0.0120600858369,13.9458546362,0.00364776732953,13.9261369924,1.0,1,1,1,371358.708633,2349005.32197,13.9362181969,1,1,1,1,14.1486,14,20170317 09:31:06
2017-03-16 10:00:00,14.16,14.3,14.16,14.3,62231.0,230785.0,0.0107007053701,14.016683709,0.00507886211382,13.9617429931,0.0,1,1,1,886999.186667,3236004.50863,14.0217280527,-1,0,1,1,14.3,14,20170317 09:31:06
2017-03-16 10:05:00,14.29,14.32,14.25,14.32,28870.0,259655.0,0.0013986013986,14.0773469672,0.00432793230302,13.9958627081,0.0,0,1,1,412744.766667,3648749.2753,14.0522973765,1,0,1,1,14.32,14,20170317 09:31:06
2017-03-16 10:10:00,14.3199,14.4,14.3,14.37,52069.0,311724.0,0.00349162011173,14.1358775737,0.00415778674069,14.0314948311,0.0,1,1,1,747537.276667,4396286.55197,14.1031378783,1,0,1,1,14.37,14,20170317 09:31:06
2017-03-16 10:15:00,14.368,14.39,14.3,14.39,23079.0,334803.0,0.00139178844816,14.186702059,0.00359542483205,14.0656381805,0.0,0,1,1,331414.44,4727700.99197,14.1208441739,1,0,1,1,14.39,14,20170317 09:31:06
2017-03-16 10:20:00,14.3999,14.53,14.3801,14.5199,123109.0,457912.0,0.00902710215427,14.2533416472,0.00469732767517,14.108901211,0.0,1,1,1,1782207.95667,6509908.94863,14.2165065529,1,0,1,1,14.5199,14,20170317 09:31:06
2017-03-16 10:25:00,14.52,14.66,14.4,14.4599,114895.0,572807.0,-0.00413225986405,14.2946533178,0.00289838492499,14.1423296671,0.0,0,1,1,1666739.63683,8176648.58547,14.2747008774,1,0,1,1,14.4599,14,20170317 09:31:06
2017-03-16 10:30:00,14.45,14.67,14.43,14.665,103823.0,676630.0,0.0141840538316,14.3687226542,0.00518161125018,14.192107794,0.0,1,1,1,1514604.53167,9691253.11713,14.3228250552,1,0,1,1,14.665,14,20170317 09:31:06
2017-03-16 10:35:00,14.665,14.67,14.54,14.55,114502.0,791132.0,-0.00784180020457,14.4049781234,0.00252322144644,14.226192766,0.0,0,1,1,1670202.50667,11361455.6238,14.3610113405,1,0,1,1,14.55,14,20170317 09:31:06
2017-03-16 10:40:00,14.5398,14.56,14.52,14.52,29338.0,820470.0,-0.0020618556701,14.4279824987,0.00159697398567,14.2541744073,0.0,0,1,1,426378.933333,11787834.5571,14.3671731534,1,0,1,1,14.52,14,20170317 09:31:06
2017-03-16 10:45:00,14.5187,14.5187,14.4,14.41,43795.0,864265.0,-0.00757575757576,14.424385999,-0.000249272532634,14.26901494,0.0,0,0,1,632526.8055,12420361.3626,14.3710104686,1,0,1,1,14.41,14,20170317 09:31:06
2017-03-16 10:50:00,14.4,14.62,14.4,14.6112,75618.0,939883.0,0.0139625260236,14.4617487992,0.00259025238316,14.3016039933,0.0,1,1,1,1099768.0272,13520129.3898,14.384906834,1,0,1,1,14.6112,14,20170317 09:31:06
2017-03-16 10:55:00,14.61,14.62,14.43,14.475,37895.0,977778.0,-0.00932161629435,14.4643990393,0.000183258622752,14.3181178987,0.0,0,0,1,549793.291667,14069922.6815,14.3896903811,1,0,1,1,14.475,14,20170317 09:31:06
2017-03-16 11:00:00,14.475,14.48,14.42,14.42,8252.0,986030.0,-0.00379965457686,14.4555192315,-0.000613907832731,14.327820956,0.0,0,0,1,119158.88,14189081.5615,14.390111418,1,0,1,1,14.42,14,20170317 09:31:06
2017-03-16 11:05:00,14.41,14.47,14.34,14.34,19032.0,1005062.0,-0.00554785020804,14.4324153852,-0.00159827163057,14.3289808649,0.0,0,0,1,273743.6,14462825.1615,14.3899830672,1,0,1,1,14.34,14,20170317 09:31:06
2017-03-16 11:10:00,14.3597,14.37,14.31,14.31,17920.0,1022982.0,-0.0020920502092,14.4079323081,-0.00169639498177,14.3271731635,0.0,0,0,1,256793.6,14719618.7615,14.3889323189,1,0,1,1,14.31,14,20170317 09:31:06
2017-03-16 11:15:00,14.31,14.365,14.3,14.35,19910.0,1042892.0,0.00279524807827,14.3963458465,-0.000804172408614,14.3293471479,0.0,0,0,1,285476.216667,15005094.9782,14.3879663265,1,0,1,1,14.35,14,20170317 09:31:06
2017-03-16 11:20:00,14.34,14.35,14.3,14.34,22102.0,1064994.0,-0.000696864111498,14.3850766772,-0.00078277984025,14.3303617053,0.0,0,0,1,316721.66,15321816.6382,14.3867633415,-1,0,1,1,14.34,14,20170317 09:31:06
2017-03-16 11:25:00,14.34,14.485,14.34,14.47,30511.0,1095505.0,0.00906555090656,14.4020613418,0.00118071421791,14.3436605905,0.0,1,1,1,440324.581667,15762141.2198,14.3880139478,1,0,1,1,14.47,14,20170317 09:31:06
2017-03-16 11:30:00,14.48,14.655,14.47,14.6,57394.0,1152899.0,0.00898410504492,14.4416490734,0.00274875455029,14.3680738676,0.0,1,1,1,836517.55,16598658.7698,14.3973225494,1,0,1,1,14.6,14,20170317 09:31:06
2017-03-16 11:35:00,14.59,14.5907,14.46,14.53,26229.0,1179128.0,-0.00479452054795,14.4593192587,0.00122355731174,14.383495404,0.0,0,1,1,381026.0601,16979684.8299,14.4002049226,1,0,1,1,14.53,14,20170317 09:31:06
2017-03-16 11:40:00,14.54,14.59,14.53,14.59,22423.0,1201551.0,0.00412938747419,14.485455407,0.00180756422804,14.4031625084,0.0,1,1,1,326703.11,17306387.9399,14.4033735896,1,0,1,1,14.59,14,20170317 09:31:06
2017-03-16 11:45:00,14.6,14.61,14.5,14.51,45340.0,1246891.0,-0.00548320767649,14.4903643256,0.000338886038804,14.4133375076,0.0,0,0,1,659243.6,17965631.5399,14.4083416593,1,0,1,1,14.51,14,20170317 09:31:06
2017-03-16 11:50:00,14.52,14.52,14.41,14.42,13276.0,1260167.0,-0.00620261888353,14.4762914605,-0.000971187804618,14.4139720307,0.0,0,0,1,191838.2,18157469.7399,14.4087805346,1,0,1,1,14.42,14,20170317 09:31:06
2017-03-16 11:55:00,14.41,14.52,14.38,14.52,21380.0,1281547.0,0.00693481276006,14.4850331684,0.000603863767864,14.4240699325,0.0,1,0,1,309439.866667,18466909.6066,14.4098574665,1,0,1,1,14.52,14,20170317 09:31:06
2017-03-16 12:00:00,14.53,14.6,14.51,14.58,14474.0,1296021.0,0.00413223140496,14.5040265347,0.00131124078931,14.4389204151,0.0,1,1,1,210789.686667,18677699.2933,14.4115714894,1,0,1,1,14.58,14,20170317 09:31:06
2017-03-16 12:05:00,14.58,14.62,14.55,14.62,14118.0,1310139.0,0.00274348422497,14.5272212278,0.0015991899218,14.4561660899,0.0,0,1,1,206075.74,18883775.0333,14.4135660669,1,0,1,1,14.62,14,20170317 09:31:06
2017-03-16 12:10:00,14.615,14.7,14.61,14.661,54304.0,1364443.0,0.00280437756498,14.5539769822,0.0018417668478,14.4756740813,0.0,0,1,1,795933.728,19679708.7613,14.4232545891,1,0,1,1,14.661,14,20170317 09:31:06
