,Close,High,Low,Open,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-18 09:50:00,21.225,21.295,21.225,21.285,207712.0,,,,,0,0.0,0.0,0.0,4413533.81333,14284957.8517,672295.0,21.2480501144,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 09:50:01
2017-04-18 09:55:00,21.255,21.265,21.225,21.225,780529.0,0.00141342756184,,,,0,0.0,0.0,0.0,16584940.3683,30869898.22,1452824.0,21.2482022736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 09:55:02
2017-04-18 10:00:00,21.255,21.275,21.245,21.255,255605.0,0.0,,,,0,0.0,0.0,0.0,5433736.29167,36303634.5117,1708429.0,21.2497180226,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:00:03
2017-04-18 10:05:00,21.275,21.305,21.255,21.255,270793.0,0.000940955069395,,,,0,0.0,0.0,0.0,5762023.71833,42065658.23,1979222.0,21.2536331094,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:05:00
2017-04-18 10:10:00,21.325,21.335,21.265,21.275,387268.0,0.00235017626322,,,,0,0.0,0.0,0.0,8252035.63333,50317693.8633,2366490.0,21.2625846141,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:10:05
2017-04-18 10:15:00,21.285,21.345,21.265,21.325,298143.0,-0.00187573270809,,,,0,0.0,0.0,0.0,6349948.995,56667642.8583,2664633.0,21.2665845009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:15:00
2017-04-18 10:20:00,21.255,21.315,21.245,21.285,85425.0,-0.00140944326991,,,,0,0.0,0.0,0.0,1817132.125,58484774.9833,2750058.0,21.2667423681,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:20:00
2017-04-18 10:25:00,21.225,21.255,21.225,21.255,78655.0,-0.00141143260409,,,,0,0.0,0.0,0.0,1670238.925,60155013.9083,2828713.0,21.265859742,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:25:03
2017-04-18 10:30:00,21.205,21.235,21.205,21.225,139454.0,-0.000942285041225,21.2561111111,,,0,0.0,0.0,0.0,2958516.61,63113530.5183,2968167.0,21.2634701883,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:30:03
2017-04-18 10:35:00,21.275,21.275,21.195,21.205,206039.0,0.00330110822919,21.2598888889,0.000177726666841,,0,1.0,0.0,0.0,4377985.35167,67491515.87,3174206.0,21.2624876489,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:35:04
2017-04-18 10:40:00,21.265,21.275,21.235,21.275,174049.0,-0.000470035252644,21.2609111111,4.8082199656e-05,,0,0.0,0.0,0.0,3699991.65833,71191507.5283,3348255.0,21.2622716992,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:40:02
2017-04-18 10:45:00,21.275,21.275,21.245,21.265,192443.0,0.000470256289678,21.2637288889,0.000132533256127,,0,0.0,0.0,0.0,4092300.395,75283807.9233,3540698.0,21.2624199871,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:45:04
2017-04-18 10:50:00,21.305,21.305,21.265,21.275,96544.0,0.00141010575793,21.2719831111,0.000388183195213,,0,0.0,0.0,0.0,2055582.66667,77339390.59,3637242.0,21.2631962872,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:50:01
2017-04-18 10:55:00,21.315,21.345,21.305,21.305,240563.0,0.000469373386529,21.2805864889,0.000404446437027,,0,0.0,0.0,0.0,5129204.09833,82468594.6883,3877805.0,21.2668235479,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:55:00
2017-04-18 11:00:00,21.275,21.315,21.265,21.315,44582.0,-0.00187661271405,21.2794691911,-5.25031478038e-05,,0,0.0,0.0,0.0,948927.87,83417522.5583,3922387.0,21.2670301422,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:00:04
2017-04-18 11:05:00,21.275,21.305,21.275,21.275,59530.0,0.0,21.2785753529,-4.20047236233e-05,,0,0.0,0.0,0.0,1267096.05,84684618.6083,3981917.0,21.2672987931,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:05:01
2017-04-18 11:10:00,21.285,21.295,21.275,21.275,82938.0,0.000470035252644,21.2798602823,6.03860644293e-05,,0,0.0,0.0,0.0,1765335.33,86449953.9383,4064855.0,21.2676599629,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:10:04
2017-04-18 11:15:00,21.285,21.295,21.275,21.285,56227.0,0.0,21.2808882258,4.83059345382e-05,,0,0.0,0.0,0.0,1196791.695,87646745.6333,4121082.0,21.2678965459,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:15:00
2017-04-18 14:15:00,21.385,21.395,21.375,21.375,93531.0,0.00469814423303,21.3017105807,0.000978453277384,,0,,,,,,,,,,,,,,,
