Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-27 09:35:00,14.42,14.595,14.42,14.555,172631.0,0.00936199722607,14.4294834423,0.00217939381137,14.34725,0.0,1,1,1,2507177.55667,2507177.55667,172631.0,14.5233333333,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 09:40:00,14.555,14.565,14.545,14.545,125702.0,-0.000687049124012,14.4525867539,0.00160111840614,14.3660833333,0.0,0,1,1,1829173.60333,4336351.16,298333.0,14.5352715254,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 09:45:00,14.545,14.545,14.475,14.495,71022.0,-0.00343760742523,14.4610694031,0.000586929479753,14.3783611111,0.0,0,0,1,1030174.11,5366525.27,369355.0,14.5294507181,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 09:50:00,14.495,14.535,14.485,14.525,50261.0,0.00206967919972,14.4738555225,0.000884175230975,14.3923267196,0.0,0,0,1,729538.415,6096063.685,419616.0,14.5277198319,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 09:55:00,14.525,14.565,14.505,14.565,28336.0,0.00275387263339,14.492084418,0.00125943605526,14.4087717939,0.0,0,1,1,412147.12,6508210.805,447952.0,14.5288129197,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:00:00,14.565,14.565,14.475,14.475,51607.0,-0.00617919670443,14.4886675344,-0.000235775855183,14.4150792421,0.0,0,0,1,748559.535,7256770.34,499559.0,14.5263529233,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:05:00,14.475,14.48,14.425,14.435,60540.0,-0.00276338514681,14.4779340275,-0.000740820841679,14.4169764571,0.0,0,0,1,874601.2,8131371.54,560099.0,14.5177397924,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:10:00,14.435,14.435,14.415,14.425,78998.0,-0.000692760651195,14.467347222,-0.000731237307891,14.4177406041,0.0,0,0,1,1139546.15,9270917.69,639097.0,14.5062763399,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:15:00,14.425,14.485,14.425,14.485,86513.0,0.00415944540728,14.4708777776,0.000244036141812,14.4241462608,0.0,1,0,1,1251410.545,10522328.235,725610.0,14.5013550461,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:20:00,14.485,14.485,14.445,14.445,50529.0,-0.0027614773904,14.4657022221,-0.000357653184616,14.4261323312,0.0,0,0,1,730565.125,11252893.36,776139.0,14.4985542023,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:25:00,14.445,14.445,14.395,14.395,62887.0,-0.00346140533056,14.4515617777,-0.000977515242605,14.4231673473,0.0,0,0,1,906306.481667,12159199.8417,839026.0,14.4920417742,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:30:00,14.395,14.405,14.365,14.385,214027.0,-0.000694685654741,14.4382494221,-0.000921170717634,14.4195323618,0.0,0,0,1,3078778.395,15237978.2367,1053053.0,14.4702861458,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:35:00,14.385,14.515,14.385,14.515,151842.0,0.00903719151894,14.4535995377,0.00106315628192,14.4286245179,0.0,1,1,1,2197406.81,17435385.0467,1204895.0,14.4704601203,-1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:40:00,14.515,14.575,14.515,14.575,58067.0,0.00413365483982,14.4778796302,0.00167986475584,14.44256504,0.0,1,1,1,845165.185,18280550.2317,1262962.0,14.4743469967,1,0,0,1,0.0,0,0.0,20170427 15:50:03
2017-04-27 10:45:00,14.575,14.575,14.545,14.545,94066.0,-0.00205831903945,14.4913037041,0.000927212707225,14.4523207504,0.0,0,0,1,1369130.63,19649680.8617,1357028.0,14.4799376738,1,0,0,1,0.0,0,0.0,20170427 15:50:03
