Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-27 09:35:00,6.765,6.79,6.705,6.725,51684.0,-0.00591278640059,6.78016612494,-0.00202997014899,6.826,0.0,0,0,0,348350.16,348350.16,51684.0,6.74,1,0,0,1,0.0,0,0.0,20170427 09:40:45
2017-04-27 09:40:00,6.725,6.725,6.695,6.715,40460.0,-0.00148698884758,6.76713289995,-0.00192225747102,6.81542857143,0.0,0,0,0,271554.033333,619904.193333,92144.0,6.72755896568,1,0,0,1,0.0,0,0.0,20170427 09:50:05
2017-04-27 09:45:00,6.715,6.715,6.655,6.675,21878.0,-0.00595681310499,6.74870631996,-0.00272295228469,6.80205442177,0.0,0,0,0,146181.503333,766085.696667,114022.0,6.71875336923,1,0,0,1,0.0,0,0.0,20170427 09:55:06
2017-04-27 09:50:00,6.675,6.715,6.675,6.695,5854.0,0.00299625468165,6.73796505597,-0.0015916034101,6.79185876255,0.0,0,0,0,39192.53,805278.226667,119876.0,6.71759340207,1,0,0,1,0.0,0,0.0,20170427 10:00:02
2017-04-27 09:55:00,6.695,6.715,6.695,6.695,3998.0,0.0,6.72937204478,-0.00127531251983,6.7826341185,0.0,0,0,0,26793.2633333,832071.49,123874.0,6.71707937097,1,0,0,1,0.0,0,0.0,20170427 10:05:05
2017-04-27 10:00:00,6.695,6.695,6.595,6.595,11918.0,-0.0149365197909,6.70249763582,-0.0039935983293,6.76476420245,0.0,0,0,0,78996.4766667,911067.966667,135792.0,6.70929043439,-1,0,0,1,0.0,0,0.0,20170427 10:10:05
2017-04-27 10:10:00,6.635,6.635,6.625,6.625,27436.0,-0.00150715900527,6.67619848693,-0.00191353346547,6.74027183013,0.0,0,0,0,181854.953333,1153444.95333,172368.0,6.69175806027,-1,0,0,1,0.0,0,0.0,20170427 10:15:03
2017-04-27 10:15:00,6.625,6.625,6.585,6.585,18423.0,-0.00603773584906,6.65795878954,-0.00273204839862,6.72548403678,0.0,0,0,0,121561.095,1275006.04833,190791.0,6.6827368604,-1,0,0,1,0.0,0,0.0,20170427 10:20:05
2017-04-27 10:20:00,6.585,6.585,6.575,6.585,15935.0,0.0,6.64336703163,-0.00219162634815,6.71210460471,0.0,0,0,0,104878.858333,1379884.90667,206726.0,6.67494609612,-1,0,0,1,0.0,0,0.0,20170427 10:25:05
2017-04-27 10:25:00,6.585,6.585,6.555,6.555,19221.0,-0.00455580865604,6.62569362531,-0.00266030858182,6.6971422614,0.0,0,0,0,126185.865,1506070.77167,225947.0,6.6655931332,-1,0,0,1,0.0,0,0.0,20170427 10:30:04
2017-04-27 10:30:00,6.555,6.555,6.555,6.555,13079.0,0.0,6.61155490024,-0.00213392376115,6.68360490317,0.0,0,0,0,85732.845,1591803.61667,239026.0,6.65954170955,-1,0,0,1,0.0,0,0.0,20170427 10:35:02
2017-04-27 10:35:00,6.555,6.595,6.555,6.595,45654.0,0.00610221205187,6.6082439202,-0.000500786894897,6.67516634097,0.0,1,0,0,300479.41,1892283.02667,284680.0,6.64705292492,-1,0,0,1,0.0,0,0.0,20170427 10:40:03
2017-04-27 10:40:00,6.595,6.595,6.585,6.585,27027.0,-0.00151630022744,6.60359513616,-0.000703482512947,6.6665790704,0.0,0,0,0,178062.885,2070345.91167,311707.0,6.64196155899,-1,0,0,1,0.0,0,0.0,20170427 10:45:02
2017-04-27 10:45:00,6.585,6.585,6.535,6.545,29380.0,-0.00607441154138,6.59187610893,-0.00177464350701,6.65500011131,0.0,0,0,0,192585.9,2262931.81167,341087.0,6.63447100495,-1,0,0,1,0.0,0,0.0,20170427 10:50:04
2017-04-27 10:50:00,6.545,6.545,6.505,6.505,25519.0,-0.0061115355233,6.57450088714,-0.00263585381429,6.64071438642,0.0,0,0,0,166341.348333,2429273.16,366606.0,6.62638680218,-1,0,0,1,0.0,0,0.0,20170427 10:55:03
2017-04-27 10:55:00,6.505,6.505,6.455,6.455,157115.0,-0.00768639508071,6.55060070971,-0.0036352839308,6.623027302,0.0,0,0,0,1016795.90833,3446069.06833,523721.0,6.57997114558,-1,0,0,1,0.0,0,0.0,20170427 11:00:04
2017-04-27 11:00:00,6.455,6.455,6.435,6.435,21361.0,-0.00309837335399,6.52748056777,-0.0035294689704,6.60511993991,0.0,0,0,0,137600.441667,3583669.51,545082.0,6.57455118679,-1,0,0,1,0.0,0,0.0,20170427 11:05:05
2017-04-27 11:05:00,6.435,6.45,6.425,6.445,62065.0,0.001554001554,6.51098445422,-0.00252717926659,6.58987042182,0.0,0,0,0,399698.6,3983368.11,607147.0,6.56079682515,-1,0,0,1,0.0,0,0.0,20170427 11:10:05
2017-04-27 11:10:00,6.445,6.485,6.445,6.475,52828.0,0.00465477114042,6.50378756337,-0.00110534603389,6.57893038165,0.0,1,0,0,341709.113333,4325077.22333,659975.0,6.55339554276,-1,0,0,1,0.0,0,0.0,20170427 11:15:01
