Date,Open,High,Low,Close,Volume,TotalVolume,EMA,VP,TotalVP,VWAP,EMA>VWAP
2017-03-09 19:55:00,138.8,138.81,138.8,138.81,280.0,19783822.0,138.77664239,38865.8666667,2736577724.33,138.32401668,1.0
2017-03-09 20:00:00,138.82,138.85,138.82,138.85,8748.0,19792570.0,138.791313912,1214572.32,2737792296.65,138.324244737,1.0
2017-03-10 04:20:00,139.29,139.29,139.29,139.29,460.0,19793030.0,138.89105113,64073.4,2737856370.05,138.324267181,1.0
2017-03-10 04:25:00,139.3,139.3,139.3,139.3,400.0,19793430.0,138.972840904,55720.0,2737912090.05,138.3242869,1.0
2017-03-10 04:45:00,139.3,139.3,139.3,139.3,214.0,19793644.0,139.038272723,29810.2,2737941900.25,138.324297449,1.0
2017-03-10 05:30:00,139.38,139.38,139.38,139.38,200.0,19793844.0,139.106618178,27876.0,2737969776.25,138.324308116,1.0
2017-03-10 05:45:00,139.3,139.3,139.3,139.3,400.0,19794244.0,139.145294543,55720.0,2738025496.25,138.324327832,1.0
2017-03-10 06:05:00,139.32,139.32,139.32,139.32,800.0,19795044.0,139.180235634,111456.0,2738136952.25,138.324368071,1.0
2017-03-10 06:10:00,139.31,139.31,139.31,139.31,160.0,19795204.0,139.206188507,22289.6,2738159241.85,138.324376038,1.0
2017-03-10 06:20:00,139.4,139.4,139.4,139.4,100.0,19795304.0,139.244950806,13940.0,2738173181.85,138.324381472,1.0
2017-03-10 06:25:00,139.35,139.35,139.35,139.35,2000.0,19797304.0,139.265960645,278700.0,2738451881.85,138.324485084,1.0
2017-03-10 06:30:00,139.35,139.35,139.35,139.35,556.0,19797860.0,139.282768516,77478.6,2738529360.45,138.324513884,1.0
2017-03-10 06:50:00,139.35,139.35,139.35,139.35,331.0,19798191.0,139.296214813,46124.85,2738575485.3,138.324531029,1.0
2017-03-10 07:00:00,139.35,139.35,139.35,139.35,500.0,19798691.0,139.30697185,69675.0,2738645160.3,138.324556926,1.0
2017-03-10 07:05:00,139.31,139.37,139.31,139.31,2283.0,19800974.0,139.30757748,318090.39,2738963250.69,138.324672851,1.0
2017-03-10 07:15:00,139.17,139.17,139.17,139.17,150.0,19801124.0,139.280061984,20875.5,2738984126.19,138.324679255,1.0
2017-03-10 07:20:00,139.28,139.29,139.15,139.29,3206.0,19804330.0,139.282049587,446414.126667,2739430540.31,138.32482797,1.0
2017-03-10 07:25:00,139.29,139.31,139.29,139.31,1048.0,19805378.0,139.28763967,145989.893333,2739576530.21,138.324879748,1.0
