Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,ClosePC>0.003,EMA9,EMA9PC,EMA9PC>0.001,EMA20,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-10 09:35:00,7.98,8.19,7.91,8.1001,903208.0,903208.0,0.0150501253133,1,7.9957681751,0.00327277119599,1,7.964505,1,7285907.9736,7285907.9736,8.0667,-1,1,0,1,0
2017-03-10 09:40:00,8.114,8.25,8.11,8.2128,776262.0,1679470.0,0.0139134084764,1,8.03917454008,0.00542866726871,1,7.98815214286,1,6358310.2912,13644218.2648,8.12412145784,-1,1,1,1,1
2017-03-10 09:45:00,8.2056,8.38,8.16,8.34,700016.0,2379486.0,0.0154880187025,1,8.09933963206,0.00748398877078,1,8.02166146259,1,5805466.02667,19449684.2915,8.1739015449,-1,1,1,1,1
2017-03-10 09:50:00,8.36,8.55,8.3548,8.4399,1315563.0,3695049.0,0.0119784172662,1,8.16745170565,0.00840958358108,1,8.06149370424,1,11114183.1887,30563867.4802,8.27157298325,-1,1,1,1,1
2017-03-10 09:55:00,8.42,8.4304,8.18,8.2699,843245.0,4538294.0,-0.020142418749,0,8.18794136452,0.00250869666677,1,8.08134192289,1,6993396.19117,37557263.6713,8.27563478068,-1,0,1,1,1
2017-03-10 10:00:00,8.26,8.4099,8.26,8.3399,389196.0,4927490.0,0.00846443125068,1,8.21833309162,0.00371176657757,1,8.10596650166,1,3244571.3736,40801835.0449,8.28045009628,-1,1,1,1,1
2017-03-10 10:05:00,8.3244,8.35,8.19,8.2899,575817.0,5503307.0,-0.00599527572273,0,8.23264647329,0.0017416404905,1,8.12348397769,1,4765826.1761,45567661.221,8.28005074422,-1,0,1,1,1
2017-03-10 10:10:00,8.2779,8.4,8.24,8.2493,327285.0,5830592.0,-0.00489752590502,0,8.23597717863,0.000404572861498,0,8.13546645601,1,2715298.1835,48282959.4045,8.28097033792,-1,0,1,1,1
2017-03-10 10:15:00,8.2408,8.25,8.06,8.12,701540.0,6532132.0,-0.0156740571927,0,8.21278174291,-0.00281635502671,0,8.1339934602,1,5712874.06667,53995833.4712,8.26618835492,-1,0,1,1,1
2017-03-10 10:20:00,8.126,8.22,8.11,8.1891,285645.0,6817777.0,0.00850985221675,1,8.20804539433,-0.000576704547834,0,8.13924170208,1,2334586.1065,56330419.5777,8.26228543082,-1,0,1,1,1
2017-03-10 10:25:00,8.18,8.22,8.14,8.21,104038.0,6921815.0,0.00255217301047,0,8.20843631546,4.76265805096e-05,0,8.1459805876,1,852071.22,57182490.7977,8.26119894821,-1,0,1,1,1
2017-03-10 10:30:00,8.22,8.22,8.07,8.1,247802.0,7169617.0,-0.0133982947625,0,8.18674905237,-0.0026420699703,0,8.14160148402,1,2014630.26,59197121.0577,8.25666434591,-1,0,1,1,1
2017-03-10 10:35:00,8.0819,8.09,7.91,7.95,846776.0,8016393.0,-0.0185185185185,0,8.13939924189,-0.00578371343385,0,8.12335372364,1,6760095.06667,65957216.1244,8.22779224077,-1,0,1,1,1
2017-03-10 10:40:00,7.9499,8.1,7.9301,8.0831,287974.0,8304367.0,0.0167421383648,1,8.12813939352,-0.00138337585421,0,8.11952003567,1,2314658.21893,68271874.3433,8.22120148872,-1,0,1,1,1
2017-03-10 10:45:00,8.0744,8.19,8.05,8.16,284772.0,8589139.0,0.00951367668345,1,8.13451151481,0.000783958171522,0,8.12337527037,1,2316145.6,70588019.9433,8.21828822927,-1,0,1,1,1
2017-03-10 10:50:00,8.15,8.25,8.1247,8.1247,266227.0,8855366.0,-0.00432598039216,0,8.13254921185,-0.000241231813241,0,8.1235014351,1,2174133.92127,72762153.8646,8.21673027005,-1,0,1,1,1
2017-03-10 10:55:00,8.1238,8.161,8.08,8.161,141051.0,8996417.0,0.00446785727473,1,8.13823936948,0.000699676999393,0,8.12707272699,1,1147308.834,73909462.6986,8.21543317729,-1,0,1,1,1
2017-03-10 11:00:00,8.17,8.25,8.166,8.23,219006.0,9215423.0,0.00845484621983,1,8.15659149558,0.00225504869921,1,8.13687532442,1,1799207.292,75708669.9906,8.21543080449,-1,1,1,1,1
2017-03-10 11:05:00,8.22,8.24,8.17,8.22,97222.0,9312645.0,-0.00121506682868,0,8.16927319647,0.00155477945537,1,8.14479196019,1,798192.62,76506862.6106,8.21537410806,-1,0,1,1,1
2017-03-10 11:10:00,8.22,8.33,8.21,8.2532,311608.0,9624253.0,0.00403892944039,1,8.18605855717,0.00205469450009,1,8.15511653541,1,2575253.1552,79082115.7658,8.2169614375,-1,1,1,1,1
2017-03-10 11:15:00,8.2501,8.38,8.24,8.34,248735.0,9872988.0,0.0105171327485,1,8.21684684574,0.00376106380747,1,8.17272448442,1,2069475.2,81151590.9658,8.21955733824,-1,1,1,1,1
2017-03-10 11:20:00,8.332,8.35,8.21,8.25,285291.0,10158279.0,-0.0107913669065,0,8.22347747659,0.00080695563355,0,8.18008405733,1,2359356.57,83510947.5358,8.22097399921,1,0,1,1,1
2017-03-10 11:25:00,8.255,8.34,8.24,8.2702,171456.0,10329735.0,0.00244848484848,0,8.23282198127,0.00113632033508,1,8.18866652806,1,1420238.6304,84931186.1662,8.22201016446,1,0,1,1,1
2017-03-10 11:30:00,8.28,8.3,8.15,8.23,308262.0,10637997.0,-0.00486082561486,0,8.23225758502,-6.85544101263e-05,0,8.1926030492,1,2535968.72,87467154.8862,8.22214509801,1,0,1,1,1
2017-03-10 11:35:00,8.23,8.33,8.2,8.33,130336.0,10768333.0,0.0121506682868,1,8.25180606801,0.00237461993802,1,8.20568847308,1,1080050.98667,88547205.8728,8.22292604369,1,1,1,1,1
2017-03-10 11:40:00,8.325,8.34,8.26,8.3,143151.0,10911484.0,-0.00360144057623,0,8.26144485441,0.00116808203169,1,8.21467052327,1,1188153.3,89735359.1728,8.22393719982,1,0,1,1,1
2017-03-10 11:45:00,8.31,8.31,8.26,8.28,47533.0,10959017.0,-0.00240963855422,0,8.26515588353,0.000449198558248,0,8.22089237819,1,393731.683333,90129090.8562,8.22419482114,1,0,1,1,1
2017-03-10 11:50:00,8.28,8.33,8.23,8.25,132004.0,11091021.0,-0.0036231884058,0,8.26212470682,-0.00036674162576,0,8.22366453265,1,1091673.08,91220763.9362,8.22473998888,1,0,1,1,1
2017-03-10 11:55:00,8.25,8.32,8.21,8.25,154394.0,11245415.0,0.0,0,8.25969976546,-0.00029350093962,0,8.2261726724,1,1275294.44,92496058.3762,8.22522409143,1,0,1,1,1
2017-03-10 12:00:00,8.27,8.29,8.24,8.27,78627.0,11324042.0,0.00242424242424,0,8.26175981237,0.000249409417622,0,8.2303467036,1,649983.2,93146041.5762,8.22551184252,1,0,1,1,1
2017-03-10 12:05:00,8.26,8.45,8.26,8.44,450839.0,11774881.0,0.0205562273277,1,8.29740784989,0.00431482375864,1,8.25031368421,1,3779533.61667,96925575.1928,8.23155454334,1,1,1,1,1
2017-03-10 12:10:00,8.44,8.44,8.36,8.39,327355.0,12102236.0,-0.00592417061611,0,8.31592627991,0.0022318331648,1,8.26361714286,1,2748690.81667,99674266.0095,8.23602068324,1,0,1,1,1
