,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-01 11:15:00,250.6724,250.99,250.301,250.6399,44500.0,-0.000129651289891,250.794806925,-0.000154392160586,250.913375213,0.0,0.0,0.0,0.0,11153641.6833,567344594.737,2249900.0,252.164360521,-1.0,0.0,0.0,1.0,0.0
2017-03-01 11:20:00,250.6176,250.67,249.93,250.36,76100.0,-0.00111674158823,250.70784554,-0.000346743164395,250.860672812,0.0,0.0,0.0,0.0,19049352.0,586393946.737,2326000.0,252.104018373,-1.0,0.0,0.0,1.0,0.0
2017-03-01 11:25:00,250.36,250.5,250.0,250.37,46000.0,3.99424828248e-05,250.640276432,-0.000269513336641,250.813942068,0.0,0.0,0.0,0.0,11513340.0,597907286.737,2372000.0,252.068839265,-1.0,0.0,0.0,1.0,0.0
2017-03-01 11:30:00,250.31,250.3499,249.97,250.17,32700.0,-0.00079881774973,250.546221146,-0.000375260064814,250.752614252,0.0,0.0,0.0,0.0,8180339.91,606087626.647,2404700.0,252.042927037,-1.0,0.0,0.0,1.0,0.0
2017-03-01 11:35:00,250.2173,250.9774,250.18,250.9495,39800.0,0.00311588120078,250.626876916,0.000321919726142,250.771365275,0.0,1.0,0.0,0.0,9977951.54,616065578.187,2444500.0,252.021099688,-1.0,0.0,0.0,1.0,0.0
2017-03-01 11:40:00,250.9495,250.95,250.4,250.45,37000.0,-0.00199044030771,250.591501533,-0.00014114760443,250.740759059,0.0,0.0,0.0,0.0,9272200.0,625337778.187,2481500.0,251.999910613,-1.0,0.0,0.0,1.0,0.0
2017-03-01 11:45:00,250.4721,250.4721,250.0805,250.4716,40100.0,8.6244759433e-05,250.567521227,-9.56948119917e-05,250.715124863,0.0,0.0,0.0,0.0,10038690.14,635376468.327,2521600.0,251.97353598,-1.0,0.0,0.0,1.0,0.0
2017-03-01 11:50:00,250.4716,251.25,250.4716,251.12,54400.0,0.00258871664492,250.678016981,0.000440981952323,250.7536844,0.0,0.0,0.0,0.0,13651527.68,649027996.007,2576000.0,251.951861804,-1.0,0.0,0.0,1.0,0.0
2017-03-01 11:55:00,251.1454,251.82,251.0983,251.64,60900.0,0.00207072316024,250.870413585,0.000767504889644,250.838095409,1.0,0.0,0.0,1.0,15317533.49,664345529.497,2636900.0,251.941874738,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:00:00,251.64,251.66,251.11,251.11,44400.0,-0.00210618343666,250.918330868,0.000191004121701,250.863991084,0.0,0.0,0.0,1.0,11157424.0,675502953.497,2681300.0,251.931135455,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:05:00,251.11,251.49,251.09,251.1801,33200.0,0.000279160527259,250.970684694,0.000208648870829,250.894096695,0.0,0.0,0.0,1.0,8341611.77333,683844565.27,2714500.0,251.922845927,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:10:00,251.1801,251.74,251.1801,251.6999,24700.0,0.00206943145576,251.116527756,0.00058111592317,250.970839867,0.0,0.0,0.0,1.0,6213038.0,690057603.27,2739200.0,251.919393717,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:15:00,251.7,252.1999,251.7,252.1999,54300.0,0.00198649264461,251.333202204,0.00086284423744,251.087893213,0.0,0.0,0.0,1.0,13685406.38,703743009.65,2793500.0,251.921607177,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:20:00,252.1999,252.25,251.8471,252.0,67200.0,-0.000792625215157,251.466561764,0.000530608602247,251.174760526,0.0,0.0,0.0,1.0,16936575.04,720679584.69,2860700.0,251.924209001,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:25:00,252.0,252.43,251.919,252.3597,86100.0,0.00142738095238,251.645189411,0.000710343538494,251.287611905,0.0,0.0,0.0,1.0,21717539.69,742397124.38,2946800.0,251.93332577,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:30:00,252.43,252.43,252.04,252.11,23300.0,-0.000989460678547,251.738151529,0.000369417424805,251.36593458,0.0,0.0,0.0,1.0,5876104.66667,748273229.047,2970100.0,251.935365492,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:35:00,252.11,252.205,251.57,251.87,41600.0,-0.000951965411923,251.764521223,0.000104750488193,251.413940811,0.0,0.0,0.0,1.0,10478277.3333,758751506.38,3011700.0,251.934623761,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:40:00,251.87,252.48,251.87,252.35,48800.0,0.0019057450272,251.881616978,0.000465100304232,251.503089305,0.0,0.0,0.0,1.0,12308986.6667,771060493.047,3060500.0,251.939386717,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:45:00,252.35,252.6799,252.1701,252.2,45200.0,-0.000594412522291,251.945293583,0.000252803698405,251.569461752,0.0,0.0,0.0,1.0,11406220.0,782466713.047,3105700.0,251.945362735,-1.0,0.0,0.0,1.0,0.0
2017-03-01 12:50:00,252.2,252.47,252.12,252.31,26800.0,0.000436161776368,252.018234866,0.000289512387506,251.639989204,0.0,0.0,0.0,1.0,6761640.0,789228353.047,3132500.0,251.948396823,1.0,0.0,0.0,1.0,0.0
2017-03-01 12:55:00,252.31,252.31,251.9,251.9717,106400.0,-0.00134081090722,252.008927893,-3.69297611826e-05,251.671580709,0.0,0.0,0.0,1.0,26819244.2933,816047597.34,3238900.0,251.952081676,1.0,0.0,0.0,1.0,0.0
2017-03-01 13:00:00,251.96,252.02,251.65,251.65,29300.0,-0.00127673068047,251.937142314,-0.000284853315246,251.669525403,0.0,0.0,0.0,1.0,7376958.66667,823424556.007,3268200.0,251.950479165,-1.0,0.0,0.0,1.0,0.0
2017-03-01 13:05:00,251.65,251.75,251.58,251.6582,14300.0,3.25849393998e-05,251.881353851,-0.0002214380236,251.668446793,0.0,0.0,0.0,1.0,3598777.08667,827023333.093,3282500.0,251.949225619,-1.0,0.0,0.0,1.0,0.0
2017-03-01 13:10:00,251.6582,251.86,251.4478,251.4478,41300.0,-0.000836054616937,251.794643081,-0.000344252438565,251.647432813,0.0,0.0,0.0,1.0,10390468.76,837413801.853,3323800.0,251.944702405,-1.0,0.0,0.0,1.0,0.0
2017-03-01 13:15:00,251.4478,251.64,251.428,251.5,21800.0,0.000207597759853,251.735714465,-0.00023403443184,251.633391593,0.0,0.0,0.0,1.0,5483194.13333,842896995.987,3345600.0,251.941952411,-1.0,0.0,0.0,1.0,0.0
2017-03-01 13:20:00,251.5,252.1,251.5,251.9412,30900.0,0.00175427435388,251.776811572,0.000163254971986,251.662706679,0.0,0.0,0.0,1.0,7782074.36,850679070.347,3376500.0,251.941084065,-1.0,0.0,0.0,1.0,0.0
2017-03-01 13:25:00,251.9412,252.1,251.78,251.8233,18200.0,-0.000467966335002,251.786109258,3.69282840316e-05,251.678001281,0.0,0.0,0.0,1.0,4584600.02,855263670.367,3394700.0,251.940869699,-1.0,0.0,0.0,1.0,0.0
2017-03-01 13:30:00,251.8515,252.37,251.76,252.2596,31200.0,0.00173256406377,251.880807406,0.000376105531665,251.733391635,0.0,0.0,0.0,1.0,7866451.84,863130122.207,3425900.0,251.942590912,-1.0,0.0,0.0,1.0,0.0
2017-03-01 13:35:00,252.2596,252.58,252.22,252.36,30800.0,0.000398002692464,251.976645925,0.000380491549863,251.793068622,0.0,0.0,0.0,1.0,7773509.33333,870903631.54,3456700.0,251.94654773,1.0,0.0,0.0,1.0,0.0
2017-03-01 13:40:00,252.36,252.5,252.25,252.25,21400.0,-0.000435885243303,252.03131674,0.000216967786169,251.836585896,0.0,0.0,0.0,1.0,5399933.33333,876303564.873,3478100.0,251.948927539,1.0,0.0,0.0,1.0,0.0
2017-03-01 13:45:00,252.25,252.41,252.0,252.1282,24100.0,-0.000482854311199,252.050693392,7.68819219636e-05,251.864358668,0.0,0.0,0.0,1.0,6077523.54,882381088.413,3502200.0,251.95051351,1.0,0.0,0.0,1.0,0.0
2017-03-01 13:50:00,252.1282,252.38,252.07,252.3498,22400.0,0.000878917947298,252.110514714,0.000237338452895,251.910591176,0.0,0.0,0.0,1.0,5650771.84,888031860.253,3524600.0,251.952522344,1.0,0.0,0.0,1.0,0.0
2017-03-01 13:55:00,252.3498,252.42,252.14,252.2855,19300.0,-0.000254805036501,252.145511771,0.000138816333529,251.946296778,0.0,0.0,0.0,1.0,4869039.38333,892900899.637,3543900.0,251.954315764,1.0,0.0,0.0,1.0,0.0
2017-03-01 14:00:00,252.2855,252.4688,252.2,252.34,12100.0,0.000216025098549,252.184409417,0.000154266659613,251.983792323,0.0,0.0,0.0,1.0,3053268.82667,895954168.463,3556000.0,251.955615428,1.0,0.0,0.0,1.0,0.0
2017-03-01 14:05:00,252.34,252.37,251.731,251.8,35400.0,-0.00213996988191,252.107527533,-0.000304863744384,251.966288292,0.0,0.0,0.0,1.0,8919631.8,904873800.263,3591400.0,251.955727645,1.0,0.0,0.0,1.0,0.0
2017-03-01 14:10:00,251.8,251.98,251.56,251.63,20200.0,-0.000675138999206,252.012022027,-0.000378828461009,251.934260836,0.0,0.0,0.0,1.0,5084811.33333,909958611.597,3611600.0,251.954427843,1.0,0.0,0.0,1.0,0.0
2017-03-01 14:15:00,251.63,251.8,251.52,251.8,15300.0,0.000675595119819,251.969617621,-0.000168263422476,251.92147409,0.0,0.0,0.0,1.0,3851112.0,913809723.597,3626900.0,251.953382667,1.0,0.0,0.0,1.0,0.0
2017-03-01 14:20:00,251.8,251.92,251.538,251.67,49200.0,-0.000516282764099,251.909694097,-0.000237820435776,251.897524176,0.0,0.0,0.0,1.0,12384099.2,926193822.797,3676100.0,251.950116372,-1.0,0.0,0.0,1.0,0.0
2017-03-01 14:25:00,251.67,251.71,251.22,251.44,21900.0,-0.000913895180196,251.815755278,-0.00037290672655,251.853950445,-1.0,0.0,0.0,0.0,5506901.0,931700723.797,3698000.0,251.947194104,-1.0,0.0,0.0,1.0,0.0
2017-03-01 14:30:00,251.44,251.69,251.26,251.51,41400.0,0.000278396436526,251.754604222,-0.000242840466682,251.82119326,0.0,0.0,0.0,0.0,10411548.0,942112271.797,3739400.0,251.942095469,-1.0,0.0,0.0,1.0,0.0
2017-03-01 14:35:00,251.51,251.81,251.38,251.4147,19700.0,-0.000378911375293,251.686623378,-0.000270028207165,251.782479616,0.0,0.0,0.0,0.0,4955237.53,947067509.327,3759100.0,251.939961514,-1.0,0.0,0.0,1.0,0.0
2017-03-01 14:40:00,251.3555,251.5,250.8,250.8,46200.0,-0.00244496443525,251.509298702,-0.000704545490576,251.688910129,0.0,0.0,0.0,0.0,11597740.0,958665249.327,3805300.0,251.928954176,-1.0,0.0,0.0,1.0,0.0
2017-03-01 14:45:00,250.8,251.0,250.6163,250.8,39600.0,0.0,251.367438962,-0.000564033779917,251.604252021,0.0,0.0,0.0,0.0,9931895.16,968597144.487,3844900.0,251.917382633,-1.0,0.0,0.0,1.0,0.0
2017-03-01 14:50:00,250.8653,251.0775,250.7,250.78,43700.0,-7.9744816587e-05,251.249951169,-0.000467394634843,251.525751829,0.0,0.0,0.0,0.0,10962254.25,979559398.737,3888600.0,251.905415506,-1.0,0.0,0.0,1.0,0.0
2017-03-01 14:55:00,250.77,251.08,250.65,250.94,20800.0,0.000638009410639,251.187960936,-0.00024672734696,251.46996594,0.0,0.0,0.0,0.0,5218512.0,984777910.737,3909400.0,251.900012978,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:00:00,250.94,251.38,250.85,251.2268,27100.0,0.0011429026859,251.195728748,3.09243041359e-05,251.446807279,0.0,0.0,0.0,0.0,6806226.42667,991584137.163,3936500.0,251.894865277,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:05:00,251.2268,251.49,251.02,251.19,26300.0,-0.000146481187517,251.194582999,-4.56118297198e-06,251.422349443,0.0,0.0,0.0,0.0,6607436.66667,998191573.83,3962800.0,251.890474874,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:10:00,251.11,251.23,250.63,250.7546,53500.0,-0.00173334925753,251.106586399,-0.000350312489601,251.358754258,0.0,0.0,0.0,0.0,13421627.0333,1011613200.86,4016300.0,251.876901841,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:15:00,250.7546,250.9625,250.5,250.8,36600.0,0.000181053508091,251.045269119,-0.000244188257564,251.305539567,0.0,0.0,0.0,0.0,9177602.5,1020790803.36,4052900.0,251.866762901,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:20:00,250.8,250.98,250.7101,250.9628,29700.0,0.000649122807017,251.028775295,-6.57005961289e-05,251.272897703,0.0,0.0,0.0,0.0,7451263.71,1028242067.07,4082600.0,251.859615704,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:25:00,250.94,250.99,250.76,250.97,23600.0,2.86895109554e-05,251.017020236,-4.68275362271e-05,251.244050303,0.0,0.0,0.0,0.0,5921397.33333,1034163464.41,4106200.0,251.854138719,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:30:00,251.0,251.0,250.27,250.285,37300.0,-0.00272940988963,250.870616189,-0.000583243507223,251.152712179,0.0,0.0,0.0,0.0,9344333.83333,1043507798.24,4143500.0,251.84211373,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:35:00,250.285,250.33,249.85,249.9,96000.0,-0.0015382463991,250.676492951,-0.000773798226166,251.033406257,0.0,0.0,0.0,0.0,24002560.0,1067510358.24,4239500.0,251.80100442,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:40:00,249.86,250.5792,249.81,250.31,62200.0,0.00164065626251,250.603194361,-0.000292403126358,250.964510423,0.0,0.0,0.0,0.0,15564496.7467,1083074854.99,4301700.0,251.778332982,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:45:00,250.31,250.9625,250.31,250.71,49400.0,0.00159801845711,250.624555489,8.52388488493e-05,250.940271335,0.0,0.0,0.0,0.0,12382645.1667,1095457500.15,4351100.0,251.765645504,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:50:00,250.69,250.85,250.35,250.4915,67700.0,-0.000871524869371,250.597944391,-0.000106179131984,250.897531208,0.0,0.0,0.0,0.0,16963171.5167,1112420671.67,4418800.0,251.747232658,-1.0,0.0,0.0,1.0,0.0
2017-03-01 15:55:00,250.4915,250.94,250.33,250.5,108300.0,3.39332871575e-05,250.578355513,-7.8168551032e-05,250.859671093,0.0,0.0,0.0,0.0,27138897.0,1139559568.67,4527100.0,251.719548645,-1.0,0.0,0.0,1.0,0.0
2017-03-01 16:00:00,250.52,250.53,249.85,250.02,183800.0,-0.00191616766467,250.46668441,-0.000445653425792,250.779702418,0.0,0.0,0.0,0.0,45974506.6667,1185534075.34,4710900.0,251.657661028,-1.0,0.0,0.0,1.0,0.0
2017-03-02 09:35:00,249.71,252.73,248.27,250.9,313300.0,0.00351971842253,250.548163239,0.000351190283896,250.76327,0.0,1.0,0.0,0.0,78523423.3333,78523423.3333,313300.0,250.633333333,-1.0,0.0,0.0,1.0,0.0
2017-03-02 09:40:00,250.97,253.28,250.87,251.88,193800.0,0.00390593862096,250.814530591,0.00106313831516,250.869625238,0.0,1.0,1.0,0.0,48839538.0,127362961.333,507100.0,251.159458358,-1.0,0.0,0.0,1.0,0.0
2017-03-02 09:45:00,251.88,252.94,251.66,252.2,94900.0,0.00127044624424,251.091624473,0.00110477603132,250.996327596,1.0,0.0,1.0,1.0,23940106.6667,151303068.0,602000.0,251.334,-1.0,0.0,0.0,1.0,0.0
2017-03-02 09:50:00,252.2,252.2599,250.61,250.87,98800.0,-0.00527359238699,251.047299579,-0.000176528766057,250.984296397,0.0,0.0,0.0,1.0,24823167.3733,176126235.373,700800.0,251.321682896,-1.0,0.0,0.0,1.0,0.0
2017-03-02 09:55:00,250.87,251.39,250.65,251.09,69800.0,0.000876948220194,251.055839663,3.40178297311e-05,250.994363407,0.0,0.0,0.0,1.0,17522824.6667,193649060.04,770600.0,251.296470335,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:00:00,251.09,252.0,251.0001,251.51,84200.0,0.00167270699749,251.14667173,0.000361800257485,251.043471654,0.0,0.0,0.0,1.0,21176583.4733,214825643.513,854800.0,251.316850156,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:05:00,251.51,251.55,250.1,250.32,70900.0,-0.00473142220985,250.981337384,-0.000658317886175,250.974569591,0.0,0.0,0.0,1.0,17771557.6667,232597201.18,925700.0,251.266286248,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:10:00,250.32,251.03,250.32,250.58,70900.0,0.00103867050176,250.901069907,-0.000319814523579,250.936991535,-1.0,0.0,0.0,0.0,17770612.3333,250367813.513,996600.0,251.221968205,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:15:00,250.5701,250.7162,250.21,250.5047,41500.0,-0.000300502833426,250.821795926,-0.000315957128056,250.895820913,0.0,0.0,0.0,0.0,10394794.1167,260762607.63,1038100.0,251.192185367,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:20:00,250.5443,251.24,250.498,250.96,50100.0,0.00181753076888,250.849436741,0.000110201008324,250.901933207,0.0,0.0,0.0,0.0,12570056.6,273332664.23,1088200.0,251.178702656,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:25:00,250.96,250.96,250.47,250.73,33300.0,-0.000916480714058,250.825549393,-9.52258392678e-05,250.885558616,0.0,0.0,0.0,0.0,8348976.0,281681640.23,1121500.0,251.165082684,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:30:00,250.73,250.91,250.416,250.7,36100.0,-0.000119650620189,250.800439514,-0.000100108934579,250.867886366,0.0,0.0,0.0,0.0,9049379.53333,290731019.763,1157600.0,251.149809747,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:35:00,250.65,250.81,250.3401,250.5892,37000.0,-0.000441962504986,250.758191611,-0.000168452267842,250.841344808,0.0,0.0,0.0,0.0,9271451.36667,300002471.13,1194600.0,251.132153968,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:40:00,250.6309,251.0493,250.36,250.9226,39600.0,0.00133046436159,250.791073289,0.000131129027288,250.849083397,0.0,0.0,0.0,0.0,9930781.08,309933252.21,1234200.0,251.120768279,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:45:00,250.9226,251.73,250.88,251.57,61100.0,0.00258007847838,250.946858631,0.000621175786512,250.917742122,1.0,0.0,0.0,1.0,15360132.6667,325293384.877,1295300.0,251.13362532,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:50:00,251.57,251.57,251.1,251.3172,31400.0,-0.00100488929523,251.020926905,0.000295155213994,250.955785729,0.0,0.0,0.0,1.0,7891732.69333,333185117.57,1326700.0,251.138250976,-1.0,0.0,0.0,1.0,0.0
2017-03-02 10:55:00,251.37,251.679,251.24,251.6167,51500.0,0.00119172106008,251.140081524,0.000474680021612,251.018729945,0.0,0.0,0.0,1.0,12952862.85,346137980.42,1378200.0,251.152213336,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:00:00,251.6167,251.68,251.011,251.011,43800.0,-0.00240723290624,251.114265219,-0.000102796433913,251.01799376,0.0,0.0,0.0,1.0,11004049.2,357142029.62,1422000.0,251.154732504,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:05:00,251.011,251.1,250.5,250.77,57400.0,-0.000960117285697,251.045412175,-0.000274190093401,250.994375307,0.0,0.0,0.0,1.0,14395346.0,371537375.62,1479400.0,251.14058106,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:10:00,250.77,250.81,249.5,249.8341,78500.0,-0.00373210511624,250.80314974,-0.000965014389104,250.883872897,-1.0,0.0,0.0,0.0,19628770.6167,391166146.237,1557900.0,251.08552939,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:15:00,249.8341,249.95,248.78,249.67,94900.0,-0.000656835876288,250.576519792,-0.000903616833716,250.768265954,0.0,0.0,0.0,0.0,23674386.6667,414840532.903,1652800.0,250.992577991,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:20:00,249.67,249.732,249.21,249.397,43700.0,-0.00109344334522,250.340615834,-0.00094144478756,250.637669196,0.0,0.0,0.0,0.0,10900804.7667,425741337.67,1696500.0,250.952748406,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:25:00,249.397,249.59,249.16,249.5,28100.0,0.000412996146706,250.172492667,-0.000671577667071,250.529319749,0.0,0.0,0.0,0.0,7008608.33333,432749946.003,1724600.0,250.927720053,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:30:00,249.5,249.52,249.37,249.43,17600.0,-0.000280561122245,250.023994134,-0.000593584577667,250.42462263,0.0,0.0,0.0,0.0,4390144.0,437140090.003,1742200.0,250.912690853,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:35:00,249.43,249.68,248.96,249.094,39200.0,-0.00134707132262,249.837995307,-0.000743923907653,250.297896665,0.0,0.0,0.0,0.0,9770390.93333,446910480.937,1781400.0,250.875985706,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:40:00,249.094,249.18,248.65,248.85,35700.0,-0.000979549888797,249.640396246,-0.000790908769243,250.160001745,0.0,0.0,0.0,0.0,8885492.0,455795972.937,1817100.0,250.83703315,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:45:00,248.85,249.33,248.81,249.12,39300.0,0.00108499095841,249.536316996,-0.000416916695647,250.06095396,0.0,0.0,0.0,0.0,9789106.0,465585078.937,1856400.0,250.79997788,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:50:00,249.12,249.39,249.04,249.12,17100.0,0.0,249.453053597,-0.000333672470141,249.971339297,0.0,0.0,0.0,0.0,4261035.0,469846113.937,1873500.0,250.785222277,-1.0,0.0,0.0,1.0,0.0
2017-03-02 11:55:00,249.135,249.36,249.03,249.225,19900.0,0.000421483622351,249.407442878,-0.000182842898766,249.900259364,0.0,0.0,0.0,0.0,4959179.5,474805293.437,1893400.0,250.768613836,-1.0,0.0,0.0,1.0,0.0
2017-03-02 12:00:00,249.225,249.324,249.0,249.19,19200.0,-0.000140435349584,249.363954302,-0.000174367593199,249.832615615,0.0,0.0,0.0,0.0,4784089.6,479589383.037,1912600.0,250.752579231,-1.0,0.0,0.0,1.0,0.0
2017-03-02 12:05:00,249.2196,249.27,248.86,249.27,30900.0,0.000321040170151,249.345163442,-7.53551590287e-05,249.779033175,0.0,0.0,0.0,0.0,7698220.0,487287603.037,1943500.0,250.726834596,-1.0,0.0,0.0,1.0,0.0
