,Close,High,Low,Open,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-12 09:35:00,23.66,23.73,23.55,23.7,73967.0,0.00254237288136,1,1,23.88,-1,23.7473561859,-0.000918796209146,23.82375,0.0,0,0,0,1749072.99333,1749072.99333,73967.0,23.6466666667,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 09:40:00,23.49,23.7,23.445,23.67,84570.0,-0.00718512256974,0,0,23.8536,-1,23.6958849487,-0.00216745126389,23.7919642857,0.0,0,0,0,1991200.65,3740273.64333,158537.0,23.5924335854,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 09:45:00,23.47,23.54,23.415,23.49,95895.0,-0.000851426138782,0,0,23.804568,-1,23.650707959,-0.00190653313185,23.7613010204,0.0,0,0,0,2251135.125,5991408.76833,254432.0,23.5481730613,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 09:50:00,23.505,23.59,23.43,23.49,74205.0,0.00149126544525,1,1,23.74223712,-1,23.6215663672,-0.0012321657282,23.7368913994,0.0,0,0,0,1744435.875,7735844.64333,328637.0,23.5391774004,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 09:55:00,23.53,23.5481,23.45,23.51,58752.0,0.00106360348862,1,1,23.6898791808,-1,23.6032530937,-0.000775277691202,23.7171874566,0.0,0,0,0,1381222.3104,9117066.95373,387389.0,23.5346562596,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 10:00:00,23.4649,23.54,23.46,23.52,63772.0,-0.00276668083298,0,0,23.6458985119,-1,23.575582475,-0.00117232224892,23.6931600798,0.0,0,0,0,1497895.8676,10614962.8213,451161.0,23.5281037619,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 10:05:00,23.49,23.5,23.44,23.46,73814.0,0.00106968280282,1,1,23.60895475,-1,23.55846598,-0.000726026388405,23.6738115008,0.0,0,0,0,1732906.67333,12347869.4947,524975.0,23.5208714599,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 10:10:00,23.56,23.57,23.48,23.49,61475.0,0.00297999148574,1,1,23.57792199,-1,23.558772784,1.3023089074e-05,23.6629723102,0.0,0,0,0,1446916.58333,13794786.078,586450.0,23.5225272027,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 10:15:00,23.501,23.57,23.5,23.56,136572.0,-0.00250424448217,0,0,23.415,1,23.5472182272,-0.000490456650914,23.6475463759,0.0,0,0,0,3212674.204,17007460.282,723022.0,23.5227424366,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 10:20:00,23.41,23.52,23.41,23.505,63207.0,-0.0038721756521,0,0,23.57,-1,23.5197745818,-0.0011654729308,23.6249229115,0.0,0,0,0,1481993.46,18489453.742,786229.0,23.516626507,1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 10:25:00,23.31,23.43,23.31,23.4,41417.0,-0.00427167876976,0,0,23.57,-1,23.4778196654,-0.0017838145602,23.5949302533,0.0,0,0,0,967086.95,19456540.692,827646.0,23.5082881957,-1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 10:30:00,23.24,23.33,23.23,23.31,51964.0,-0.003003003003,0,0,23.5492,-1,23.4302557323,-0.00202590929478,23.561127372,0.0,0,0,0,1209029.06667,20665569.7587,879610.0,23.4940141184,-1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 10:35:00,23.17,23.31,23.15,23.24,56347.0,-0.00301204819277,0,0,23.510896,-1,23.3782045859,-0.0022215355675,23.5238771461,0.0,0,0,0,1307813.87,21973383.6287,935957.0,23.4769157436,-1,0,0,1,0.0,0,0.0,20170415 18:55:01
2017-04-12 10:40:00,23.04,23.19,23.03,23.17,64078.0,-0.0056107034959,0,0,23.45315264,-1,23.3105636687,-0.00289333241668,23.4777936084,0.0,0,0,0,1479347.42667,23452731.0553,1000035.0,23.4519102385,-1,0,0,1,0.0,0,0.0,20170415 18:55:01
