Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-13 09:35:00,21.21,21.385,21.2,21.3157,16862.0,16862.0,-0.00579757462687,21.2928987534,0.000267781204542,21.212475,0.0,0,0,1,359164.534467,359164.534467,21.3002333333,-1,0,0,1,0
2017-03-13 09:40:00,21.35,21.35,21.145,21.15,4100.0,20962.0,-0.00777361287689,21.2643190028,-0.00134221981793,21.206525,0.0,0,0,1,86981.5,446146.034467,21.2835623732,-1,0,0,1,0
2017-03-13 09:45:00,21.15,21.2,21.04,21.04,12904.0,33866.0,-0.00520094562648,21.2194552022,-0.0021098160042,21.1906654762,0.0,0,0,1,272188.373333,718334.4078,21.2110791886,1,0,0,1,0
2017-03-13 09:50:00,21.12,21.1499,21.0741,21.1,3900.0,37766.0,0.00285171102662,21.1955641618,-0.00112590263099,21.1820306689,0.0,0,0,1,82321.2,800655.6078,21.2004344596,-1,0,0,1,0
2017-03-13 09:55:00,21.1023,21.1023,21.01,21.08,8987.0,46753.0,-0.000947867298578,21.1724513294,-0.00109045610562,21.1723134624,0.0,0,0,1,189303.0667,989958.6745,21.1742278463,-1,0,0,1,0
2017-03-13 10:00:00,21.01,21.08,20.8,20.8583,26768.0,73521.0,-0.0105170777989,21.1096210635,-0.00296754801342,21.1424074183,-1.0,0,0,0,559792.938133,1549751.61263,21.0790333732,1,0,0,1,0
2017-03-13 10:05:00,20.91,20.96,20.88,20.956,6730.0,80251.0,0.00468398671033,21.0788968508,-0.00145546017207,21.1246543309,0.0,1,0,0,140872.36,1690623.97263,21.0667028776,1,0,0,1,0
2017-03-13 10:10:00,20.97,20.98,20.9001,20.94,8712.0,88963.0,-0.000763504485589,21.0511174807,-0.00131787590029,21.1070682041,0.0,0,0,0,182429.5704,1873053.54303,21.0542983379,-1,0,0,1,0
2017-03-13 10:15:00,20.96,20.98,20.9,20.956,9918.0,98881.0,0.000764087870105,21.0320939845,-0.000903681058687,21.0926807561,0.0,0,0,0,207735.816,2080789.35903,21.0433688882,-1,0,0,1,0
2017-03-13 10:20:00,20.95,20.98,20.95,20.96,6900.0,105781.0,0.000190876121397,21.0176751876,-0.000685561642877,21.0800444936,0.0,0,0,0,144647.0,2225436.35903,21.0381482405,-1,0,0,1,0
2017-03-13 10:25:00,20.974,20.974,20.82,20.88,14632.0,120413.0,-0.00381679389313,20.9901401501,-0.00131008959261,21.0609926371,0.0,0,0,0,305681.989333,2531118.34837,21.0203080097,-1,0,0,1,0
2017-03-13 10:30:00,20.9114,20.94,20.884,20.94,2350.0,122763.0,0.00287356321839,20.9801121201,-0.000477749550389,21.0494695288,0.0,0,0,0,49165.1333333,2580283.4817,21.0184133794,-1,0,0,1,0
2017-03-13 10:35:00,20.9614,20.9795,20.88,20.88,16981.0,139744.0,-0.00286532951289,20.9600896961,-0.000954352574517,21.0333295737,0.0,0,0,0,355126.483167,2935409.96487,21.0056243192,-1,0,0,1,0
2017-03-13 10:40:00,20.9286,20.97,20.881,20.93,3985.0,143729.0,0.00239463601533,20.9540717568,-0.000287114191763,21.0234886619,0.0,0,0,0,83394.095,3018804.05987,21.0034443979,-1,0,0,1,0
2017-03-13 10:45:00,20.935,20.97,20.9345,20.95,2511.0,146240.0,0.000955566172957,20.9532574055,-3.88636337291e-05,21.0164897417,0.0,0,0,0,52609.2165,3071413.27637,21.0025524916,-1,0,0,1,0
2017-03-13 10:50:00,20.9538,20.97,20.93,20.95,9310.0,155550.0,0.0,20.9526059244,-3.10921153358e-05,21.0101573854,0.0,0,0,0,195044.5,3266457.77637,20.9994071126,-1,0,0,1,0
2017-03-13 10:55:00,20.95,20.99,20.905,20.97,13135.0,168685.0,0.000954653937947,20.9560847395,0.000166032575414,21.0063328725,0.0,0,0,0,275243.925,3541701.70137,20.9959492626,-1,0,0,1,0
2017-03-13 11:00:00,20.9605,20.9998,20.96,20.9998,6030.0,174715.0,0.00142107773009,20.9648277916,0.00041720828138,21.0057106941,0.0,0,0,0,126548.796,3668250.49737,20.9956242874,-1,0,0,1,0
2017-03-13 11:05:00,20.9752,20.99,20.9501,20.99,7168.0,181883.0,-0.000466671111154,20.9698622333,0.00024013751646,21.0042144376,0.0,0,0,0,150360.9856,3818611.48297,20.9948784821,-1,0,0,1,0
2017-03-13 11:10:00,20.97,21.02,20.9641,21.02,10109.0,191992.0,0.00142925202477,20.9798897866,0.000478188804083,21.0057178245,0.0,0,0,0,212302.815633,4030914.2986,20.995220106,-1,0,0,1,0
2017-03-13 11:15:00,20.995,21.02,20.97,20.9961,2608.0,194600.0,-0.00113701236917,20.9831318293,0.000154530967868,21.0048018412,0.0,0,0,0,54755.9162667,4085670.21487,20.9952220702,-1,0,0,1,0
2017-03-13 11:20:00,20.985,21.0,20.95,20.95,6562.0,201162.0,-0.00219564585804,20.9765054634,-0.000315794892503,20.9995826182,0.0,0,0,0,137583.266667,4223253.48153,20.9942905794,-1,0,0,1,0
2017-03-13 11:25:00,20.9664,20.9664,20.9,20.9,4171.0,205333.0,-0.00238663484487,20.9612043708,-0.000729439549166,20.9900985593,0.0,0,0,0,87266.2181333,4310519.69967,20.9928248244,-1,0,0,1,0
2017-03-13 11:30:00,20.9,20.9399,20.88,20.9137,3434.0,208767.0,0.000655502392344,20.9517034966,-0.000453259935957,20.9828225061,0.0,0,0,0,71809.0608,4382328.76047,20.9914821809,-1,0,0,1,0
2017-03-13 11:35:00,20.93,20.9662,20.91,20.91,2600.0,211367.0,-0.000176917522963,20.9433627973,-0.000398091702753,20.9758870293,0.0,0,0,0,54414.7066667,4436743.46713,20.9907103149,-1,0,0,1,0
2017-03-13 11:40:00,20.9372,20.9425,20.88,20.9,5621.0,216988.0,-0.000478240076519,20.9346902378,-0.000414095842218,20.9686596932,0.0,0,0,0,117521.0575,4554264.52463,20.9885547801,-1,0,0,1,0
2017-03-13 11:45:00,20.88,20.8979,20.87,20.8893,6434.0,223422.0,-0.000511961722488,20.9256121903,-0.000433636584158,20.9611016272,0.0,0,0,0,134378.808267,4688643.3329,20.9855937772,-1,0,0,1,0
2017-03-13 11:50:00,20.88,20.934,20.88,20.92,6011.0,229433.0,0.00146965192706,20.9244897522,-5.36394367775e-05,20.9571871865,0.0,0,0,0,125698.024667,4814341.35757,20.9836482004,-1,0,0,1,0
2017-03-13 11:55:00,20.926,20.95,20.926,20.95,1780.0,231213.0,0.00143403441683,20.9295918018,0.000243831492128,20.9565026925,0.0,0,0,0,37276.76,4851618.11757,20.9833275705,-1,0,0,1,0
2017-03-13 12:00:00,20.95,20.989,20.9268,20.965,4965.0,236178.0,0.000715990453461,20.9366734414,0.000338355363722,20.9573119599,0.0,0,0,0,104067.724,4955685.84157,20.9828427778,-1,0,0,1,0
2017-03-13 12:05:00,20.97,20.97,20.91,20.93,2750.0,238928.0,-0.0016694490818,20.9353387531,-6.37488226778e-05,20.9547108209,0.0,0,0,0,57575.8333333,5013261.6749,20.9823113026,-1,0,0,1,0
2017-03-13 12:10:00,20.9429,20.95,20.9,20.9414,3600.0,242528.0,0.000544672718586,20.9365510025,5.79044546711e-05,20.9534431236,0.0,0,0,0,75349.68,5088611.3549,20.9815417391,-1,0,0,1,0
2017-03-13 12:15:00,20.93,20.93,20.93,20.93,600.0,243128.0,-0.000544376211715,20.935240802,-6.25795767775e-05,20.9512104452,0.0,0,0,0,12558.0,5101169.3549,20.9814145425,-1,0,0,1,0
2017-03-13 12:20:00,20.91,20.9217,20.8965,20.9217,3240.0,246368.0,-0.000396559961777,20.9325326416,-0.00012935893245,20.9483999266,0.0,0,0,0,67759.092,5168928.4469,20.9805187642,-1,0,0,1,0
2017-03-13 12:25:00,20.94,20.94,20.88,20.9,15580.0,261948.0,-0.00103720060989,20.9260261133,-0.00031083330584,20.9437904098,0.0,0,0,0,325725.866667,5494654.31357,20.9761262295,-1,0,0,1,0
2017-03-13 12:30:00,20.8801,20.92,20.88,20.9,8040.0,269988.0,0.0,20.9208208906,-0.00024874396258,20.9396198946,0.0,0,0,0,168036.0,5662690.31357,20.9738592588,-1,0,0,1,0
