,Open,High,Low,Close,Volume
2017-03-29 12:20:00,2.9,2.9,2.9,2.9,1300.0
2017-03-29 12:25:00,2.9,2.9137,2.9,2.9137,600.0
2017-03-29 12:30:00,2.9,2.9,2.9,2.9,100.0
2017-03-29 12:35:00,2.915,2.915,2.915,2.915,1000.0
2017-03-29 12:40:00,2.915,2.915,2.915,2.915,275.0
2017-03-29 13:05:00,2.92,2.92,2.92,2.92,100.0
2017-03-29 13:10:00,2.92,2.92,2.92,2.92,100.0
2017-03-29 13:15:00,2.92,2.9212,2.92,2.92,1388.0
2017-03-29 13:20:00,2.9242,2.9242,2.92,2.92,2432.0
2017-03-29 13:30:00,2.91,2.91,2.88,2.88,2400.0
2017-03-29 13:35:00,2.89,2.92,2.89,2.92,300.0
2017-03-29 13:40:00,2.9,2.9,2.9,2.9,300.0
2017-03-29 13:45:00,2.94,2.94,2.916,2.916,1160.0
2017-03-29 14:00:00,2.9358,2.94,2.9358,2.94,4000.0
2017-03-29 14:05:00,2.94,2.94,2.9,2.9,4000.0
2017-03-29 14:10:00,2.9399,2.94,2.89,2.9,25222.0
2017-03-29 14:15:00,2.9412,3.07,2.94,2.99,14657.0
2017-03-29 14:20:00,2.98,3.056,2.9706,3.02,24411.0
2017-03-29 14:25:00,3.0128,3.1,3.0128,3.06,26633.0
2017-03-29 14:30:00,3.055,3.12,3.055,3.07,19631.0
2017-03-29 14:35:00,3.05,3.1,3.04,3.09,34181.0
2017-03-29 14:40:00,3.075,3.1,3.075,3.09,12715.0
2017-03-29 14:45:00,3.09,3.2,3.079,3.165,14130.0
2017-03-29 14:50:00,3.14,3.2,3.13,3.2,31305.0
2017-03-29 14:55:00,3.2,3.24,3.1,3.19,33185.0
2017-03-29 15:00:00,3.13,3.14,3.07,3.1,7898.0
2017-03-29 15:05:00,3.085,3.085,3.0442,3.05,9586.0
2017-03-29 15:10:00,3.045,3.1399,3.0301,3.08,14068.0
2017-03-29 15:15:00,3.0637,3.08,3.0637,3.0799,5900.0
2017-03-29 15:20:00,3.075,3.14,3.07,3.14,6350.0
2017-03-29 15:25:00,3.13,3.13,3.0801,3.11,4647.0
2017-03-29 15:30:00,3.14,3.14,3.1,3.1362,5610.0
2017-03-29 15:35:00,3.1357,3.14,3.1258,3.1258,1910.0
2017-03-29 15:40:00,3.13,3.23,3.105,3.19,23190.0
2017-03-29 15:45:00,3.17,3.18,3.1001,3.13,9080.0
2017-03-29 15:50:00,3.14,3.1659,3.14,3.16,8150.0
2017-03-29 15:55:00,3.155,3.17,3.14,3.1694,6512.0
2017-03-29 16:00:00,3.17,3.2279,3.16,3.175,25519.0
2017-03-29 16:05:00,3.19,3.19,3.19,3.19,2000.0
2017-03-29 16:25:00,3.18,3.18,3.18,3.18,300.0
2017-03-29 16:30:00,3.18,3.18,3.18,3.18,225.0
2017-03-29 16:40:00,3.15,3.15,3.15,3.15,200.0
2017-03-29 16:45:00,3.16,3.16,3.16,3.16,300.0
2017-03-29 17:15:00,3.16,3.16,3.16,3.16,400.0
2017-03-29 17:50:00,3.24,3.24,3.24,3.24,100.0
2017-03-29 18:00:00,3.24,3.24,3.24,3.24,300.0
2017-03-29 19:15:00,3.2,3.2,3.2,3.2,1000.0
2017-03-29 19:40:00,3.24,3.24,3.24,3.24,125.0
2017-03-30 08:05:00,3.2,3.2,3.2,3.2,1000.0
2017-03-30 08:50:00,3.23,3.23,3.23,3.23,2500.0
2017-03-30 09:00:00,3.26,3.26,3.26,3.26,1000.0
2017-03-30 09:05:00,3.25,3.25,3.25,3.25,1450.0
2017-03-30 09:10:00,3.26,3.27,3.25,3.25,1032.0
2017-03-30 09:15:00,3.25,3.25,3.25,3.25,525.0
2017-03-30 09:20:00,3.25,3.25,3.25,3.25,832.0
2017-03-30 09:25:00,3.25,3.26,3.25,3.26,700.0
2017-03-30 09:30:00,3.25,3.25,3.25,3.25,438.0
2017-03-30 09:35:00,3.25,3.33,3.23,3.25,32608.0
2017-03-30 09:40:00,3.25,3.25,3.1129,3.17,32817.0
2017-03-30 09:45:00,3.185,3.25,3.17,3.23,33300.0
2017-03-30 09:50:00,3.2436,3.33,3.2376,3.32,37384.0
2017-03-30 09:55:00,3.3,3.44,3.3,3.3808,71787.0
2017-03-30 10:00:00,3.3999,3.48,3.33,3.45,65115.0
2017-03-30 10:05:00,3.4378,3.744,3.4378,3.6591,113951.0
2017-03-30 10:10:00,3.6835,3.79,3.4138,3.57,158403.0
2017-03-30 10:15:00,3.62,3.6999,3.36,3.403,92011.0
2017-03-30 10:20:00,3.41,3.44,3.24,3.3,53340.0
2017-03-30 10:25:00,3.33,3.4,3.33,3.38,11214.0
2017-03-30 10:30:00,3.38,3.38,3.3001,3.3098,16171.0
2017-03-30 10:35:00,3.3,3.4254,3.25,3.4175,15202.0
2017-03-30 10:40:00,3.4,3.52,3.4,3.48,22612.0
2017-03-30 10:45:00,3.43,3.48,3.3,3.3019,7796.0
2017-03-30 10:50:00,3.31,3.3862,3.31,3.3801,6950.0
