Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,timestamp
2017-03-23 09:35:00+00:00,1.27,1.28,1.19,1.2,111782.0,-0.0625,1.26204453985,-0.012141259492,1.27285,0.0,0,0,0,136746.646667,136746.646667,111782.0,1.22333333333,1,0,0,1,0.0,0,20170323 09:45:07
2017-03-23 09:40:00+00:00,1.2,1.22,1.2,1.2,38701.0,0.0,1.24963563188,-0.00983238513296,1.26591190476,0.0,0,0,0,46699.2066667,183445.853333,150483.0,1.21904702414,1,0,0,1,0.0,0,20170323 09:50:06
2017-03-23 09:45:00+00:00,1.2,1.21,1.2,1.2,25371.0,0.0,1.23970850551,-0.00794401673844,1.2596345805,0.0,0,0,0,30529.77,213975.623333,175854.0,1.21677996141,1,0,0,1,0.0,0,20170323 09:55:06
