Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-04-27 10:35:00,4.155,4.155,4.155,4.155,58429.0,,,,,0
2017-04-27 10:40:00,4.155,4.155,4.145,4.145,41059.0,-0.00240673886883,,,,0
2017-04-27 10:45:00,4.145,4.155,4.145,4.155,40591.0,0.00241254523522,,,,0
2017-04-27 10:50:00,4.155,4.155,4.155,4.155,28246.0,0.0,,,,0
2017-04-27 10:55:00,4.155,4.155,4.15,4.155,50921.0,0.0,,,,0
2017-04-27 11:05:00,4.155,4.175,4.155,4.175,44170.0,0.00481347773767,,,,0
2017-04-27 11:10:00,4.175,4.175,4.175,4.175,31157.0,0.0,,,,0
2017-04-27 11:20:00,4.215,4.215,4.21,4.215,63287.0,0.00958083832335,,,,0
2017-04-27 11:25:00,4.215,4.225,4.215,4.225,57406.0,0.00237247924081,4.17277777778,,,0
2017-04-27 11:35:00,4.205,4.205,4.195,4.195,63839.0,-0.00710059171598,4.17722222222,0.00106510451338,,0
2017-04-27 11:45:00,4.205,4.215,4.205,4.215,105869.0,0.00476758045292,4.18477777778,0.00180875116372,,0
2017-04-27 11:55:00,4.205,4.205,4.205,4.205,40476.0,-0.00237247924081,4.18882222222,0.000966465762154,,0
2017-04-27 12:30:00,4.215,4.215,4.215,4.215,11823.0,0.00237812128419,4.19405777778,0.00124988726611,,0
2017-04-27 13:05:00,4.205,4.205,4.205,4.205,11667.0,-0.00237247924081,4.19624622222,0.000521796446401,,0
2017-04-27 13:15:00,4.185,4.195,4.185,4.185,193866.0,-0.00475624256837,4.19399697778,-0.000536013457107,,0
2017-04-27 13:35:00,4.175,4.185,4.175,4.185,51738.0,0.0,4.19219758222,-0.000429040737294,,0
2017-04-27 14:05:00,4.185,4.185,4.185,4.185,11404.0,0.0,4.19075806578,-0.000343379913807,,0
2017-04-27 14:25:00,4.195,4.205,4.175,4.175,120641.0,-0.00238948626045,4.18760645262,-0.000752038916608,,0
2017-04-27 15:45:00,4.165,4.165,4.165,4.165,51233.0,-0.00239520958084,4.1830851621,-0.00107968372281,,0
