,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,timestamp
2017-03-23 09:35:00,89.97,90.09,89.94,90.06,3660.0,0.00155693950178,90.1843193564,-0.000344507028556,90.52675,0.0,0,0,0,329509.8,329509.8,3660.0,90.03,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 09:40:00,90.07,90.07,89.88,89.88,1100.0,-0.00199866755496,90.1234554851,-0.000674883080782,90.4651547619,0.0,0,0,0,98937.6666667,428447.466667,4760.0,90.0099719888,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 09:45:00,89.85,89.85,89.84,89.84,900.0,-0.000445037828215,90.0667643881,-0.000629038209012,90.4056162132,0.0,0,0,0,80859.0,509306.466667,5660.0,89.9834746761,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 09:50:00,89.84,89.84,89.84,89.84,700.0,0.0,90.0214115105,-0.000503547317713,90.3517480024,0.0,0,0,0,62888.0,572194.466667,6360.0,89.9676834382,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 09:55:00,89.86,89.94,89.81,89.94,1454.0,0.00111308993767,90.0051292084,-0.000180871437417,90.3125339069,0.0,0,0,0,130709.753333,702904.22,7814.0,89.954468902,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 10:00:00,90.01,90.01,89.99,89.99,1073.0,0.000555926173004,90.0021033667,-3.36185471334e-05,90.281816392,0.0,0,0,0,96566.4233333,799470.643333,8887.0,89.9595637823,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 10:10:00,89.85,89.85,89.83,89.83,1100.0,-0.00177797533059,89.9676826934,-0.000382442988055,90.2387862594,0.0,0,0,0,98820.3333333,898290.976667,9987.0,89.9460275024,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 10:15:00,89.89,89.91,89.89,89.91,200.0,0.000890571078704,89.9561461547,-0.000128229807959,90.2074732823,0.0,0,0,0,17980.6666667,916271.643333,10187.0,89.9451892935,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 10:20:00,90.01,90.01,90.01,90.01,300.0,0.00111222333445,89.9669169238,0.000119733553748,90.188666303,0.0,0,0,0,27003.0,943274.643333,10487.0,89.9470433235,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 10:25:00,90.15,90.31,90.15,90.31,2600.0,0.00333296300411,90.035533539,0.000762687192078,90.2002218932,0.0,1,0,0,234667.333333,1177941.97667,13087.0,90.0085563282,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 10:30:00,90.2,90.2,90.18,90.18,1700.0,-0.00143948621415,90.0644268312,0.000320909879278,90.1982959986,0.0,0,0,0,153317.333333,1331259.31,14787.0,90.0290329343,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 10:35:00,90.18,90.18,90.18,90.18,300.0,0.0,90.087541465,0.000256645543332,90.1965535226,0.0,0,0,0,27054.0,1358313.31,15087.0,90.0320348645,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 10:45:00,90.08,90.08,90.07,90.07,300.0,-0.00121978265691,90.084033172,-3.89431539115e-05,90.1845008061,0.0,0,0,0,27022.0,1385335.31,15387.0,90.0328400598,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 11:05:00,90.19,90.19,90.18,90.18,400.0,0.00122127234373,90.1032265376,0.000213060682675,90.1840721579,0.0,0,0,0,36073.3333333,1421408.64333,15787.0,90.0366531534,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 11:15:00,90.33,90.34,90.27,90.27,400.0,0.000998003992016,90.1365812301,0.00037018310849,90.1922557619,0.0,0,0,0,36117.3333333,1457525.97667,16187.0,90.0429960256,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 11:25:00,90.11,90.13,90.11,90.13,500.0,-0.00155090284701,90.135264984,-1.46027949401e-05,90.1863266418,0.0,0,0,0,45061.6666667,1502587.64333,16687.0,90.0454032081,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 11:30:00,90.03,90.03,90.02,90.02,1000.0,-0.00122045933651,90.1122119872,-0.000255760015948,90.1704860092,0.0,0,0,0,90023.3333333,1592610.97667,17687.0,90.044155406,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 11:35:00,90.01,90.08,90.01,90.05,1200.0,0.000333259275717,90.0997695898,-0.000138076706514,90.1590111512,0.0,0,0,0,108056.0,1700666.97667,18887.0,90.0443149609,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 11:40:00,90.03,90.03,90.03,90.03,200.0,-0.000222098833981,90.0858156718,-0.000154871849527,90.1467243749,0.0,0,0,0,18006.0,1718672.97667,19087.0,90.0441649639,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 11:55:00,90.02,90.06,89.95,89.95,1190.0,-0.000888592691325,90.0586525375,-0.000301525097642,90.1279887201,0.0,0,0,0,107084.133333,1825757.11,20277.0,90.0407905509,1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 12:00:00,89.83,89.84,89.83,89.83,781.0,-0.00133407448583,90.01292203,-0.000507785828511,90.099608842,0.0,0,0,0,70159.8333333,1895916.94333,21058.0,90.0330963688,-1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 12:05:00,89.85,89.95,89.85,89.95,1414.0,0.00133585661806,90.000337624,-0.000139806660098,90.0853603809,0.0,0,0,0,127142.166667,2023059.11,22472.0,90.0257702919,-1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 12:15:00,89.91,89.95,89.9,89.95,400.0,0.0,89.9902700992,-0.000111860966986,90.072468916,0.0,0,0,0,35973.3333333,2059032.44333,22872.0,90.0241536959,-1,0,0,1,0.0,0,20170324 05:52:26
2017-03-23 12:20:00,90.14,90.2,90.07,90.2,2900.0,0.00277932184547,90.0322160793,0.000466116838156,90.0846147336,0.0,0,0,0,261454.333333,2320486.77667,25772.0,90.0390647473,-1,0,0,1,0.0,0,20170324 05:52:26
