,Close,High,Low,Open,Volume
2016-10-07 12:30:00,4.32,4.32,4.32,4.32,300.0
2016-10-07 12:35:00,4.31,4.31,4.31,4.31,100.0
2016-10-07 12:45:00,4.2999,4.2999,4.2914,4.2914,510.0
2016-10-07 12:55:00,4.32,4.32,4.32,4.32,100.0
2016-10-07 13:00:00,4.3114,4.3114,4.3114,4.3114,150.0
2016-10-07 13:15:00,4.305,4.305,4.3,4.3,200.0
2016-10-07 13:30:00,4.31,4.31,4.3,4.3,400.0
2016-10-07 13:35:00,4.3,4.3,4.3,4.3,200.0
2016-10-07 14:55:00,4.3,4.305,4.3,4.305,500.0
2016-10-07 15:00:00,4.318,4.318,4.31,4.31,1600.0
2016-10-07 15:05:00,4.31,4.31,4.31,4.31,100.0
2016-10-07 15:10:00,4.31,4.31,4.31,4.31,100.0
2016-10-07 15:20:00,4.3,4.31,4.3,4.31,200.0
2016-10-07 15:35:00,4.33,4.33,4.33,4.33,100.0
2016-10-07 15:40:00,4.33,4.33,4.33,4.33,100.0
2016-10-07 15:50:00,4.32,4.36,4.32,4.36,200.0
2016-10-07 15:55:00,4.32,4.32,4.32,4.32,100.0
2016-10-07 16:00:00,4.38,4.39,4.33,4.33,1100.0
2016-10-07 16:05:00,4.39,4.39,4.39,4.39,341.0
2016-10-10 09:35:00,4.318,4.385,4.29,4.29,3340.0
2016-10-10 09:40:00,4.385,4.385,4.31,4.318,508.0
2016-10-10 09:45:00,4.33,4.33,4.327,4.327,208.0
2016-10-10 09:50:00,4.3614,4.39,4.3311,4.39,1000.0
2016-10-10 09:55:00,4.3528,4.39,4.3528,4.3865,408.0
2016-10-10 10:00:00,4.3508,4.39,4.35,4.353,900.0
2016-10-10 10:05:00,4.3872,4.39,4.3872,4.39,400.0
2016-10-10 10:10:00,4.39,4.39,4.39,4.39,100.0
2016-10-10 10:20:00,4.39,4.39,4.39,4.39,100.0
2016-10-10 10:25:00,4.39,4.39,4.39,4.39,100.0
2016-10-10 10:30:00,4.39,4.39,4.3886,4.39,400.0
2016-10-10 10:40:00,4.37,4.39,4.37,4.39,600.0
2016-10-10 10:45:00,4.3886,4.3886,4.3886,4.3886,100.0
2016-10-10 10:55:00,4.37,4.375,4.36,4.375,800.0
2016-10-10 11:10:00,4.37,4.39,4.36,4.39,2300.0
2016-10-10 11:15:00,4.39,4.39,4.38,4.38,200.0
2016-10-10 11:20:00,4.3886,4.39,4.3886,4.39,300.0
2016-10-10 11:25:00,4.38,4.38,4.379,4.38,700.0
2016-10-10 11:30:00,4.39,4.39,4.38,4.39,300.0
2016-10-10 11:35:00,4.39,4.39,4.39,4.39,100.0
2016-10-10 12:10:00,4.39,4.39,4.37,4.37,400.0
2016-10-10 12:15:00,4.39,4.39,4.3899,4.3899,1261.0
2016-10-10 12:20:00,4.3886,4.39,4.3886,4.39,200.0
2016-10-10 12:30:00,4.3886,4.39,4.3886,4.39,200.0
2016-10-10 12:40:00,4.3886,4.39,4.3886,4.39,200.0
2016-10-10 12:50:00,4.3793,4.3793,4.37,4.37,300.0
2016-10-10 12:55:00,4.3886,4.3886,4.38,4.38,200.0
2016-10-10 13:00:00,4.3892,4.3892,4.38,4.38,300.0
2016-10-10 13:05:00,4.3886,4.39,4.38,4.38,300.0
2016-10-10 13:10:00,4.3886,4.3886,4.3886,4.3886,100.0
2016-10-10 13:20:00,4.39,4.39,4.39,4.39,100.0
2016-10-10 13:25:00,4.3886,4.3886,4.38,4.38,200.0
2016-10-10 13:35:00,4.3886,4.39,4.3886,4.39,200.0
2016-10-10 13:45:00,4.39,4.39,4.39,4.39,100.0
2016-10-10 13:50:00,4.3886,4.3886,4.37,4.37,300.0
2016-10-10 13:55:00,4.37,4.37,4.37,4.37,100.0
2016-10-10 14:00:00,4.39,4.39,4.3886,4.3886,400.0
2016-10-10 14:05:00,4.3886,4.3886,4.3886,4.3886,200.0
2016-10-10 14:15:00,4.39,4.39,4.39,4.39,100.0
2016-10-10 14:35:00,4.39,4.39,4.3789,4.39,6078.0
2016-10-10 14:40:00,4.43,4.43,4.39,4.39,6870.0
2016-10-10 14:45:00,4.44,4.44,4.43,4.43,2200.0
2016-10-10 14:50:00,4.44,4.44,4.4372,4.4372,500.0
2016-10-10 14:55:00,4.4372,4.4372,4.4372,4.4372,100.0
2016-10-10 15:00:00,4.45,4.45,4.4379,4.44,900.0
2016-10-10 15:05:00,4.47,4.47,4.47,4.47,100.0
2016-10-10 15:15:00,4.47,4.47,4.47,4.47,100.0
2016-10-10 15:25:00,4.46,4.47,4.4442,4.4442,1200.0
2016-10-10 15:30:00,4.47,4.47,4.47,4.47,200.0
2016-10-10 15:40:00,4.47,4.47,4.47,4.47,300.0
2016-10-10 15:45:00,4.47,4.47,4.465,4.465,200.0
2016-10-10 15:55:00,4.47,4.47,4.46,4.46,600.0
2016-10-10 16:00:00,4.44,4.47,4.44,4.46,4800.0
2016-10-10 16:05:00,4.43,4.43,4.43,4.43,200.0
2016-10-11 09:35:00,4.34,4.45,4.34,4.45,708.0
2016-10-11 09:40:00,4.3008,4.31,4.3008,4.31,600.0
2016-10-11 09:50:00,4.27,4.33,4.26,4.3,2429.0
2016-10-11 09:55:00,4.2605,4.27,4.2605,4.27,200.0
2016-10-11 10:00:00,4.21,4.3,4.165,4.26,2108.0
2016-10-11 10:10:00,4.28,4.28,4.28,4.28,210.0
2016-10-11 10:20:00,4.32,4.32,4.31,4.31,500.0
2016-10-11 10:30:00,4.34,4.34,4.34,4.34,200.0
2016-10-11 10:35:00,4.41,4.41,4.37,4.37,591.0
2016-10-11 10:50:00,4.4,4.4,4.4,4.4,100.0
2016-10-11 11:05:00,4.41,4.43,4.41,4.43,300.0
2016-10-11 11:10:00,4.3513,4.4,4.3513,4.4,1100.0
2016-10-11 11:15:00,4.3511,4.3511,4.3511,4.3511,200.0
2016-10-11 11:25:00,4.37,4.37,4.37,4.37,100.0
2016-10-11 11:30:00,4.33,4.33,4.33,4.33,100.0
2016-10-11 11:40:00,4.3,4.34,4.3,4.31,300.0
2016-10-11 11:45:00,4.315,4.315,4.315,4.315,100.0
2016-10-11 12:00:00,4.29,4.29,4.29,4.29,100.0
2016-10-11 12:05:00,4.33,4.33,4.33,4.33,100.0
2016-10-11 12:40:00,4.39,4.39,4.36,4.36,200.0
2016-10-11 14:15:00,4.3,4.3,4.3,4.3,100.0
2016-10-11 14:40:00,4.25,4.25,4.24,4.25,400.0
2016-10-11 15:00:00,4.28,4.2899,4.2421,4.2697,1600.0
2016-10-11 15:05:00,4.28,4.28,4.25,4.2507,400.0
2016-10-11 15:10:00,4.25,4.25,4.2235,4.2235,600.0
2016-10-11 15:15:00,4.2414,4.2414,4.2135,4.2135,300.0
2016-10-11 15:20:00,4.2135,4.23,4.2135,4.23,200.0
2016-10-11 15:35:00,4.23,4.23,4.23,4.23,100.0
2016-10-11 15:40:00,4.22,4.2314,4.22,4.23,460.0
2016-10-11 15:45:00,4.2121,4.2121,4.21,4.21,626.0
2016-10-11 15:50:00,4.256,4.256,4.2214,4.23,1950.0
2016-10-11 15:55:00,4.26,4.26,4.26,4.26,300.0
2016-10-11 16:00:00,4.23,4.27,4.22,4.26,2700.0
2016-10-11 16:05:00,4.24,4.24,4.24,4.24,212.0
2016-10-12 09:35:00,4.12,4.23,4.12,4.23,502.0
2016-10-12 09:40:00,4.1508,4.2,4.15,4.15,1208.0
2016-10-12 09:50:00,4.19,4.19,4.1104,4.185,4946.0
2016-10-12 10:00:00,4.14,4.14,4.13,4.14,416.0
2016-10-12 10:20:00,4.15,4.15,4.15,4.15,100.0
2016-10-12 10:25:00,4.18,4.18,4.18,4.18,100.0
2016-10-12 10:30:00,4.2199,4.2199,4.2199,4.2199,1250.0
2016-10-12 10:55:00,4.23,4.23,4.22,4.22,300.0
2016-10-12 11:00:00,4.161,4.195,4.161,4.195,700.0
2016-10-12 11:20:00,4.219,4.219,4.219,4.219,500.0
2016-10-12 11:30:00,4.2,4.2,4.2,4.2,100.0
2016-10-12 11:35:00,4.2101,4.2101,4.2101,4.2101,100.0
2016-10-12 12:10:00,4.16,4.16,4.16,4.16,100.0
2016-10-12 12:40:00,4.1901,4.2,4.1901,4.2,200.0
2016-10-12 13:35:00,4.19,4.19,4.19,4.19,200.0
2016-10-12 14:15:00,4.26,4.26,4.26,4.26,100.0
2016-10-12 14:45:00,4.26,4.26,4.21,4.21,700.0
2016-10-12 14:50:00,4.14,4.34,4.14,4.3,32956.0
2016-10-12 14:55:00,4.18,4.18,4.18,4.18,300.0
2016-10-12 15:00:00,4.22,4.22,4.08,4.16,31354.0
2016-10-12 15:05:00,4.23,4.23,4.21,4.21,14047.0
2016-10-12 15:10:00,4.2,4.21,4.2,4.21,1400.0
2016-10-12 15:25:00,4.19,4.225,4.19,4.2012,2600.0
2016-10-12 15:30:00,4.21,4.21,4.19,4.19,3900.0
2016-10-12 15:35:00,4.175,4.175,4.175,4.175,100.0
2016-10-12 15:40:00,4.16,4.18,4.16,4.18,600.0
2016-10-12 15:50:00,4.2,4.2,4.2,4.2,2400.0
2016-10-12 15:55:00,4.18,4.18,4.18,4.18,100.0
2016-10-12 16:00:00,4.21,4.21,4.17,4.17,400.0
2016-10-12 16:05:00,4.21,4.21,4.21,4.21,200.0
2016-10-13 09:35:00,4.28,4.32,4.08,4.13,37802.0
2016-10-13 09:40:00,4.198,4.305,4.198,4.305,1406.0
2016-10-13 09:45:00,4.2601,4.2601,4.2,4.26,15707.0
2016-10-13 09:50:00,4.3,4.3,4.2442,4.28,608.0
2016-10-13 10:00:00,4.33,4.33,4.2442,4.2442,6608.0
2016-10-13 10:05:00,4.26,4.3,4.26,4.3,2900.0
2016-10-13 10:10:00,4.31,4.34,4.31,4.34,300.0
2016-10-13 10:15:00,4.3001,4.3001,4.3001,4.3001,500.0
2016-10-13 10:20:00,4.36,4.36,4.36,4.36,100.0
2016-10-13 10:25:00,4.3726,4.39,4.3333,4.3352,4600.0
2016-10-13 10:30:00,4.4124,4.4124,4.4124,4.4124,500.0
2016-10-13 10:40:00,4.36,4.41,4.34,4.4,9292.0
2016-10-13 10:45:00,4.39,4.39,4.36,4.39,700.0
2016-10-13 10:55:00,4.38,4.38,4.38,4.38,300.0
2016-10-13 11:20:00,4.4,4.4,4.4,4.4,100.0
2016-10-13 11:25:00,4.4565,4.4565,4.39,4.39,1400.0
2016-10-13 11:30:00,4.48,4.48,4.46,4.46,500.0
2016-10-13 11:35:00,4.52,4.55,4.46,4.46,16834.0
2016-10-13 11:50:00,4.5132,4.5132,4.5132,4.5132,100.0
2016-10-13 12:00:00,4.48,4.4921,4.48,4.49,1500.0
2016-10-13 12:05:00,4.46,4.46,4.46,4.46,200.0
2016-10-13 12:10:00,4.42,4.44,4.41,4.44,1500.0
2016-10-13 12:15:00,4.411,4.411,4.411,4.411,240.0
2016-10-13 12:25:00,4.45,4.45,4.45,4.45,100.0
2016-10-13 12:35:00,4.5,4.51,4.46,4.47,8940.0
2016-10-13 12:40:00,4.41,4.5,4.36,4.4701,79932.0
2016-10-13 12:55:00,4.39,4.42,4.39,4.42,9390.0
2016-10-13 13:20:00,4.4155,4.4155,4.4124,4.4124,5000.0
2016-10-13 13:25:00,4.42,4.42,4.42,4.42,100.0
2016-10-13 13:40:00,4.4,4.4,4.4,4.4,10247.0
2016-10-13 13:50:00,4.45,4.45,4.42,4.42,200.0
2016-10-13 14:15:00,4.43,4.43,4.42,4.42,800.0
2016-10-13 14:30:00,4.44,4.44,4.44,4.44,100.0
2016-10-13 15:00:00,4.4,4.4,4.4,4.4,100.0
2016-10-13 15:10:00,4.39,4.39,4.39,4.39,100.0
2016-10-13 15:15:00,4.41,4.41,4.38,4.38,1200.0
2016-10-13 15:25:00,4.414,4.414,4.414,4.414,200.0
2016-10-13 15:30:00,4.45,4.45,4.45,4.45,100.0
2016-10-13 15:35:00,4.4,4.4,4.38,4.397,458.0
2016-10-13 15:40:00,4.4,4.4003,4.4,4.4,600.0
2016-10-13 15:45:00,4.351,4.41,4.35,4.4,18116.0
2016-10-13 15:50:00,4.36,4.36,4.3508,4.36,678.0
2016-10-13 15:55:00,4.345,4.3605,4.345,4.3605,1597.0
2016-10-13 16:00:00,4.36,4.36,4.3208,4.35,3299.0
2016-10-13 16:05:00,4.35,4.35,4.35,4.35,880.0
2016-10-14 09:15:00,4.3,4.3,4.3,4.3,200.0
2016-10-14 09:35:00,4.18,4.25,4.17,4.22,5605.0
2016-10-14 09:40:00,4.16,4.16,4.1511,4.1511,408.0
2016-10-14 09:45:00,4.25,4.25,4.195,4.24,1300.0
2016-10-14 09:50:00,4.18,4.27,4.18,4.27,308.0
2016-10-14 10:00:00,4.25,4.29,4.19,4.19,800.0
2016-10-14 10:05:00,4.25,4.25,4.25,4.25,1000.0
2016-10-14 10:20:00,4.29,4.29,4.28,4.29,527.0
2016-10-14 10:25:00,4.34,4.34,4.34,4.34,100.0
2016-10-14 10:35:00,4.33,4.37,4.33,4.37,600.0
2016-10-14 10:40:00,4.3,4.3,4.3,4.3,100.0
2016-10-14 11:20:00,4.31,4.31,4.31,4.31,100.0
2016-10-14 11:45:00,4.32,4.32,4.32,4.32,200.0
2016-10-14 11:50:00,4.3,4.31,4.3,4.31,300.0
2016-10-14 12:05:00,4.3261,4.3261,4.3261,4.3261,1000.0
2016-10-14 12:25:00,4.31,4.31,4.31,4.31,100.0
2016-10-14 12:35:00,4.3399,4.3399,4.3399,4.3399,135.0
2016-10-14 13:00:00,4.34,4.34,4.34,4.34,400.0
2016-10-14 13:15:00,4.34,4.34,4.34,4.34,100.0
2016-10-14 13:45:00,4.37,4.37,4.37,4.37,100.0
2016-10-14 14:00:00,4.34,4.34,4.34,4.34,100.0
2016-10-14 14:30:00,4.37,4.37,4.37,4.37,100.0
2016-10-14 15:00:00,4.4,4.4,4.35,4.35,400.0
2016-10-14 15:05:00,4.44,4.46,4.44,4.45,1075.0
2016-10-14 15:10:00,4.4,4.41,4.4,4.41,200.0
2016-10-14 15:15:00,4.4,4.4,4.39,4.39,200.0
2016-10-14 15:25:00,4.41,4.41,4.41,4.41,100.0
2016-10-14 15:45:00,4.415,4.415,4.415,4.415,100.0
2016-10-14 16:00:00,4.4,4.43,4.39,4.43,3245.0
2016-10-14 16:05:00,4.4,4.4,4.4,4.4,411.0
2016-10-17 09:35:00,4.43,4.43,4.43,4.43,310.0
2016-10-17 09:50:00,4.41,4.41,4.19,4.19,200.0
2016-10-17 09:55:00,4.41,4.41,4.41,4.41,100.0
2016-10-17 10:05:00,4.41,4.41,4.41,4.41,100.0
2016-10-17 10:10:00,4.4,4.4,4.38,4.39,500.0
2016-10-17 10:25:00,4.43,4.43,4.39,4.39,600.0
2016-10-17 10:35:00,4.4,4.4,4.4,4.4,100.0
2016-10-17 10:40:00,4.43,4.43,4.4,4.4,400.0
2016-10-17 10:45:00,4.4,4.42,4.4,4.42,400.0
2016-10-17 10:50:00,4.41,4.41,4.37,4.37,400.0
2016-10-17 10:55:00,4.39,4.45,4.39,4.41,1200.0
2016-10-17 11:00:00,4.34,4.4,4.31,4.4,1804.0
2016-10-17 11:05:00,4.31,4.31,4.31,4.31,100.0
2016-10-17 11:10:00,4.37,4.37,4.35,4.35,300.0
2016-10-17 11:15:00,4.35,4.37,4.35,4.3501,500.0
2016-10-17 11:20:00,4.29,4.345,4.29,4.34,6500.0
2016-10-17 11:25:00,4.26,4.27,4.26,4.27,200.0
2016-10-17 11:30:00,4.31,4.31,4.3,4.3,911.0
2016-10-17 11:35:00,4.26,4.26,4.26,4.26,400.0
2016-10-17 11:40:00,4.28,4.32,4.28,4.32,200.0
2016-10-17 11:45:00,4.2,4.26,4.2,4.26,2550.0
2016-10-17 11:55:00,4.21,4.21,4.21,4.21,100.0
2016-10-17 12:05:00,4.2,4.225,4.19,4.225,4200.0
2016-10-17 12:10:00,4.19,4.2,4.14,4.19,5247.0
2016-10-17 12:15:00,4.19,4.19,4.18,4.18,800.0
2016-10-17 12:20:00,4.24,4.24,4.14,4.14,20689.0
2016-10-17 12:25:00,4.23,4.23,4.23,4.23,700.0
2016-10-17 12:30:00,4.22,4.22,4.22,4.22,200.0
2016-10-17 12:40:00,4.22,4.23,4.22,4.23,600.0
2016-10-17 13:10:00,4.25,4.25,4.25,4.25,100.0
2016-10-17 13:25:00,4.24,4.24,4.22,4.22,4300.0
2016-10-17 13:30:00,4.2,4.22,4.2,4.21,2500.0
2016-10-17 13:40:00,4.17,4.2,4.17,4.2,200.0
2016-10-17 13:45:00,4.2,4.2,4.2,4.2,100.0
2016-10-17 13:50:00,4.2,4.21,4.2,4.21,200.0
2016-10-17 14:05:00,4.22,4.22,4.19,4.19,520.0
2016-10-17 14:25:00,4.21,4.21,4.2,4.2,200.0
2016-10-17 14:45:00,4.2,4.2,4.2,4.2,100.0
2016-10-17 15:05:00,4.28,4.34,4.19,4.19,31593.0
2016-10-17 15:10:00,4.35,4.35,4.271,4.32,500.0
2016-10-17 15:15:00,4.33,4.33,4.32,4.32,500.0
2016-10-17 15:20:00,4.3,4.3499,4.29,4.3,18502.0
2016-10-17 15:25:00,4.32,4.32,4.28,4.3,1210.0
2016-10-17 15:30:00,4.34,4.38,4.3,4.3,1600.0
2016-10-17 15:35:00,4.38,4.38,4.34,4.34,2515.0
2016-10-17 15:40:00,4.35,4.36,4.35,4.36,600.0
2016-10-17 15:45:00,4.37,4.38,4.37,4.38,685.0
2016-10-17 16:00:00,4.33,4.365,4.33,4.33,2019.0
2016-10-18 08:05:00,4.26,4.26,4.26,4.26,2800.0
2016-10-18 09:35:00,4.25,4.4,4.25,4.28,19936.0
2016-10-18 09:40:00,4.27,4.27,4.27,4.27,100.0
2016-10-18 09:45:00,4.26,4.27,4.22,4.27,600.0
2016-10-18 09:50:00,4.25,4.25,4.25,4.25,200.0
2016-10-18 09:55:00,4.22,4.22,4.2,4.2,1900.0
2016-10-18 10:15:00,4.2073,4.22,4.2073,4.22,1939.0
2016-10-18 10:25:00,4.26,4.26,4.24,4.24,500.0
2016-10-18 10:35:00,4.3,4.3,4.3,4.3,100.0
2016-10-18 10:45:00,4.2792,4.2792,4.2792,4.2792,100.0
2016-10-18 10:55:00,4.29,4.29,4.29,4.29,100.0
2016-10-18 11:10:00,4.3,4.3,4.3,4.3,100.0
2016-10-18 11:35:00,4.2935,4.2935,4.2935,4.2935,348.0
2016-10-18 12:05:00,4.3,4.36,4.3,4.3,900.0
2016-10-18 12:10:00,4.3,4.3,4.3,4.3,100.0
2016-10-18 12:15:00,4.29,4.34,4.29,4.29,8000.0
2016-10-18 12:25:00,4.27,4.27,4.27,4.27,100.0
2016-10-18 12:35:00,4.28,4.29,4.27,4.29,300.0
2016-10-18 12:45:00,4.27,4.27,4.27,4.27,100.0
2016-10-18 12:50:00,4.26,4.27,4.2443,4.2443,3800.0
2016-10-18 12:55:00,4.29,4.29,4.29,4.29,100.0
2016-10-18 13:05:00,4.33,4.33,4.33,4.33,100.0
2016-10-18 13:15:00,4.3,4.3,4.3,4.3,100.0
2016-10-18 13:25:00,4.27,4.27,4.27,4.27,100.0
2016-10-18 13:50:00,4.29,4.29,4.29,4.29,100.0
2016-10-18 14:20:00,4.32,4.32,4.32,4.32,100.0
2016-10-18 14:35:00,4.28,4.32,4.245,4.32,6600.0
2016-10-18 14:45:00,4.28,4.28,4.28,4.28,100.0
