,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-03-30 09:35:00,64.2,64.7,63.75,64.65,4073.0,0.00622568093385,64.3859455491,0.00102633212952,64.43875,0.0,1,1,0,262165.433333,262165.433333,4073.0,64.3666666667,1,0,0,1,0.0,0,0.0,20170330 17:08:17
2017-03-30 09:40:00,64.6,65.0,64.6,65.0,1499.0,0.00541376643465,64.5087564393,0.00190741766894,64.492202381,1.0,1,1,1,97235.1333333,359400.566667,5572.0,64.5011785116,1,1,1,1,65.0,4,260.0,20170330 17:08:17
2017-03-30 09:45:00,65.0,65.1,64.95,64.95,7702.0,-0.000769230769231,64.5970051515,0.00136801136789,64.5358021542,0.0,0,1,1,500630.0,860030.566667,13274.0,64.7906107177,-1,0,1,1,64.95,4,259.8,20170330 17:08:17
2017-03-30 09:50:00,65.05,65.3,64.95,65.1,22565.0,0.00230946882217,64.6976041212,0.00155733179075,64.5895352824,0.0,0,1,1,1469357.58333,2329388.15,35839.0,64.9959025084,-1,0,1,1,65.1,4,260.4,20170330 17:08:17
2017-03-30 09:55:00,65.05,65.05,64.9,65.0,1974.0,-0.00153609831029,64.7580832969,0.000934797765535,64.6286271602,0.0,0,0,1,128277.1,2457665.25,37813.0,64.9952463438,-1,0,1,1,65.0,4,260.0,20170330 17:08:17
2017-03-30 10:00:00,65.0,65.15,64.95,65.0,10925.0,0.0,64.8064666375,0.000747139787824,64.6639960021,0.0,0,0,1,710489.166667,3168154.41667,48738.0,65.0037838374,-1,0,1,1,65.0,4,260.0,20170330 17:08:17
2017-03-30 10:05:00,65.05,65.1,64.95,65.05,9322.0,0.000769230769231,64.85517331,0.000751571178288,64.7007582876,0.0,0,0,1,606240.733333,3774395.15,58060.0,65.0085282466,-1,0,1,1,65.05,4,260.2,20170330 17:08:17
2017-03-30 10:10:00,65.15,65.55,65.15,65.5246,2009.0,0.00729592621061,64.989058648,0.00206437406856,64.7792194031,0.0,1,1,1,131405.0738,3905800.2238,60069.0,65.0218952172,-1,0,1,1,65.5246,4,262.0984,20170330 17:08:17
2017-03-30 10:15:00,65.5,65.55,65.4,65.55,9800.0,0.000387640672358,65.1012469184,0.0017262639701,64.852627079,0.0,0,1,1,641900.0,4547700.2238,69869.0,65.0889553851,1,0,1,1,65.55,4,262.2,20170330 17:08:17
2017-03-30 10:20:00,65.4989,65.55,65.45,65.45,2240.0,-0.00152555301297,65.1709975347,0.00107141751683,64.9095197381,0.0,0,1,1,146682.666667,4694382.89047,72109.0,65.1012063746,1,0,1,1,65.45,4,261.8,20170330 17:08:17
2017-03-30 10:25:00,65.4,65.5,65.25,65.25,1300.0,-0.00305576776165,65.1867980278,0.000242446696386,64.9419464297,0.0,0,0,1,84933.3333333,4779316.2238,73409.0,65.105317111,1,0,1,1,65.25,4,261.0,20170330 17:08:17
2017-03-30 10:30:00,65.2,65.3,65.15,65.2,1500.0,-0.000766283524904,65.1894384222,4.05050489041e-05,64.9665229602,0.0,0,0,1,97825.0,4877141.2238,74909.0,65.1075468075,1,0,1,1,65.2,4,260.8,20170330 17:08:17
2017-03-30 10:35:00,65.25,65.35,65.25,65.25,2800.0,0.000766871165644,65.2015507378,0.000185801808495,64.9935207736,0.0,0,0,1,182793.333333,5059934.55713,77709.0,65.1138807234,1,0,1,1,65.25,4,261.0,20170330 17:08:17
2017-03-30 10:40:00,65.25,65.35,65.25,65.25,11947.0,0.0,65.2112405902,0.000148613834076,65.0179473665,0.0,0,0,1,779939.983333,5839874.54047,89656.0,65.1364609225,1,0,1,1,65.25,4,261.0,20170330 17:08:17
2017-03-30 10:45:00,65.25,65.6,65.25,65.55,1000.0,0.00459770114943,65.2789924722,0.00103896017529,65.0686190459,0.0,1,1,1,65466.6666667,5905341.20713,90656.0,65.1401033261,1,0,1,1,65.55,4,262.2,20170330 17:08:17
2017-03-30 10:50:00,65.5,65.5,65.35,65.45,900.0,-0.00152555301297,65.3131939777,0.000523928208267,65.1049410415,0.0,0,0,1,58890.0,5964231.20713,91556.0,65.1429857916,1,0,1,1,65.45,4,261.8,20170330 17:08:17
2017-03-30 10:55:00,65.45,65.6,65.35,65.6,1600.0,0.00229182582124,65.3705551822,0.000878248343976,65.1520895138,0.0,0,0,1,104826.666667,6069057.8738,93156.0,65.1494039439,1,0,1,1,65.6,4,262.4,20170330 17:08:17
2017-03-30 11:00:00,65.7,65.7,65.625,65.65,1200.0,0.000762195121951,65.4264441458,0.00085495623228,65.1995095601,0.0,0,0,1,78790.0,6147847.8738,94356.0,65.1558764021,1,0,1,1,65.65,4,262.6,20170330 17:08:17
2017-03-30 11:05:00,65.7,65.75,65.6,65.65,1724.0,0.0,65.4711553166,0.000683380725214,65.2424134115,0.0,0,0,1,113209.333333,6261057.20713,96080.0,65.1650417062,1,0,1,1,65.65,4,262.6,20170330 17:08:17
2017-03-30 11:10:00,65.7,65.7,65.6,65.6,1167.0,-0.000761614623001,65.4969242533,0.000393592209488,65.2764692771,0.0,0,0,1,76594.1,6337651.30713,97247.0,65.1706613791,1,0,1,1,65.6,4,262.4,20170330 17:08:17
2017-03-30 11:15:00,65.65,65.65,65.6,65.6,599.0,0.0,65.5175394026,0.000314749884488,65.3072817269,0.0,0,0,1,39304.3833333,6376955.69047,97846.0,65.1733917632,1,0,1,1,65.6,4,262.4,20170330 17:08:17
2017-03-30 11:20:00,65.6,65.7,65.6,65.7,1200.0,0.0015243902439,65.5540315221,0.000556982447863,65.3446834672,0.0,0,0,1,78800.0,6455755.69047,99046.0,65.1793680761,1,0,1,1,65.7,4,262.8,20170330 17:08:17
2017-03-30 11:25:00,65.65,65.65,65.6,65.6,400.0,-0.00152207001522,65.5632252177,0.000140246074361,65.3689993274,0.0,0,0,1,26246.6666667,6482002.35713,99446.0,65.181127015,1,0,1,1,65.6,4,262.4,20170330 17:08:17
