Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,EMA9,EMA9PC,EMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-10 09:35:00,20.5,21.45,20.455,20.75,6969.0,6969.0,0.0171568627451,20.5130705468,0.00289590456133,20.48825,1,1,1,145547.565,145547.565,20.885,-1,1,0,1,0
2017-03-10 09:40:00,20.75,20.75,20.75,20.75,400.0,7369.0,0.0,20.5604564375,0.00231003401104,20.5131785714,0,1,1,8300.0,153847.565,20.8776720043,-1,0,0,1,0
2017-03-10 09:45:00,20.638,20.7,20.55,20.6,2542.0,9911.0,-0.00722891566265,20.56836515,0.000384656465737,20.5214472789,0,0,1,52407.5666667,206255.131667,20.8107286517,-1,0,0,1,0
2017-03-10 09:50:00,20.6,20.6,20.5,20.5,850.0,10761.0,-0.00485436893204,20.55469212,-0.000664760173916,20.5194046809,0,0,1,17453.3333333,223708.465,20.7888174891,-1,0,0,1,0
2017-03-10 09:55:00,20.5,20.5,20.5,20.5,100.0,10861.0,0.0,20.543753696,-0.00053216189917,20.5175566161,0,0,1,2050.0,225758.465,20.7861582727,-1,0,0,1,0
2017-03-10 10:00:00,20.5092,20.5092,20.5092,20.5092,350.0,11211.0,0.000448780487805,20.5368429568,-0.000336391260263,20.5167607479,0,0,1,7178.22,232936.685,20.7775118187,-1,0,0,1,0
2017-03-10 10:05:00,20.45,20.45,20.45,20.45,1000.0,12211.0,-0.00288650946892,20.5194743654,-0.00084572840108,20.5104025814,0,0,1,20450.0,253386.685,20.7506907706,-1,0,0,1,0
2017-03-10 10:10:00,20.5,20.5,20.45,20.45,2044.0,14255.0,0.0,20.5055794923,-0.000677155410426,20.5046499546,0,0,1,41833.8666667,295220.551667,20.7099650415,-1,0,0,1,0
2017-03-10 10:15:00,20.45,20.45,20.4,20.45,3560.0,17815.0,0.0,20.4944635939,-0.000542091408471,20.499445197,0,0,0,72742.6666667,367963.218333,20.6546852839,-1,0,0,1,0
2017-03-10 10:20:00,20.5,20.5,20.4654,20.5,2600.0,20415.0,0.00244498777506,20.4955708751,5.40283096511e-05,20.4994980354,0,0,0,53270.0133333,421233.231667,20.6335161238,-1,0,0,1,0
2017-03-10 10:30:00,20.5,20.5,20.45,20.5,1900.0,22315.0,0.0,20.4964567001,4.32203126004e-05,20.4995458416,0,0,0,38918.3333333,460151.565,20.6207288819,-1,0,0,1,0
2017-03-10 10:35:00,20.45,20.45,20.4,20.4,4094.0,26409.0,-0.00487804878049,20.4771653601,-0.000941203657694,20.4900652852,0,0,0,83585.8333333,543737.398333,20.5890945637,-1,0,0,1,0
2017-03-10 10:40:00,20.45,20.5,20.4337,20.45,4672.0,31081.0,0.00245098039216,20.4717322881,-0.000265323442829,20.4862495438,0,0,0,95594.8821333,639332.280467,20.5698748582,-1,0,0,1,0
2017-03-10 10:45:00,20.45,20.5,20.4,20.4805,3500.0,34581.0,0.00149144254279,20.4734858304,8.56567663723e-05,20.4857019682,0,0,0,71610.5833333,710942.8638,20.5587711113,-1,0,0,1,0
2017-03-10 10:50:00,20.5,20.575,20.5,20.55,2624.0,37205.0,0.00339347183907,20.4887886644,0.000747446430891,20.4918255903,1,0,0,53901.3333333,764844.197133,20.5575647664,-1,0,0,1,0
2017-03-10 11:00:00,20.55,20.55,20.55,20.55,300.0,37505.0,0.0,20.5010309315,0.000597510537594,20.4973660102,0,0,1,6165.0,771009.197133,20.5575042563,-1,0,0,1,0
2017-03-10 11:05:00,20.55,20.6,20.55,20.569,5300.0,42805.0,0.000924574209246,20.5146247452,0.000663079517758,20.504188295,0,0,1,109036.9,880046.097133,20.5594228976,-1,0,0,1,0
2017-03-10 11:10:00,20.55,20.6,20.5,20.55,3650.0,46455.0,-0.000923720161408,20.5216997961,0.000344878400202,20.5085513145,0,0,1,75007.5,955053.597133,20.5586825344,-1,0,0,1,0
2017-03-10 11:15:00,20.55,20.55,20.55,20.55,100.0,46555.0,0.0,20.5273598369,0.000275807600078,20.5124988084,0,0,1,2055.0,957108.597133,20.5586638843,-1,0,0,1,0
2017-03-10 11:20:00,20.6,20.65,20.6,20.65,1100.0,47655.0,0.00486618004866,20.5518878695,0.00119489465821,20.5255941599,1,1,1,22696.6666667,979805.2638,20.5603874473,-1,1,1,1,242
2017-03-10 11:25:00,20.65,20.65,20.6,20.6,1200.0,48855.0,-0.00242130750605,20.5615102956,0.0004682015664,20.5326804304,0,0,1,24740.0,1004545.2638,20.5617698045,-1,0,1,1,242
2017-03-10 11:30:00,20.7,20.7,20.675,20.675,4400.0,53255.0,0.00364077669903,20.5842082365,0.00110390436053,20.5462346751,1,1,1,91006.6666667,1095551.93047,20.5718135474,1,1,1,1,241
2017-03-10 11:35:00,20.65,20.7,20.65,20.7,29600.0,82855.0,0.00120918984281,20.6073665892,0.00112505433454,20.5608789918,0,1,1,612226.666667,1707778.59713,20.6116540599,-1,0,1,1,241
2017-03-10 11:40:00,20.7,20.7,20.6783,20.6783,200.0,83055.0,-0.00104830917874,20.6215532714,0.000688427708519,20.572061945,0,0,1,4137.10666667,1711915.7038,20.6118319644,1,0,1,1,241
2017-03-10 11:45:00,20.7,20.8,20.675,20.8,6763.0,89818.0,0.00588539676859,20.6572426171,0.00173068174148,20.5937703312,1,1,1,140388.608333,1852304.31213,20.6228630356,1,1,1,1,240
2017-03-10 11:50:00,20.8,20.8,20.7,20.7,4083.0,93901.0,-0.00480769230769,20.6657940937,0.000413969896209,20.6038874425,0,0,1,84654.2,1936958.51213,20.6276665012,1,0,1,1,241
2017-03-10 11:55:00,20.65,20.7,20.65,20.7,400.0,94301.0,0.0,20.6726352749,0.000331038876837,20.6130410194,0,0,1,8273.33333333,1945231.84547,20.6279026253,1,0,1,1,241
2017-03-10 12:00:00,20.7,20.7,20.7,20.7,2254.0,96555.0,0.0,20.6781082199,0.000264743461092,20.6213228271,0,0,1,46657.8,1991889.64547,20.6295856814,1,0,1,1,241
2017-03-10 12:05:00,20.7,20.7,20.675,20.7,1700.0,98255.0,0.0,20.682486576,0.000211738712434,20.6288158911,0,0,1,35175.8333333,2027065.4788,20.6306598015,1,0,1,1,241
