,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-03-30 09:35:00,23.95,24.05,23.9,24.0,6363.0,0.00208768267223,23.988257942,0.000122387952105,24.02114,0.0,0,0,0,152605.95,152605.95,6363.0,23.9833333333,1,0,0,1,0.0,0,0.0,20170330 17:30:02
2017-03-30 09:40:00,24.1,24.1,24.0,24.05,5295.0,0.00208333333333,24.0006063536,0.000514769001727,24.0238885714,0.0,0,0,0,127344.75,279950.7,11658.0,24.0136129696,-1,0,0,1,0.0,0,0.0,20170330 17:30:02
2017-03-30 09:45:00,24.1,24.25,24.05,24.2,20562.0,0.00623700623701,24.0404850829,0.00166157174063,24.0406610884,0.0,1,1,0,496915.0,776865.7,32220.0,24.1112880199,-1,0,0,1,0.0,0,0.0,20170330 17:30:02
2017-03-30 09:50:00,24.2,24.35,24.15,24.25,8362.0,0.00206611570248,24.0823880663,0.00174301738404,24.0605981276,1.0,0,1,1,202778.5,979644.2,40582.0,24.1398698931,-1,0,0,1,0.0,0,0.0,20170330 17:30:02
2017-03-30 09:55:00,24.275,24.278,24.15,24.25,4590.0,0.0,24.1159104531,0.00139198764856,24.0786364012,0.0,0,1,1,111197.34,1090841.54,45172.0,24.1486217126,-1,0,0,1,0.0,0,0.0,20170330 17:30:02
2017-03-30 10:00:00,24.25,24.45,24.25,24.35,22359.0,0.00412371134021,24.1627283624,0.00194137017883,24.1044805535,0.0,1,1,1,544441.65,1635283.19,67531.0,24.2152965305,-1,0,0,1,0.0,0,0.0,20170330 17:30:02
2017-03-30 10:05:00,24.4,24.45,24.3,24.425,19198.0,0.00308008213552,24.21518269,0.0021708776726,24.135006215,0.0,1,1,1,468271.216667,2103554.40667,86729.0,24.2543371498,-1,0,0,1,0.0,0,0.0,20170330 17:30:02
2017-03-30 10:10:00,24.4,24.5,24.4,24.475,10511.0,0.00204708290686,24.267146152,0.00214590419053,24.1673865755,0.0,0,1,1,257081.541667,2360635.94833,97240.0,24.2763877862,-1,0,0,1,0.0,0,0.0,20170330 17:30:02
2017-03-30 10:15:00,24.475,24.525,24.475,24.525,10331.0,0.00204290091931,24.3187169216,0.00212512708681,24.2014449969,0.0,0,1,1,253195.591667,2613831.54,107571.0,24.2986635803,1,0,0,1,0.0,0,0.0,20170330 17:30:02
2017-03-30 10:20:00,24.5,24.575,24.45,24.55,7641.0,0.00101936799185,24.3649735373,0.00190209935149,24.2346407115,0.0,0,1,1,187395.525,2801227.065,115212.0,24.313674487,1,0,0,1,0.0,0,0.0,20170330 17:30:02
