Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,ClosePC>0.003,EMA9,EMA9PC,EMA9PC>0.001,EMA20,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-10 09:35:00,139.25,139.29,138.84,138.9,1067322.0,1067322.0,-0.00244182706119,0,139.180893186,-0.000504292521142,0,139.2065,0,148368431.22,148368431.22,139.01,1,0,0,1,0
2017-03-10 09:40:00,138.91,139.04,138.64,139.02,526558.0,1593880.0,0.000863930885529,0,139.148714549,-0.000231200106176,0,139.188738095,0,73138906.2,221507337.42,138.973660138,1,0,0,1,0
2017-03-10 09:45:00,139.0101,139.015,138.805,138.94,419189.0,2013069.0,-0.00057545676881,0,139.106971639,-0.000299987750237,0,139.165048753,0,58233735.88,279741073.3,138.962486283,1,0,0,1,0
2017-03-10 09:50:00,138.93,139.0889,138.81,139.04,443404.0,2456473.0,0.000719735137469,0,139.093577311,-9.62879696316e-05,0,139.153139348,0,61624125.3385,341365198.639,138.9655814,1,0,0,1,0
2017-03-10 09:55:00,139.03,139.19,139.03,139.12,372676.0,2829149.0,0.000575373993096,0,139.098861849,3.79926795582e-05,0,139.149983219,0,51844200.6133,393209399.252,138.985044355,1,0,0,1,0
2017-03-10 10:00:00,139.12,139.15,138.95,139.05,328630.0,3157779.0,-0.000503162737205,0,139.089089479,-7.0254851125e-05,0,139.140461008,0,45696001.5,438905400.752,138.991804288,1,0,0,1,0
2017-03-10 10:05:00,139.04,139.16,139.02,139.11,359004.0,3516783.0,0.000431499460626,0,139.093271583,3.00678087042e-05,0,139.13755996,0,49936259.72,488841660.472,139.002508961,1,0,0,1,0
2017-03-10 10:10:00,139.12,139.21,139.07,139.195,305115.0,3821898.0,0.000611027244626,0,139.113617267,0.00014627367001,0,139.14303044,0,42459294.875,531300955.347,139.014948946,1,0,0,1,0
2017-03-10 10:15:00,139.195,139.25,139.06,139.21,324663.0,4146561.0,0.000107762491469,0,139.132893813,0.000138566928424,0,139.149408493,0,45184431.92,576485387.267,139.027349957,1,0,0,1,0
2017-03-10 10:20:00,139.22,139.26,139.15,139.202,198857.0,4345418.0,-5.74671359816e-05,0,139.146715051,9.9338387483e-05,0,139.154417208,0,27681689.828,604167077.095,139.035433897,1,0,0,1,0
2017-03-10 10:25:00,139.2,139.23,139.08,139.1,212798.0,4558216.0,-0.0007327480927,0,139.137372041,-6.71450284886e-05,0,139.149234617,0,29608004.3933,633775081.488,139.040159898,1,0,0,1,0
2017-03-10 10:30:00,139.11,139.2,139.02,139.02,239291.0,4797507.0,-0.000575125808771,0,139.113897632,-0.000168713896006,0,139.136926558,0,33280592.28,667055673.768,139.04214705,1,0,0,1,0
2017-03-10 10:35:00,139.02,139.11,138.97,138.98,245123.0,5042630.0,-0.000287728384405,0,139.087118106,-0.000192500727456,0,139.121981172,0,34076999.46,701132673.228,139.041070479,1,0,0,1,0
2017-03-10 10:40:00,138.99,139.1,138.98,138.99,133008.0,5175638.0,7.19527989641e-05,0,139.067694485,-0.000139650756011,0,139.109411536,0,18491215.52,719623888.748,139.040614654,1,0,0,1,0
2017-03-10 10:45:00,138.99,139.0,138.76,138.89,432635.0,5608273.0,-0.000719476221311,0,139.032155588,-0.000255551061571,0,139.088515199,0,60085790.9167,779709679.665,139.028481614,1,0,0,1,0
2017-03-10 10:50:00,138.91,139.0,138.88,138.9166,158197.0,5766470.0,0.000191518467852,0,139.00904447,-0.000166228578324,0,139.072142323,0,21978657.2434,801688336.908,139.02584023,-1,0,0,1,0
2017-03-10 10:55:00,138.91,139.04,138.91,139.015,144960.0,5911430.0,0.000708338672268,0,139.010235576,8.56855000175e-06,0,139.066700197,0,20147748.8,821836085.708,139.024920486,-1,0,0,1,0
2017-03-10 11:00:00,139.0172,139.03,138.89,138.98,181304.0,6092734.0,-0.000251771391576,0,139.004188461,-4.35012228873e-05,0,139.058443036,0,25195212.5333,847031298.242,139.023187003,-1,0,0,1,0
2017-03-10 11:05:00,138.97,139.05,138.899,138.9347,232426.0,6325160.0,-0.000325946179306,0,138.990290769,-9.99803843826e-05,0,139.046657985,0,32298203.6187,879329501.86,139.020910437,-1,0,0,1,0
2017-03-10 11:10:00,138.93,139.1,138.87,139.0859,234272.0,6559432.0,0.00108828104138,0,139.009412615,0.000137576849,0,139.050395319,0,32568173.2683,911897675.129,139.02082911,-1,0,0,1,0
2017-03-10 11:15:00,139.08,139.15,139.01,139.15,169750.0,6729182.0,0.000460866270413,0,139.037530092,0.0002022703101,0,139.059881479,0,23612790.8333,935510465.962,139.022910357,1,0,0,1,0
2017-03-10 11:20:00,139.145,139.19,139.101,139.1607,187654.0,6916836.0,7.68954365791e-05,0,139.062164074,0.000177175051806,0,139.069483243,0,26112160.4373,961622626.399,139.026373677,1,0,0,1,0
2017-03-10 11:25:00,139.1693,139.25,139.16,139.245,192485.0,7109321.0,0.000605774475121,0,139.098731259,0.000262955675408,0,139.086199125,1,26797440.8917,988420067.291,139.031570988,1,0,0,1,0
2017-03-10 11:30:00,139.24,139.32,139.2047,139.2634,201265.0,7310586.0,0.000132141189989,0,139.131665007,0.000236765266829,0,139.103075399,1,28028707.3155,1016448774.61,139.037934114,1,0,0,1,0
2017-03-10 11:35:00,139.2675,139.32,139.2,139.26,187962.0,7498548.0,-2.44141676851e-05,0,139.157332006,0.000184479921062,0,139.118020599,1,26175588.12,1042624362.73,139.043500519,1,0,0,1,0
2017-03-10 11:40:00,139.26,139.3571,139.25,139.33,180117.0,7678665.0,0.000502656900761,0,139.191865605,0.000248162266152,0,139.138209113,1,25092525.5469,1067716888.27,139.049807261,1,0,0,1,0
2017-03-10 11:45:00,139.335,139.35,139.26,139.26,138272.0,7816937.0,-0.000502404363741,0,139.205492484,9.78999672903e-05,0,139.149808245,1,19259906.88,1086976795.15,139.054055975,1,0,0,1,0
2017-03-10 11:50:00,139.25,139.27,139.14,139.15,193860.0,8010797.0,-0.000789889415482,0,139.194393987,-7.9727434099e-05,0,139.149826508,1,26982727.2,1113959522.35,139.057265133,1,0,0,1,0
2017-03-10 11:55:00,139.156,139.2494,139.15,139.24,134910.0,8145707.0,0.000646784045994,0,139.20351519,6.5528519908e-05,0,139.158414459,1,18781243.818,1132740766.17,139.059846637,1,0,0,1,0
2017-03-10 12:00:00,139.24,139.29,139.15,139.19,123597.0,8269304.0,-0.000359092214881,0,139.200812152,-1.94178854059e-05,0,139.161422606,1,17205938.37,1149946704.54,139.062090902,1,0,0,1,0
2017-03-10 12:05:00,139.185,139.19,139.12,139.15,73712.0,8343016.0,-0.000287376966736,0,139.190649721,-7.30055390321e-05,0,139.160334739,1,10257270.5067,1160203975.05,139.062897044,1,0,0,1,0
2017-03-10 12:10:00,139.1453,139.22,139.14,139.21,60231.0,8403247.0,0.000431189363996,0,139.194519777,2.78039922068e-05,0,139.165064764,1,8383552.89,1168587527.94,139.063808066,1,0,0,1,0
2017-03-10 12:15:00,139.21,139.24,139.15,139.165,97137.0,8500384.0,-0.000323252639897,0,139.188615822,-4.24151426173e-05,0,139.165058596,1,13520013.345,1182107541.28,139.06519297,1,0,0,1,0
2017-03-10 12:20:00,139.16,139.25,139.16,139.224,102175.0,8602559.0,0.00042395717314,0,139.195692657,5.08434948641e-05,0,139.170672063,1,14223917.9833,1196331459.27,139.06692872,1,0,0,1,0
2017-03-10 12:25:00,139.2247,139.28,139.22,139.27,90101.0,8692660.0,0.000330402804114,0,139.210554126,0.000106766727154,0,139.180131866,1,12547164.9233,1208878624.19,139.068895389,1,0,0,1,0
2017-03-10 12:30:00,139.27,139.28,139.2001,139.205,87175.0,8779835.0,-0.00046671932218,0,139.209443301,-7.97946086639e-06,0,139.18250026,1,12137232.8642,1221015857.05,139.070478779,1,0,0,1,0
2017-03-10 12:35:00,139.2,139.21,139.083,139.099,142711.0,8922546.0,-0.000761466901333,0,139.187354641,-0.000158672138982,0,139.174547854,1,19855476.5707,1240871333.62,139.07144145,1,0,0,1,0
2017-03-10 12:40:00,139.09,139.1,138.95,138.96,285174.0,9207720.0,-0.000999288276695,0,139.141883712,-0.000326688643703,0,139.154114725,0,39640136.58,1280511470.2,139.069332061,1,0,0,1,0
2017-03-10 12:45:00,138.96,138.98,138.91,138.97,179914.0,9387634.0,7.19631548647e-05,0,139.10750697,-0.00024706250605,0,139.13657999,0,24999650.0133,1305511120.22,139.067108945,1,0,0,1,0
2017-03-10 12:50:00,138.97,139.0,138.94,138.9807,103014.0,9490648.0,7.69950348998e-05,0,139.082145576,-0.000182315063663,0,139.121734276,0,14316222.9966,1319827343.21,139.066093613,1,0,0,1,0
2017-03-10 12:55:00,138.99,138.99,138.77,138.85,239336.0,9729984.0,-0.000940418345857,0,139.035716461,-0.00033382512902,0,139.095854821,0,33236590.32,1353063933.53,139.061270145,-1,0,0,1,0
2017-03-10 13:00:00,138.8553,139.04,138.77,139.03,183621.0,9913605.0,0.00129636298163,0,139.034573169,-8.22301047654e-06,0,139.089582934,0,25513525.88,1378577459.41,139.059147446,-1,0,0,1,0
2017-03-10 13:05:00,139.03,139.1,138.96,139.0,137663.0,10051268.0,-0.000215780766741,0,139.027658535,-4.97331963185e-05,0,139.081051226,0,19137910.26,1397715369.67,139.058611279,-1,0,0,1,0
2017-03-10 13:10:00,138.9901,138.9901,138.81,138.94,194017.0,10245285.0,-0.000431654676259,0,139.010126828,-0.00012610229621,0,139.067617776,0,26951554.6606,1424666924.33,139.055860753,-1,0,0,1,0
