Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-04-27 09:55:00,9.915,9.925,9.915,9.915,20880.0,,,,,0
2017-04-27 10:00:00,9.915,9.915,9.895,9.895,22624.0,-0.00201714573878,,,,0
2017-04-27 10:10:00,9.895,9.895,9.875,9.875,36841.0,-0.00202122283982,,,,0
2017-04-27 10:15:00,9.875,9.875,9.855,9.855,29300.0,-0.0020253164557,,,,0
2017-04-27 10:20:00,9.855,9.855,9.835,9.845,66637.0,-0.00101471334348,,,,0
2017-04-27 10:25:00,9.845,9.845,9.835,9.835,16852.0,-0.0010157440325,,,,0
2017-04-27 10:30:00,9.835,9.845,9.825,9.845,118183.0,0.00101677681749,,,,0
2017-04-27 10:35:00,9.845,9.855,9.835,9.835,70653.0,-0.0010157440325,,,,0
2017-04-27 10:40:00,9.835,9.835,9.825,9.825,24826.0,-0.00101677681749,9.85833333333,,,0
2017-04-27 10:45:00,9.825,9.835,9.825,9.835,52188.0,0.00101781170483,9.85366666667,-0.000473372781065,,0
2017-04-27 10:50:00,9.835,9.835,9.815,9.815,65357.0,-0.00203355363498,9.84593333333,-0.000784817834309,,0
2017-04-27 10:55:00,9.815,9.835,9.815,9.825,248820.0,0.00101884870097,9.84174666667,-0.000425217856442,,0
2017-04-27 11:05:00,9.825,9.825,9.825,9.825,23962.0,0.0,9.83839733333,-0.000340318994867,,0
2017-04-27 11:10:00,9.825,9.825,9.805,9.805,41125.0,-0.00203562340967,9.83171786667,-0.000678918165262,,0
2017-04-27 11:20:00,9.805,9.805,9.805,9.805,28069.0,0.0,9.82637429333,-0.000543503526627,,0
2017-04-27 11:25:00,9.805,9.805,9.805,9.805,21709.0,0.0,9.82209943467,-0.000435039266677,,0
2017-04-27 11:30:00,9.805,9.805,9.795,9.805,156208.0,0.0,9.81867954773,-0.000348182886569,,0
2017-04-27 14:50:00,9.845,9.845,9.845,9.845,15062.0,0.00407955124936,9.82394363819,0.000536130182041,,0
2017-04-27 15:50:00,9.785,9.785,9.785,9.785,98104.0,-0.00609446419502,9.81615491055,-0.00079283105891,,0
