,Close,High,Low,Open,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-18 09:35:00,13.9,13.97,13.75,13.81,18249.0,0.0065170166546,13.9132473528,-0.000237978236038,14.026,0.0,1,0,0,253174.46,253174.46,18249.0,13.8733333333,1,0,0,1,0.0,0,0.0,20170418 09:40:30
2017-04-18 09:40:00,14.14,14.18,13.9,13.9,42973.0,0.0172661870504,13.9585978823,0.00325952153969,14.0368571429,0.0,1,1,0,604773.353333,857947.813333,61222.0,14.013717509,-1,0,0,1,0.0,0,0.0,20170418 09:40:30
2017-04-18 09:45:00,14.175,14.18,14.13,14.14,5141.0,0.00247524752475,14.0018783058,0.00310062829461,14.0500136054,0.0,0,1,0,72805.1283333,930752.941667,66363.0,14.0251788145,-1,0,0,1,0.0,0,0.0,20170418 09:45:11
2017-04-18 09:50:00,14.145,14.24,14.115,14.175,36269.0,-0.0021164021164,14.0305026446,0.00204432135549,14.0590599287,0.0,0,1,0,513810.833333,1444563.775,102632.0,14.0751790377,-1,0,0,1,0.0,0,0.0,20170418 09:50:10
2017-04-18 09:55:00,14.23,14.23,14.11,14.145,11790.0,0.00600919052669,14.0704021157,0.002843766334,14.0753399355,0.0,1,1,0,167300.1,1611863.875,114422.0,14.0870101467,-1,0,0,1,0.0,0,0.0,20170418 09:55:10
2017-04-18 10:00:00,14.315,14.345,14.19,14.23,27004.0,0.00597329585383,14.1193216926,0.00347677176911,14.0981647036,1.0,1,1,1,385707.133333,1997571.00833,141426.0,14.1244962619,-1,1,1,1,14.315,349,4995.935,20170418 10:00:10
2017-04-18 10:05:00,14.355,14.53,14.26,14.315,33338.0,0.00279427174293,14.1664573541,0.00333838002357,14.122625208,0.0,0,1,1,479456.003333,2477027.01167,174764.0,14.1735541168,-1,0,1,1,14.355,349,5009.895,20170418 10:05:10
2017-04-18 10:10:00,14.355,14.385,14.305,14.355,3331.0,0.0,14.2041658832,0.00266181785929,14.1447561406,0.0,0,1,1,47794.2983333,2524821.31,178095.0,14.1768231,1,0,1,1,14.355,349,5009.895,20170418 10:10:11
2017-04-18 10:15:00,14.395,14.44,14.325,14.355,9300.0,0.00278648554511,14.2423327066,0.00268701616582,14.1685888891,0.0,0,1,1,133796.0,2658617.31,187395.0,14.1872371728,1,0,1,1,14.395,349,5023.855,20170418 10:15:10
2017-04-18 10:20:00,14.355,14.425,14.34,14.395,27622.0,-0.00277874261896,14.2648661653,0.00158214662896,14.1863423282,0.0,0,1,1,397020.213333,3055637.52333,215017.0,14.2111438785,1,0,1,1,14.355,349,5009.895,20170418 10:20:11
2017-04-18 10:25:00,14.35,14.365,14.34,14.355,1372.0,-0.000348310693138,14.2818929322,0.00119361561103,14.2019287731,0.0,0,1,1,19690.4866667,3075328.01,216389.0,14.2120348539,1,0,1,1,14.35,349,5008.15,20170418 10:25:11
2017-04-18 10:30:00,14.365,14.385,14.35,14.35,5185.0,0.00104529616725,14.2985143458,0.001163810262,14.2174593662,0.0,0,1,1,74491.1666667,3149819.17667,221574.0,14.2156533558,1,0,1,1,14.365,349,5013.385,20170418 10:30:11
2017-04-18 10:35:00,14.18,14.365,14.155,14.365,9600.0,-0.0128785241907,14.2748114766,-0.00165771552082,14.2138918075,0.0,0,0,1,136640.0,3286459.17667,231174.0,14.2163875551,1,0,1,1,14.18,349,4948.82,20170418 10:35:12
2017-04-18 10:40:00,14.075,14.18,13.965,14.18,10180.0,-0.0074047954866,14.2348491813,-0.0027994972396,14.2006640163,0.0,0,0,1,143266.533333,3429725.71,241354.0,14.2103537128,1,0,1,1,14.075,349,4912.175,20170418 10:40:12
2017-04-18 10:45:00,13.955,14.1,13.865,14.075,12823.0,-0.00852575488455,14.178879345,-0.00393188825163,14.1772674433,0.0,0,0,1,179180.053333,3608905.76333,254177.0,14.1983962488,-1,0,1,1,13.955,349,4870.295,20170418 10:45:11
2017-04-18 10:50:00,14.05,14.05,13.945,13.955,2013.0,0.00680759584378,14.153103476,-0.00181790594168,14.1651467344,-1.0,1,0,0,28212.195,3637117.95833,256190.0,14.196955222,-1,0,1,1,14.05,349,4903.45,20170418 10:50:12
2017-04-18 10:55:00,13.995,14.05,13.98,14.05,1361.0,-0.00391459074733,14.1214827808,-0.00223418808883,14.1489422835,0.0,0,0,0,19065.3416667,3656183.3,257551.0,14.1959584704,-1,0,1,1,13.995,349,4884.255,20170418 10:55:11
2017-04-18 11:00:00,13.98,13.995,13.97,13.995,220.0,-0.0010718113612,14.0931862247,-0.00200379496999,14.1328525422,0.0,0,0,0,3075.96666667,3659259.26667,257771.0,14.1957755786,-1,0,1,1,13.98,349,4879.02,20170418 11:00:12
2017-04-18 11:05:00,13.92,14.025,13.915,13.98,6601.0,-0.00429184549356,14.0585489797,-0.00245772988307,14.1125808716,0.0,0,0,0,92105.9533333,3751365.22,264372.0,14.189722134,-1,0,1,1,13.92,349,4858.08,20170418 11:05:10
2017-04-18 11:10:00,13.91,13.965,13.91,13.92,8879.0,-0.000718390804598,14.0288391838,-0.00211329035368,14.0932874552,0.0,0,0,0,123669.671667,3875034.89167,273251.0,14.1812285835,-1,0,1,1,13.91,349,4854.59,20170418 11:10:13
2017-04-18 11:15:00,13.915,13.925,13.845,13.91,8497.0,0.000359453630482,14.006071347,-0.00162293091097,14.0763076976,0.0,0,0,0,118065.815,3993100.70667,281748.0,14.1725964574,-1,0,1,1,13.915,349,4856.335,20170418 11:15:14
