Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-04-27 09:55:00,6.725,6.735,6.725,6.735,804.0,,,,,0
2017-04-27 10:00:00,6.735,6.735,6.735,6.735,3193.0,0.0,,,,0
2017-04-27 10:10:00,6.735,6.735,6.735,6.735,610.0,0.0,,,,0
2017-04-27 10:15:00,6.735,6.735,6.735,6.735,2860.0,0.0,,,,0
2017-04-27 10:20:00,6.735,6.735,6.735,6.735,4647.0,0.0,,,,0
2017-04-27 10:25:00,6.735,6.735,6.735,6.735,1470.0,0.0,,,,0
2017-04-27 10:30:00,6.735,6.735,6.735,6.735,4140.0,0.0,,,,0
2017-04-27 10:35:00,6.735,6.745,6.735,6.745,45094.0,0.0014847809948,,,,0
2017-04-27 10:40:00,6.745,6.755,6.745,6.755,27567.0,0.00148257968866,6.73833333333,,,0
2017-04-27 10:45:00,6.755,6.755,6.755,6.755,1257.0,0.0,6.74166666667,0.000494682166708,,0
2017-04-27 10:50:00,6.755,6.765,6.755,6.765,14451.0,0.00148038490007,6.74633333333,0.000692212608158,,0
2017-04-27 10:55:00,6.765,6.765,6.755,6.765,43844.0,0.0,6.75006666667,0.00055338702505,,0
2017-04-27 11:00:00,6.765,6.765,6.765,6.765,7179.0,0.0,6.75305333333,0.00044246476578,,0
2017-04-27 11:05:00,6.765,6.765,6.765,6.765,2510.0,0.0,6.75544266667,0.000353815261837,,0
2017-04-27 11:10:00,6.765,6.765,6.765,6.765,5180.0,0.0,6.75735413333,0.0002829520967,,0
2017-04-27 11:15:00,6.765,6.765,6.765,6.765,10002.0,0.0,6.75888330667,0.000226297645966,,0
2017-04-27 11:20:00,6.765,6.765,6.765,6.765,964.0,0.0,6.76010664533,0.000180997157542,,0
2017-04-27 14:45:00,6.765,6.765,6.765,6.765,901.0,0.0,6.76108531627,0.0001447715228,,0
2017-04-27 15:45:00,6.765,6.765,6.765,6.765,10167.0,0.0,6.76186825301,0.000115800453632,,0
