,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-10 09:35:00,5.65,5.65,5.65,5.65,201.0,0.0,5.68704382106,-0.00162578296414,5.750185,0.0,0,0,0,1135.65,1135.65,201.0,5.65,1,0,0,1,0.0,0,0.0,20170410 09:48:21
2017-04-10 09:40:00,5.65,5.65,5.65,5.65,4999.0,0.0,5.67963505684,-0.00130274435088,5.74064357143,0.0,0,0,0,28244.35,29380.0,5200.0,5.65,1,0,0,1,0.0,0,0.0,20170410 09:48:21
2017-04-10 09:45:00,5.65,5.65,5.65,5.65,542.0,0.0,5.67370804548,-0.00104355496604,5.73201085034,0.0,0,0,0,3062.3,32442.3,5742.0,5.65,1,0,0,1,0.0,0,0.0,20170410 09:48:21
