,Open,High,Low,Close,Volume,EMA,VP,TotalVP,TotalVolume,VWAP,EMA>VWAP
2017-02-24 14:45:00,255.7705,256.07,255.7705,255.8395,34900.0,,8930677.33333,1728510535.16,6788300.0,254.630840587,1.0
2017-02-24 14:50:00,255.8395,256.17,255.74,255.92,77600.0,,19861202.6667,1748371737.82,6865900.0,254.645674686,1.0
2017-02-24 14:55:00,255.92,256.489,255.92,256.03,61200.0,,15676155.6,1764047893.42,6927100.0,254.658932804,1.0
2017-02-24 15:00:00,256.03,256.21,255.72,255.85,47300.0,,12105331.3333,1776153224.76,6974400.0,254.667530505,1.0
2017-02-24 15:05:00,255.85,255.92,255.68,255.845,53800.0,,13762847.0,1789916071.76,7028200.0,254.676314242,1.0
2017-02-24 15:10:00,255.845,255.992,255.73,255.81,55200.0,,14122588.8,1804038660.56,7083400.0,254.685413863,1.0
2017-02-24 15:15:00,255.81,255.9,255.24,255.41,78800.0,,20134713.3333,1824173373.89,7162200.0,254.694559478,1.0
2017-02-24 15:20:00,255.41,255.915,255.39,255.91,78200.0,,19998737.6667,1844172111.56,7240400.0,254.705832766,1.0
2017-02-24 15:25:00,255.91,256.15,255.79,256.14,56800.0,255.861611111,14542314.6667,1858714426.22,7297200.0,254.716113882,1.0
