Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,timestamp
2017-03-23 09:35:00+00:00,8.58,8.6,8.43,8.4533,210227.0,-0.0170581395349,8.55515166618,-0.00296749333045,8.562665,0.0,0,0,0,1785759.23637,1785759.23637,210227.0,8.49443333333,1,0,0,1,0.0,0,20170324 05:00:24
2017-03-23 09:40:00+00:00,8.47,8.59,8.44,8.54,62228.0,0.0102563495913,8.55212133295,-0.000354211515421,8.56050642857,0.0,1,0,0,530389.986667,2316149.22303,272455.0,8.50103401675,1,0,0,1,0.0,0,20170324 05:00:24
2017-03-23 09:45:00+00:00,8.5401,8.6801,8.5401,8.6701,349341.0,0.0152341920375,8.57571706636,0.00275905035632,8.57094391156,1.0,1,1,1,3014847.7641,5330996.98713,621796.0,8.57354660875,1,1,1,1,8.6701,8,20170324 05:00:24
2017-03-23 09:50:00+00:00,8.6853,8.8,8.67,8.67,345413.0,-1.15338923427e-05,8.59457365309,0.00219883498754,8.58037782475,0.0,0,1,1,3009698.60667,8340695.5938,967209.0,8.62346772394,-1,0,1,1,8.67,8,20170324 05:00:24
2017-03-23 09:55:00+00:00,8.67,8.7,8.51,8.599,213258.0,-0.00818915801615,8.59545892247,0.000103003292395,8.58215136525,0.0,0,0,1,1834658.574,10175354.1678,1180467.0,8.61977011454,-1,0,1,1,8.599,8,20170324 05:00:24
2017-03-23 10:00:00+00:00,8.58,8.64,8.54,8.63,86033.0,0.00360507035702,8.60236713797,0.000803705255148,8.58670837808,0.0,1,0,1,740170.576667,10915524.7445,1266500.0,8.61865356847,-1,0,1,1,8.63,8,20170324 05:00:24
2017-03-23 10:05:00+00:00,8.6301,8.64,8.545,8.5775,97054.0,-0.00608342989571,8.59739371038,-0.000578146400301,8.58583138969,0.0,0,0,1,833451.225,11748975.9695,1363554.0,8.61643614369,-1,0,1,1,8.5775,8,20170324 05:00:24
2017-03-23 10:10:00+00:00,8.579,8.597,8.43,8.5163,212406.0,-0.00713494607986,8.5811749683,-0.00188647194979,8.57920935258,0.0,0,0,1,1808516.7266,13557492.6961,1575960.0,8.60268832716,-1,0,1,1,8.5163,8,20170324 05:00:24
2017-03-23 10:15:00+00:00,8.52,8.57,8.51,8.55,55239.0,0.00395711752757,8.57493997464,-0.000726589736692,8.57642750948,-1.0,1,0,0,471925.19,14029417.8861,1631199.0,8.60067832684,-1,0,1,1,8.55,8,20170324 05:00:24
2017-03-23 10:20:00+00:00,8.5573,8.5701,8.45,8.4544,61074.0,-0.0111812865497,8.55083197971,-0.00281144766026,8.56480584191,0.0,0,0,0,518609.871,14548027.7571,1692273.0,8.59673808958,-1,0,1,1,8.4544,8,20170324 05:00:24
