,Close,High,Low,Open,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-18 09:50:00,21.435,21.44,21.375,21.385,2505.0,,,,,0,0.0,1.0,1.0,53648.75,254084.535,11913.0,21.3283417275,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 09:50:01
2017-04-18 09:55:00,21.5,21.5,21.405,21.435,9655.0,0.00303242360625,,,,0,1.0,1.0,1.0,207276.758333,461361.293333,21568.0,21.3910095203,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 09:55:02
2017-04-18 10:00:00,21.585,21.595,21.5,21.5,8302.0,0.00395348837209,,,,0,1.0,1.0,1.0,178991.12,640352.413333,29870.0,21.4379783506,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:00:07
2017-04-18 10:05:00,21.58,21.615,21.565,21.585,10717.0,-0.000231642344221,,,,0,0.0,1.0,1.0,231344.306667,871696.72,40587.0,21.4772395102,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:05:06
2017-04-18 10:10:00,21.625,21.625,21.58,21.58,5575.0,0.00208526413346,,,,0,0.0,1.0,1.0,120475.75,992172.47,46162.0,21.4932730384,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:10:06
2017-04-18 10:15:00,21.695,21.695,21.625,21.625,11687.0,0.00323699421965,,,,0,1.0,1.0,1.0,253276.768333,1245449.23833,57849.0,21.5293131832,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:15:04
2017-04-18 10:20:00,21.655,21.725,21.645,21.695,17051.0,-0.00184374279788,,,,0,0.0,1.0,1.0,369580.425,1615029.66333,74900.0,21.5624788162,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:20:01
2017-04-18 10:25:00,21.675,21.685,21.645,21.655,4495.0,0.000923574232279,,,,0,0.0,1.0,1.0,97399.1583333,1712428.82167,79395.0,21.5684718391,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:25:05
2017-04-18 10:30:00,21.695,21.695,21.675,21.675,4289.0,0.000922722029989,21.605,,,0,0.0,1.0,1.0,93021.2616667,1805450.08333,83684.0,21.57461502,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:30:01
2017-04-18 10:35:00,21.555,21.705,21.545,21.695,21407.0,-0.00645309979258,21.595,-0.000462855820412,,0,0.0,1.0,1.0,462426.878333,2267876.96167,105091.0,21.580125431,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:35:00
2017-04-18 10:40:00,21.575,21.575,21.555,21.555,1466.0,0.000927858965437,21.591,-0.000185228062051,,0,0.0,1.0,1.0,31619.1766667,2299496.13833,106557.0,21.5799631965,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:40:06
2017-04-18 10:45:00,21.605,21.605,21.555,21.575,4888.0,0.00139049826188,21.5938,0.00012968366449,,0,0.0,1.0,1.0,105523.773333,2405019.91167,111445.0,21.5803303124,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:45:06
2017-04-18 10:50:00,21.595,21.605,21.585,21.605,3310.0,-0.000462855820412,21.59404,1.11143013271e-05,,0,0.0,1.0,1.0,71479.45,2476499.36167,114755.0,21.5807534457,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:50:06
2017-04-18 10:55:00,21.615,21.62,21.555,21.595,8710.0,0.000926140310257,21.598232,0.000194127638923,,0,0.0,1.0,1.0,188106.966667,2664606.32833,123465.0,21.5818760647,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:55:01
2017-04-18 11:00:00,21.67,21.675,21.61,21.615,5561.0,0.00254452926209,21.6125856,0.000664572915042,,0,0.0,1.0,1.0,120404.918333,2785011.24667,129026.0,21.5848840285,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:00:07
2017-04-18 11:05:00,21.645,21.675,21.645,21.67,3972.0,-0.00115366866636,21.61906848,0.000299958557481,,0,0.0,0.0,1.0,86013.66,2871024.90667,132998.0,21.5869780498,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:05:08
2017-04-18 11:10:00,21.695,21.695,21.645,21.645,2587.0,0.00231000231,21.634254784,0.000702449507205,,0,0.0,1.0,1.0,56081.8483333,2927106.755,135585.0,21.5887211343,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:10:09
2017-04-18 11:15:00,21.755,21.76,21.695,21.695,8913.0,0.00276561419682,21.6584038272,0.00111624104648,,0,0.0,1.0,1.0,193738.91,3120845.665,144498.0,21.5978467868,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:15:08
2017-04-18 14:15:00,21.745,21.745,21.735,21.745,4887.0,-0.000459664444955,21.6757230618,0.000799654244984,,0,,,,,,,,,,,,,,,
