,Close,High,Low,Open,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-05 09:35:00,13.995,14.01,13.83,13.83,178833.0,0.0141304347826,1,1,13.5446927872,1,13.6881903995,0.00563512234227,13.60125,0.0,1,1,1,2493826.185,2493826.185,178833.0,13.945,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
2017-04-05 09:40:00,14.0222,14.03,13.92,14.0,253838.0,0.00194355126831,1,1,13.6005296527,1,13.7549923196,0.00488025941777,13.6413404762,0.0,0,1,1,3551379.76787,6045205.95287,432671.0,13.9718306817,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
2017-04-05 09:45:00,14.06,14.08,14.0,14.03,247466.0,0.0026957253498,1,1,13.6692449083,1,13.8159938557,0.00443486515079,13.6812128118,0.0,0,1,1,3476072.41333,9521278.3662,680137.0,13.9990595515,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
2017-04-05 09:50:00,13.98,14.06,13.96,14.06,258558.0,-0.00568990042674,0,0,13.7513959266,1,13.8487950845,0.00237414906322,13.7096687345,0.0,0,1,1,3619812.0,13141090.3662,938695.0,13.9993185925,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
2017-04-05 09:55:00,13.86,13.99,13.85,13.98,210239.0,-0.00858369098712,0,0,13.8171167413,1,13.8510360676,0.000161817911396,13.7239859979,0.0,0,0,1,2922322.1,16063412.4662,1148934.0,13.9811446664,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
2017-04-05 10:00:00,13.875,13.875,13.8,13.855,93658.0,0.00108225108225,1,1,14.08,-1,13.8558288541,0.000346023680347,13.7383682838,0.0,0,0,1,1297163.3,17360575.7662,1242592.0,13.9712598876,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
2017-04-05 10:05:00,13.975,13.9799,13.85,13.87,158635.0,0.00720720720721,1,1,14.0688,-1,13.8796630833,0.00172015903432,13.7609046377,0.0,1,1,1,2210573.43717,19571149.2034,1401227.0,13.9671510779,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
2017-04-05 10:10:00,13.875,13.99,13.87,13.98,93049.0,-0.00715563506261,0,0,14.058048,-1,13.8787304666,-6.71930326616e-05,13.7717708627,0.0,0,0,1,1294466.67167,20865615.875,1494276.0,13.9636960475,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
2017-04-05 10:15:00,13.84,13.875,13.805,13.87,108621.0,-0.00252252252252,0,0,14.04772608,-1,13.8709843733,-0.000558126936937,13.7782688758,0.0,0,0,1,1503314.64,22368930.515,1602897.0,13.955313732,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
2017-04-05 10:20:00,13.845,13.87,13.81,13.83,102153.0,0.000361271676301,0,0,14.0378170368,-1,13.8657874986,-0.000374657956441,13.7846242209,0.0,0,0,1,1413967.775,23782898.29,1705050.0,13.948504906,-1,0,0,1,0.0,0,0.0,20170415 22:07:15
