Date,Open,High,Low,Close,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-03-07 09:50:00,0.7203,0.7203,0.72,0.72,6383.0,,0,0,,1,,,,0
2017-03-07 10:00:00,0.7201,0.7201,0.7201,0.7201,2000.0,0.000138888888889,0,0,0.72,1,,,,0
2017-03-07 10:10:00,0.72,0.72,0.72,0.72,4000.0,-0.000138869601444,0,0,0.7201,-1,,,,0
2017-03-07 10:15:00,0.712,0.712,0.712,0.712,3000.0,-0.0111111111111,0,0,0.7201,-1,,,,0
2017-03-07 16:00:00,0.7592,0.7592,0.7592,0.7592,100.0,0.0662921348315,0,1,0.712,1,,,,0
2017-03-08 11:05:00,0.74,0.74,0.74,0.74,189.0,-0.0252897787144,0,0,0.712,1,,,,0
2017-03-08 11:15:00,0.7417,0.7418,0.7417,0.7418,2490.0,0.00243243243243,1,1,0.713888,1,,,,0
2017-03-08 11:35:00,0.74,0.74,0.74,0.74,3100.0,-0.00242653006201,0,0,0.71570048,1,,,,0
2017-03-10 10:20:00,0.7136,0.7136,0.7136,0.7136,100.0,-0.0356756756757,0,0,0.7592,-1,0.729633333333,,,0
2017-03-10 11:10:00,0.76,0.76,0.76,0.76,100.0,0.0650224215247,0,1,0.7136,1,0.735706666667,0.00832381561515,,0
2017-03-10 12:10:00,0.745,0.745,0.745,0.745,103.0,-0.0197368421053,0,0,0.7136,1,0.737565333333,0.00252636920512,,0
2017-03-10 12:30:00,0.72,0.72,0.71,0.71,3222.0,-0.0469798657718,0,0,0.76,-1,0.732052266667,-0.00747468246881,,0
2017-03-10 13:25:00,0.68,0.68,0.68,0.68,2100.0,-0.0422535211268,0,0,0.758,-1,0.721641813333,-0.0142209153736,,0
2017-03-10 14:05:00,0.6999,0.6999,0.6999,0.6999,249.0,0.0292647058824,1,1,0.75176,-1,0.717293450667,-0.00602565231992,,0
2017-03-10 15:30:00,0.68,0.68,0.65,0.65,3927.0,-0.0712958994142,0,0,0.7460192,-1,0.703834760533,-0.0187631577018,,0
2017-03-10 15:35:00,0.6889,0.6892,0.6889,0.6892,5000.0,0.0603076923077,0,1,0.734496896,-1,0.700907808427,-0.00415857850563,,0
2017-03-10 15:45:00,0.6899,0.69,0.6712,0.6712,2100.0,-0.0261172373767,0,0,0.72435726848,-1,0.694966246741,-0.00847695176727,,0
2017-03-10 15:50:00,0.6899,0.6899,0.65,0.65,1380.0,-0.0315852205006,0,0,0.715434396262,-1,0.685972997393,-0.0129405555888,,0
2017-03-10 15:55:00,0.65,0.65,0.649,0.6499,11300.0,-0.000153846153846,0,0,0.707582268711,-1,0.678758397914,-0.010517322848,,0
2017-03-13 09:35:00,0.65,0.65,0.65,0.65,5125.0,0.000153869826127,0,0,0.698209105717,-1,0.673006718332,-0.0084738245605,0.706095,0
2017-03-13 09:55:00,0.69,0.69,0.69,0.69,225.0,0.0615384615385,0,1,0.690335648802,-1,0.676405374665,0.00504995899909,0.704562142857,0
2017-03-13 10:20:00,0.6648,0.6648,0.6648,0.6648,1266.0,-0.0365217391304,0,0,0.69,-1,0.674084299732,-0.00343148505317,0.700775272109,0
2017-03-13 11:25:00,0.71,0.7101,0.71,0.71,2490.0,0.0679903730445,0,1,0.649,1,0.681267439786,0.0106561450199,0.701653817622,0
