,Close,High,Low,Open,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-07 09:35:00,8.43,8.55,8.43,8.49,526091.0,-0.00706713780919,0,0,8.60044771769,-1,8.49498028585,-0.00190866423816,8.509,0.0,0,0,0,4455990.77,4455990.77,526091.0,8.47,1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 09:40:00,8.49,8.51,8.41,8.435,233245.0,0.00711743772242,1,1,8.57999399156,-1,8.49398422868,-0.00011725244043,8.50719047619,0.0,1,0,0,1975585.15,6431575.92,759336.0,8.47,1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 09:45:00,8.465,8.49,8.46,8.48,167783.0,-0.00294464075383,0,0,8.55279495291,-1,8.48818738294,-0.000682464857465,8.5031723356,0.0,0,0,0,1421401.64833,7852977.56833,927119.0,8.47030162076,1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 09:50:00,8.42,8.475,8.41,8.47,228523.0,-0.00531600708801,0,0,8.52994776045,-1,8.47454990635,-0.00160664179212,8.49525116078,0.0,0,0,0,1927591.505,9780569.07333,1155642.0,8.46332088426,1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 09:55:00,8.4,8.46,8.4,8.43,183459.0,-0.00237529691211,0,0,8.51075611878,-1,8.45963992508,-0.00175938326351,8.48617962166,0.0,0,0,0,1544724.78,11325293.8533,1339101.0,8.45738585315,1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 10:00:00,8.395,8.405,8.35,8.4,185737.0,-0.000595238095238,0,0,8.48860489502,-1,8.44671194007,-0.00152819565978,8.47749584817,0.0,0,0,0,1557095.18333,12882389.0367,1524838.0,8.4483656865,-1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 10:05:00,8.4021,8.42,8.39,8.4,171558.0,0.000845741512805,0,0,8.46088391602,-1,8.43778955205,-0.00105631493968,8.4703152912,0.0,0,0,0,1441779.1506,14324168.1873,1696396.0,8.44388231714,-1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 10:10:00,8.405,8.415,8.39,8.405,171762.0,0.000345151807286,0,0,8.43870713281,-1,8.43123164164,-0.000777207154824,8.46409478728,0.0,0,0,0,1443373.34,15767541.5273,1868158.0,8.44015416644,-1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 10:15:00,8.43,8.45,8.4,8.4,177760.0,0.0029744199881,1,1,8.35,1,8.43098531331,-2.92161737537e-05,8.46084766468,0.0,0,0,0,1497924.26667,17265465.7939,2045918.0,8.43898230229,-1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 10:20:00,8.385,8.43,8.37,8.4293,133079.0,-0.00533807829181,0,0,8.354,1,8.42178825065,-0.00109086451003,8.45362407757,0.0,0,0,0,1117198.205,18382663.9989,2178997.0,8.43629614861,-1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 10:25:00,8.37,8.4,8.37,8.39,159977.0,-0.00178890876565,0,0,8.35784,1,8.41143060052,-0.00122986351854,8.4456598797,0.0,0,0,0,1340607.26,19723271.2589,2338974.0,8.43244570437,-1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 10:30:00,8.355,8.39,8.34,8.38,231796.0,-0.00179211469534,0,0,8.45,-1,8.40014448042,-0.00134175987894,8.43702560545,0.0,0,0,0,1938200.88667,21661472.1456,2570770.0,8.42606384297,-1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 10:35:00,8.3001,8.36,8.3,8.3589,254241.0,-0.00657091561939,0,0,8.4456,-1,8.38013558433,-0.00238197046849,8.42398507159,0.0,0,0,0,2115293.5947,23776765.7403,2825011.0,8.41652147206,-1,0,0,1,0.0,0,0.0,20170415 22:27:58
2017-04-07 10:40:00,8.37,8.3799,8.301,8.305,143052.0,0.0084215852821,1,1,8.433952,-1,8.37810846747,-0.000241895473685,8.4188436362,0.0,1,0,0,1194527.1156,24971292.8559,2968063.0,8.4133297898,-1,0,0,1,0.0,0,0.0,20170415 22:27:58
