,Close,High,Low,Open,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-18 09:50:00,14.455,14.485,14.425,14.465,160358.0,,,,,0,0.0,0.0,0.0,2317974.89,17996434.0483,1249517.0,14.4027124468,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 09:50:07
2017-04-18 09:55:00,14.415,14.455,14.405,14.455,92670.0,-0.00276720857835,,,,0,0.0,0.0,0.0,1336764.75,19333198.7983,1342187.0,14.4042512693,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 09:55:04
2017-04-18 10:00:00,14.465,14.465,14.415,14.415,102447.0,0.00346860908776,,,,0,1.0,0.0,1.0,1480188.405,20813387.2033,1444634.0,14.4073773726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:00:01
2017-04-18 10:05:00,14.425,14.475,14.425,14.465,152683.0,-0.00276529554096,,,,0,0.0,0.0,1.0,2204996.99167,23018384.195,1597317.0,14.410654989,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:05:02
2017-04-18 10:10:00,14.405,14.435,14.405,14.425,122193.0,-0.00138648180243,,,,0,0.0,0.0,0.0,1761412.095,24779796.29,1719510.0,14.4109637571,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:10:01
2017-04-18 10:15:00,14.395,14.415,14.395,14.405,92078.0,-0.000694203401597,,,,0,0.0,0.0,0.0,1326076.66333,26105872.9533,1811588.0,14.4104912118,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:15:06
2017-04-18 10:20:00,14.375,14.415,14.375,14.395,99611.0,-0.00138937130948,,,,0,0.0,0.0,0.0,1433236.27167,27539109.225,1911199.0,14.4093363512,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:20:06
2017-04-18 10:25:00,14.385,14.405,14.365,14.375,122863.0,0.000695652173913,,,,0,0.0,0.0,0.0,1767384.255,29306493.48,2034062.0,14.4078663679,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:25:06
2017-04-18 10:30:00,14.375,14.395,14.365,14.385,150917.0,-0.00069516857838,14.4105555556,,,0,0.0,0.0,0.0,2169934.93167,31476428.4117,2184979.0,14.4058265144,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:30:03
2017-04-18 10:35:00,14.355,14.375,14.345,14.375,206720.0,-0.00139130434783,14.3994444444,-0.000771039747099,,0,0.0,0.0,0.0,2968154.66667,34444583.0783,2391699.0,14.4017215705,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:35:02
2017-04-18 10:40:00,14.415,14.435,14.345,14.355,203696.0,0.00417972831766,14.4025555556,0.000216057718276,,0,1.0,0.0,0.0,2932882.90667,37377465.985,2595395.0,14.4014556493,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:40:01
2017-04-18 10:45:00,14.485,14.485,14.405,14.415,193105.0,0.00485605272286,14.4190444444,0.00114485855134,,0,0.0,0.0,1.0,2791976.45833,42930333.6883,2979411.0,14.4090001978,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:45:06
2017-04-18 10:50:00,14.475,14.485,14.445,14.485,159829.0,-0.000690369347601,14.4302355556,0.000776134032614,,0,0.0,0.0,1.0,2312459.24833,45242792.9367,3139240.0,14.4120210422,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:50:01
2017-04-18 10:55:00,14.485,14.485,14.465,14.475,74188.0,0.000690846286701,14.4411884444,0.000759023568723,,0,0.0,0.0,1.0,1074118.59333,46316911.53,3213428.0,14.4135519856,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 10:55:02
2017-04-18 11:00:00,14.485,14.495,14.475,14.485,79960.0,0.0,14.4499507556,0.00060675831112,,0,0.0,0.0,1.0,1158220.6,47475132.13,3293388.0,14.4152866683,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:00:02
2017-04-18 11:05:00,14.465,14.485,14.465,14.485,70555.0,-0.0013807386952,14.4529606044,0.000208294750605,,0,0.0,0.0,1.0,1021048.44167,48496180.5717,3363943.0,14.4164691767,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:05:02
2017-04-18 11:10:00,14.495,14.515,14.465,14.465,216186.0,0.00207397165572,14.4613684836,0.00058174095545,,0,0.0,0.0,1.0,3132895.45,51629076.0217,3580129.0,14.4210099752,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:10:02
2017-04-18 11:15:00,14.495,14.515,14.495,14.495,89708.0,0.0,14.4680947868,0.000465122183736,,0,0.0,0.0,1.0,1300915.51333,52929991.535,3669837.0,14.4229816025,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20170418 11:15:01
2017-04-18 14:40:00,14.415,14.415,14.405,14.415,67740.0,-0.0055191445326,14.4574758295,-0.000733956856472,,0,,,,,,,,,,,,,,,
