Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-13 09:35:00,1.45,1.45,1.42,1.42,44374.0,44374.0,-0.0469798657718,1.45436642404,-0.00587276315098,1.44775,0.0,0,0,1,63454.82,63454.82,1.43,1,0,0,1,0
2017-03-13 09:40:00,1.42,1.425,1.42,1.42,8546.0,52920.0,0.0,1.44749313923,-0.00472596499385,1.44510714286,0.0,0,0,1,12149.5633333,75604.3833333,1.428654258,1,0,0,1,0
2017-03-13 09:45:00,1.42,1.43,1.42,1.42,11771.0,64691.0,0.0,1.44199451139,-0.00379872463472,1.44271598639,-1.0,0,0,0,16754.0566667,92358.44,1.42768607689,1,0,0,1,0
2017-03-13 09:50:00,1.42,1.43,1.42,1.42,32357.0,97048.0,0.0,1.43759560911,-0.0030505679755,1.44055255912,0.0,0,0,0,46054.7966667,138413.236667,1.42623481851,1,0,0,1,0
2017-03-13 09:55:00,1.425,1.44,1.42,1.435,180830.0,277878.0,0.0105633802817,1.43707648729,-0.000361104206589,1.44002374396,0.0,1,0,0,258888.283333,397301.52,1.42976961112,1,0,0,1,0
2017-03-13 10:00:00,1.43,1.44,1.43,1.43,5761.0,283639.0,-0.00348432055749,1.43566118983,-0.000984844905597,1.43906910168,0.0,0,0,0,8257.43333333,405558.953333,1.42984199399,1,0,0,1,0
2017-03-13 10:05:00,1.43,1.44,1.43,1.43,15044.0,298683.0,0.0,1.43452895186,-0.000788652624998,1.43820537771,0.0,0,0,0,21563.0666667,427122.02,1.43001784501,1,0,0,1,0
2017-03-13 10:10:00,1.43,1.44,1.42,1.42,76322.0,375005.0,-0.00699300699301,1.43162316149,-0.00202560594472,1.43647153222,0.0,0,0,0,108886.053333,536008.073333,1.42933580441,1,0,0,1,0
2017-03-13 10:15:00,1.42,1.43,1.42,1.42,58722.0,433727.0,0.0,1.42929852919,-0.00162377388181,1.43490281486,0.0,0,0,0,83580.98,619589.053333,1.42852313398,1,0,0,1,0
2017-03-13 10:20:00,1.42,1.45,1.42,1.45,165659.0,599386.0,0.0211267605634,1.43343882335,0.00289673156227,1.43634064202,0.0,1,1,0,238548.96,858138.013333,1.43169512357,1,0,0,1,0
