,Close,High,Low,Open,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-06 09:35:00,18.24,18.253,18.09,18.11,2456.0,0.0195640022359,1,1,17.756464,1,17.9915649551,0.00346406274387,18.094745,0.0,1,1,0,44685.2826667,44685.2826667,2456.0,18.1943333333,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 09:40:00,18.119,18.21,18.02,18.21,1600.0,-0.00663377192982,0,0,17.79618688,1,18.0170519641,0.00141660878522,18.097055,0.0,0,1,0,28986.1333333,73671.416,4056.0,18.1635641026,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 09:45:00,18.12,18.21,18.12,18.129,2445.0,5.51906838127e-05,0,0,17.8327319296,1,18.0376415713,0.00114278447002,18.0992402381,0.0,0,1,0,44376.75,118048.166,6501.0,18.158462698,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 09:50:00,17.99,18.135,17.96,18.135,2500.0,-0.00717439293598,0,0,17.8663533752,1,18.028113257,-0.000528246124538,18.0888364059,0.0,0,0,0,45070.8333333,163118.999333,9001.0,18.1223196682,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 09:55:00,17.98,18.02,17.92,17.98,4221.0,-0.000555864369094,0,0,17.8972851052,1,18.0184906056,-0.000533758095896,18.0784710339,0.0,0,0,0,75865.44,238984.439333,13222.0,18.0747571724,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:00:00,18.0,18.02,17.93,17.99,2500.0,0.00111234705228,1,1,17.92,1,18.0147924845,-0.000205240339198,18.0709976021,0.0,0,0,0,44958.3333333,283942.772667,15722.0,18.0602196073,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:05:00,17.99,18.01,17.97,17.97,7945.0,-0.000555555555556,0,0,17.92,1,18.0098339876,-0.000275245851611,18.0632835448,0.0,0,0,0,142930.55,426873.322667,23667.0,18.0366469205,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:10:00,17.97,18.01,17.93,17.99,15300.0,-0.00111172873819,0,0,18.253,-1,18.0018671901,-0.000442358187459,18.0543993976,0.0,0,0,0,274941.0,701814.322667,38967.0,18.0104786785,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:15:00,17.97,18.01,17.94,17.97,12400.0,0.0,0,0,18.24008,-1,17.9954937521,-0.000354043163859,18.0463613598,0.0,0,0,0,222869.333333,924683.656,51367.0,18.0015117877,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:20:00,18.02,18.02,17.89,17.96,15799.0,0.00278241513634,1,1,18.2276768,-1,18.0003950016,0.000272359828257,18.0438507541,0.0,0,0,0,284013.356667,1208697.01267,67166.0,17.9956676394,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:25:00,18.0,18.02,17.97,18.02,2048.0,-0.00110987791343,0,0,18.200662656,-1,18.0003160013,-4.38881090215e-06,18.0396744918,0.0,0,0,0,36857.1733333,1245554.186,69214.0,17.9956972,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:30:00,17.95,18.0,17.91,17.99,16513.0,-0.00277777777778,0,0,18.1758096435,-1,17.9902528011,-0.000559056866731,18.031134064,0.0,0,0,0,296463.393333,1542017.57933,85727.0,17.9875369409,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:35:00,17.9999,18.0,17.92,17.95,17332.0,0.00277994428969,1,1,18.152944872,-1,17.9921822408,0.000107249175998,18.0281593912,0.0,0,0,0,311513.2356,1853530.81493,103059.0,17.9851426361,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:40:00,17.99,18.03,17.99,18.02,26945.0,-0.000550003055573,0,0,18.1319092823,-1,17.9917457927,-2.42576560768e-05,18.0245251635,0.0,0,0,0,485099.816667,2338630.6316,130004.0,17.9889128919,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:45:00,18.01,18.04,17.95,18.01,19928.0,0.00111172873819,1,1,18.1125565397,-1,17.9953966341,0.000202917577147,18.0231418146,0.0,0,0,0,358704.0,2697334.6316,149932.0,17.9903865192,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:50:00,17.98,18.01,17.9675,18.01,12298.0,-0.00166574125486,0,0,18.0947520165,-1,17.9923173073,-0.00017111747469,18.0190330703,0.0,0,0,0,221189.778333,2918524.40993,162230.0,17.9900413606,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 10:55:00,18.0,18.0,17.96,17.9765,12100.0,0.00111234705228,1,1,18.0783718552,-1,17.9938538458,8.53997020671e-05,18.017220397,0.0,0,0,0,217638.666667,3136163.0766,174330.0,17.9898071279,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 11:00:00,17.96,18.015,17.935,18.0,20390.0,-0.00222222222222,0,0,18.0633021068,-1,17.9870830767,-0.000376282325508,18.0117708354,0.0,0,0,0,366408.3,3502571.3766,194720.0,17.9877330351,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 11:05:00,17.91,17.97,17.905,17.96,14700.0,-0.00278396436526,0,0,18.0494379382,-1,17.9716664613,-0.000857093686078,18.0020783749,0.0,0,0,0,263546.5,3766117.8766,209420.0,17.9835635403,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 11:10:00,17.95,17.95,17.895,17.9,7635.0,0.00223338916806,1,1,18.0366829032,-1,17.9673331691,-0.000241117999719,17.9971185296,0.0,0,0,0,136908.275,3903026.1516,217055.0,17.9817380461,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 11:15:00,17.995,18.01,17.955,17.96,11550.0,0.0025069637883,1,1,18.0249482709,-1,17.9728665353,0.000307968140453,17.9969167649,0.0,0,0,0,207746.0,4110772.1516,228605.0,17.9819870589,-1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 11:20:00,18.03,18.06,17.98,17.995,10188.0,0.00194498471798,1,1,17.89,1,17.9842932282,0.000635774650948,18.0000675492,0.0,0,0,0,183621.72,4294393.8716,238793.0,17.9837510798,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 11:25:00,18.02,18.04,17.99,18.03,20043.0,-0.000554631170272,0,0,17.8968,1,17.9914345826,0.000397088407521,18.0019658778,0.0,0,0,0,361108.05,4655501.9216,258836.0,17.9862999026,1,0,0,1,0.0,0,0.0,20170415 22:23:42
2017-04-06 11:30:00,18.155,18.196,17.99,18.03,22123.0,0.00749167591565,1,1,17.903328,1,18.0241476661,0.00181825875733,18.0165405561,1.0,1,1,1,400728.647667,5056230.56927,280959.0,17.9963288924,1,1,1,1,18.155,0,0.0,20170415 22:23:42
2017-04-06 11:35:00,18.15,18.155,18.12,18.13,2800.0,-0.000275406224181,0,0,17.92674176,1,18.0493181328,0.00139648582866,18.0292509794,0.0,0,1,1,50796.6666667,5107027.23593,283759.0,17.997763017,1,0,1,1,18.15,0,0.0,20170415 22:23:42
2017-04-06 11:40:00,18.14,18.175,18.11,18.17,5845.0,-0.000550964187328,0,0,17.9482824192,1,18.0674545063,0.00100482319044,18.0397985051,0.0,0,1,1,106038.041667,5213065.2776,289604.0,18.0006673858,1,0,1,1,18.14,0,0.0,20170415 22:23:42
2017-04-06 11:45:00,18.09,18.13,18.09,18.13,3963.0,-0.00275633958104,0,0,17.9680998257,1,18.071963605,0.000249570228259,18.0445795999,0.0,0,0,1,71743.51,5284808.7876,293567.0,18.0020533221,1,0,1,1,18.09,0,0.0,20170415 22:23:42
2017-04-06 11:50:00,18.11,18.15,18.07,18.08,11319.0,0.00110558319514,1,1,17.9863318396,1,18.079570884,0.000420943687273,18.0508101142,0.0,0,0,1,204987.09,5489795.8776,304886.0,18.0060608805,1,0,1,1,18.11,0,0.0,20170415 22:23:42
2017-04-06 11:55:00,18.075,18.14,18.06,18.11,5761.0,-0.00193263390392,0,0,18.0031052924,1,18.0786567072,-5.05640763788e-05,18.0531139128,0.0,0,0,1,104226.091667,5594021.96927,310647.0,18.0076484539,1,0,1,1,18.075,0,0.0,20170415 22:23:42
2017-04-06 12:00:00,18.11,18.11,18.09,18.1,11801.0,0.00193637621024,1,1,18.018536869,1,18.0849253658,0.000346743602639,18.0585316354,0.0,0,0,1,213637.436667,5807659.40593,322448.0,18.0111503434,1,0,1,1,18.11,0,0.0,20170415 22:23:42
2017-04-06 12:05:00,18.06,18.11,18.04,18.11,10545.0,-0.00276090557703,0,0,18.0327339195,1,18.0799402926,-0.000275647980467,18.0586714797,0.0,0,0,1,190548.15,5998207.55593,332993.0,18.013013955,1,0,1,1,18.06,0,0.0,20170415 22:23:42
2017-04-06 12:10:00,18.09,18.09,18.06,18.06,2200.0,0.00166112956811,1,1,18.04,1,18.0819522341,0.000111280316432,18.0616551483,0.0,0,0,1,39776.0,6037983.55593,335193.0,18.0134536101,1,0,1,1,18.09,0,0.0,20170415 22:23:42
