Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,EMA9,EMA9PC,EMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-10 09:35:00,41.99,42.51,41.2,42.3039,339795.0,339795.0,0.00771557884707,42.2948106134,5.37292568754e-05,42.784195,1,0,0,14272964.3835,14272964.3835,42.0046333333,1,0,0,1,0
2017-03-10 09:40:00,42.3,43.0,41.5,42.88,334226.0,674021.0,0.0136181297705,42.4118484907,0.00276719237241,42.7933192857,1,1,0,14191235.96,28464200.3435,42.2304354664,1,0,0,1,0
2017-03-10 09:45:00,42.9471,42.9471,42.01,42.19,134953.0,808974.0,-0.0160914179104,42.3674787926,-0.00104616279934,42.7358603061,0,0,0,5719627.52877,34183827.8723,42.2557806212,1,0,0,1,0
2017-03-10 09:50:00,42.12,42.16,41.2,41.44,147840.0,956814.0,-0.0177767243423,42.1819830341,-0.00437825813101,42.6124450389,0,0,0,6150144.0,40333971.8723,42.1544541282,1,0,0,1,0
2017-03-10 09:55:00,41.44,41.6,41.3801,41.46,142026.0,1098840.0,0.000482625482626,42.0375864272,-0.00342318204183,42.5026883685,0,0,0,5891243.2142,46225215.0865,42.0672846697,-1,0,0,1,0
2017-03-10 10:00:00,41.465,41.6999,41.46,41.525,142722.0,1241562.0,0.0015677761698,41.9350691418,-0.00243870531498,42.4095751906,0,0,0,5931759.4326,52156974.5191,42.009158237,-1,0,0,1,0
2017-03-10 10:05:00,41.53,41.56,41.3,41.38,142606.0,1384168.0,-0.00349187236604,41.8240553134,-0.00264727901089,42.3115204105,0,0,0,5905789.81333,58062764.3324,41.9477724759,-1,0,0,1,0
2017-03-10 10:10:00,41.38,41.42,41.21,41.42,141681.0,1525849.0,0.000966650555824,41.7432442507,-0.00193216707662,42.2266137047,0,0,0,5858509.35,63921273.6824,41.8922669821,-1,0,0,1,0
2017-03-10 10:15:00,41.43,41.43,40.76,41.06,245108.0,1770957.0,-0.00869145340415,41.6065954006,-0.00327355605925,42.1155076376,0,0,0,10069853.6667,73991127.3491,41.7803071159,-1,0,0,1,0
2017-03-10 10:20:00,41.08,41.145,40.855,40.89,146088.0,1917045.0,-0.0041402825134,41.4632763205,-0.00344462407318,41.9987926245,0,0,0,5984251.44,79975378.7891,41.7180498053,-1,0,0,1,0
