,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-03-27 09:35:00,1.62,1.64,1.6,1.625,146919.0,-0.00914634146341,1.63647654991,-0.00175017234047,1.63655,0.0,0,0,0,238253.645,238253.645,146919.0,1.62166666667,1,0,0,1,0.0,0,0.0,20170327 09:55:12
2017-03-27 09:40:00,1.61,1.6154,1.6,1.6,131758.0,-0.0153846153846,1.62918123993,-0.00445793737968,1.63306904762,0.0,0,0,0,211489.157733,449742.802733,278677.0,1.61384973548,1,0,0,1,0.0,0,0.0,20170327 09:55:12
2017-03-27 09:45:00,1.61,1.61,1.6,1.605,123711.0,0.003125,1.62434499195,-0.0029685144094,1.63039580499,0.0,1,0,0,198556.155,648298.957733,402388.0,1.61112895448,1,0,0,1,0.0,0,0.0,20170327 09:55:12
