Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-27 09:35:00,12.755,12.76,12.715,12.72,22200.0,-0.00274402195218,12.748,-0.000548804390435,12.75325,0.0,0,0,0,282643.0,282643.0,22200.0,12.7316666667,1,0,0,1,0.0,0,0.0,20170427 09:40:35
2017-04-27 09:40:00,12.72,12.72,12.55,12.61,55846.0,-0.00864779874214,12.7204,-0.00216504549733,12.7396071429,0.0,0,0,0,705148.826667,987791.826667,78046.0,12.6565336682,1,0,0,1,0.0,0,0.0,20170427 09:50:04
2017-04-27 09:45:00,12.61,12.62,12.59,12.595,9450.0,-0.00118953211737,12.69532,-0.00197163611207,12.725835034,0.0,0,0,0,119085.75,1106877.57667,87496.0,12.6506077611,1,0,0,1,0.0,0,0.0,20170427 09:55:02
2017-04-27 09:50:00,12.595,12.595,12.525,12.525,45345.0,-0.00555776101628,12.661256,-0.00268319349177,12.7067078879,0.0,0,0,0,569004.175,1675881.75167,132841.0,12.6156965972,1,0,0,1,0.0,0,0.0,20170427 10:00:04
2017-04-27 09:55:00,12.525,12.605,12.525,12.595,11665.0,0.00558882235529,12.6480048,-0.00104659442949,12.6960690414,0.0,1,0,0,146687.375,1822569.12667,144506.0,12.6124114339,1,0,0,1,0.0,0,0.0,20170427 10:05:03
2017-04-27 10:00:00,12.595,12.595,12.53,12.53,8196.0,-0.00516077808654,12.62440384,-0.00186598284656,12.6802529423,0.0,0,0,0,102873.46,1925442.58667,152702.0,12.6091510698,1,0,0,1,0.0,0,0.0,20170427 10:10:03
2017-04-27 10:10:00,12.48,12.485,12.425,12.43,14321.0,-0.00400641025641,12.5624184576,-0.00262828420946,12.6391639731,0.0,0,0,0,178248.713333,2383204.45,189393.0,12.5833819096,-1,0,0,1,0.0,0,0.0,20170427 10:15:02
2017-04-27 10:15:00,12.43,12.44,12.375,12.4,60700.0,-0.00241351568785,12.5299347661,-0.00258578327331,12.6163864519,0.0,0,0,0,752983.5,3136187.95,250093.0,12.5400868877,-1,0,0,1,0.0,0,0.0,20170427 10:20:05
2017-04-27 10:20:00,12.4,12.405,12.36,12.395,51156.0,-0.000403225806452,12.5029478129,-0.00215379838122,12.5953020279,0.0,0,0,0,633652.32,3769840.27,301249.0,12.5140341379,-1,0,0,1,0.0,0,0.0,20170427 10:25:04
2017-04-27 10:25:00,12.395,12.425,12.36,12.375,47178.0,-0.00161355385236,12.4773582503,-0.0020466823469,12.5743208824,0.0,0,0,0,584378.16,4354218.43,348427.0,12.4967882225,-1,0,0,1,0.0,0,0.0,20170427 10:30:03
2017-04-27 10:30:00,12.375,12.4,12.355,12.38,15127.0,0.00040404040404,12.4578866002,-0.00156055870703,12.5558141317,0.0,0,0,0,187247.048333,4541465.47833,363554.0,12.4918594716,-1,0,0,1,0.0,0,0.0,20170427 10:35:06
2017-04-27 10:35:00,12.38,12.395,12.38,12.385,27891.0,0.000403877221325,12.4433092802,-0.00117012784868,12.5395461191,0.0,0,0,0,345476.52,4886941.99833,391445.0,12.4843643381,-1,0,0,1,0.0,0,0.0,20170427 10:40:02
2017-04-27 10:40:00,12.385,12.385,12.285,12.365,79730.0,-0.00161485668147,12.4276474241,-0.00125865681585,12.5229226792,0.0,0,0,0,984266.85,5871208.84833,471175.0,12.4607817654,-1,0,0,1,0.0,0,0.0,20170427 10:45:01
2017-04-27 10:45:00,12.365,12.395,12.35,12.395,14044.0,0.00242620299232,12.4211179393,-0.000525399909329,12.5107395669,0.0,0,0,0,173864.72,6045073.56833,485219.0,12.4584436478,-1,0,0,1,0.0,0,0.0,20170427 10:50:01
2017-04-27 10:50:00,12.395,12.395,12.385,12.385,4762.0,-0.00080677692618,12.4138943515,-0.000581556982161,12.4987643701,0.0,0,0,0,58993.2433333,6104066.81167,489981.0,12.4577622636,-1,0,0,1,0.0,0,0.0,20170427 10:55:04
2017-04-27 10:55:00,12.385,12.395,12.355,12.36,18536.0,-0.00201857085184,12.4031154812,-0.000868290802702,12.4855487158,0.0,0,0,0,229290.32,6333357.13167,508517.0,12.4545632332,-1,0,0,1,0.0,0,0.0,20170427 11:00:03
2017-04-27 11:05:00,12.37,12.395,12.37,12.375,17848.0,0.000404203718674,12.3921939079,-0.000346749455638,12.465063688,0.0,0,0,0,220958.24,6716165.04167,539442.0,12.4502078846,-1,0,0,1,0.0,0,0.0,20170427 11:05:05
2017-04-27 11:10:00,12.375,12.375,12.36,12.365,21937.0,-0.000808080808081,12.3867551264,-0.00043888770862,12.4555338129,0.0,0,0,0,271287.566667,6987452.60833,561379.0,12.4469433455,-1,0,0,1,0.0,0,0.0,20170427 11:10:03
2017-04-27 11:20:00,12.41,12.445,12.395,12.435,2273.0,0.00201450443191,12.4001232809,0.000703647440749,12.4496546632,0.0,0,0,0,28242.025,7220165.25333,580146.0,12.445427967,-1,0,0,1,0.0,0,0.0,20170427 11:20:03
2017-04-27 11:25:00,12.435,12.465,12.425,12.44,8057.0,0.000402090872537,12.4080986247,0.000643166494862,12.4487351715,0.0,0,0,0,100255.936667,7320421.19,588203.0,12.4453992754,-1,0,0,1,0.0,0,0.0,20170427 11:25:06
2017-04-27 11:35:00,12.46,12.495,12.455,12.465,4618.0,0.000401284109149,12.4277831198,0.000749223807844,12.4512548682,0.0,0,0,0,57594.1566667,7471203.57,600307.0,12.4456379319,-1,0,0,1,0.0,0,0.0,20170427 11:35:04
2017-04-27 11:40:00,12.465,12.47,12.465,12.47,3012.0,0.000401123144806,12.4362264958,0.000679395187197,12.4530401189,0.0,0,0,0,37554.62,7508758.19,603319.0,12.4457512361,-1,0,0,1,0.0,0,0.0,20170427 11:40:03
2017-04-27 11:45:00,12.47,12.51,12.47,12.51,3519.0,0.00320769847634,12.4509811967,0.00118642908572,12.4584648695,0.0,1,1,0,43975.77,7552733.96,606838.0,12.4460464902,1,0,0,1,0.0,0,0.0,20170427 11:45:04
2017-04-27 11:50:00,12.51,12.545,12.51,12.54,17976.0,0.00239808153477,12.4687849573,0.00142990824448,12.46623012,1.0,0,1,1,225269.24,7778003.2,624814.0,12.4485097965,1,0,0,1,0.0,0,0.0,20170427 11:50:03
2017-04-27 11:55:00,12.54,12.54,12.48,12.51,14183.0,-0.00239234449761,12.4770279659,0.000661091562669,12.47039868,0.0,0,0,1,177429.33,7955432.53,638997.0,12.449874616,1,0,0,1,0.0,0,0.0,20170427 11:55:02
2017-04-27 12:00:00,12.51,12.51,12.445,12.46,15407.0,-0.00399680255795,12.4736223727,-0.000272949069577,12.4694083295,0.0,0,0,1,192150.968333,8147583.49833,654404.0,12.4503876785,1,0,0,1,0.0,0,0.0,20170427 12:00:02
2017-04-27 12:05:00,12.46,12.48,12.445,12.47,8362.0,0.000802568218299,12.4728978982,-5.80805252759e-05,12.4694646791,0.0,0,0,1,104232.33,8251815.82833,662766.0,12.4505720395,1,0,0,1,0.0,0,0.0,20170427 12:05:03
2017-04-27 12:10:00,12.47,12.505,12.455,12.505,6995.0,0.0028067361668,12.4793183185,0.000514749693361,12.4728489954,0.0,0,0,1,87355.8916667,8339171.72,669761.0,12.4509664194,1,0,0,1,0.0,0,0.0,20170427 12:10:03
2017-04-27 12:15:00,12.505,12.505,12.455,12.48,6327.0,-0.00199920031987,12.4794546548,1.0924979333e-05,12.4735300434,0.0,0,0,1,78960.96,8418132.68,676088.0,12.4512381228,1,0,0,1,0.0,0,0.0,20170427 12:15:04
2017-04-27 12:20:00,12.48,12.48,12.465,12.47,1406.0,-0.000801282051282,12.4775637239,-0.000151523525388,12.4731938488,0.0,0,0,1,17535.1633333,8435667.84333,677494.0,12.4512805181,1,0,0,1,0.0,0,0.0,20170427 12:20:03
2017-04-27 12:25:00,12.47,12.47,12.455,12.455,4917.0,-0.00120288692863,12.4730509791,-0.000361668741691,12.4714611013,0.0,0,0,1,61265.82,8496933.66333,682411.0,12.4513433449,1,0,0,1,0.0,0,0.0,20170427 12:25:02
2017-04-27 12:30:00,12.455,12.455,12.45,12.455,8896.0,0.0,12.4694407833,-0.000289439674636,12.4698933774,-1.0,0,0,0,110784.853333,8607718.51667,691307.0,12.4513689528,1,0,0,1,0.0,0,0.0,20170427 12:30:02
2017-04-27 12:35:00,12.455,12.455,12.455,12.455,1412.0,0.0,12.4665526266,-0.000231618779373,12.4684749605,0.0,0,0,0,17586.46,8625304.97667,692719.0,12.4513763541,1,0,0,1,0.0,0,0.0,20170427 12:35:03
2017-04-27 12:40:00,12.455,12.455,12.455,12.455,5661.0,0.0,12.4642421013,-0.000185337951248,12.4671916309,0.0,0,0,0,70507.755,8695812.73167,698380.0,12.4514057271,1,0,0,1,0.0,0,0.0,20170427 12:40:04
2017-04-27 12:45:00,12.455,12.455,12.445,12.455,26948.0,0.0,12.462393681,-0.000148297846218,12.4660305232,0.0,0,0,0,335547.513333,9031360.245,725328.0,12.4514154217,1,0,0,1,0.0,0,0.0,20170427 12:45:03
2017-04-27 12:50:00,12.455,12.455,12.455,12.455,1450.0,0.0,12.4609149448,-0.000118655873385,12.4649799972,0.0,0,0,0,18059.75,9049419.995,726778.0,12.4514225733,1,0,0,1,0.0,0,0.0,20170427 12:50:04
2017-04-27 12:55:00,12.455,12.455,12.445,12.455,7755.0,0.0,12.4597319559,-9.49359634174e-05,12.4640295213,0.0,0,0,0,96562.675,9145982.67,734533.0,12.4514251504,1,0,0,1,0.0,0,0.0,20170427 12:55:04
2017-04-27 13:00:00,12.455,12.455,12.455,12.455,3960.0,0.0,12.4587855647,-7.59559816882e-05,12.4631695669,0.0,0,0,0,49321.8,9195304.47,738493.0,12.4514443197,1,0,0,1,0.0,0,0.0,20170427 13:00:02
