Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-04-27 11:00:00,3.385,3.385,3.385,3.385,1344.0,,,,,0
2017-04-27 11:10:00,3.395,3.395,3.385,3.385,40426.0,0.0,,,,0
2017-04-27 11:15:00,3.385,3.395,3.385,3.395,13445.0,0.00295420974889,,,,0
2017-04-27 11:20:00,3.395,3.405,3.395,3.405,6601.0,0.00294550810015,,,,0
2017-04-27 11:25:00,3.405,3.405,3.405,3.405,1195.0,0.0,,,,0
2017-04-27 11:40:00,3.405,3.405,3.405,3.405,600.0,0.0,,,,0
2017-04-27 12:20:00,3.405,3.405,3.405,3.405,2500.0,0.0,,,,0
2017-04-27 12:25:00,3.405,3.405,3.385,3.395,35646.0,-0.00293685756241,,,,0
2017-04-27 12:40:00,3.395,3.395,3.395,3.395,2300.0,0.0,3.39722222222,,,0
2017-04-27 13:10:00,3.405,3.405,3.395,3.395,9019.0,0.0,3.39677777778,-0.000130825838103,,0
2017-04-27 13:30:00,3.405,3.405,3.405,3.405,2127.0,0.00294550810015,3.39842222222,0.000484118936247,,0
2017-04-27 14:10:00,3.435,3.435,3.435,3.435,1543.0,0.00881057268722,3.40573777778,0.00215263292116,,0
2017-04-27 14:20:00,3.435,3.435,3.435,3.435,1405.0,0.0,3.41159022222,0.00171840723694,,0
2017-04-27 14:55:00,3.435,3.435,3.425,3.425,16107.0,-0.00291120815138,3.41427217778,0.000786130625562,,0
2017-04-27 15:00:00,3.425,3.435,3.425,3.435,18247.0,0.0029197080292,3.41841774222,0.00121418686871,,0
2017-04-27 15:15:00,3.415,3.425,3.415,3.425,17794.0,-0.00291120815138,3.41973419378,0.000385105523908,,0
2017-04-27 15:35:00,3.425,3.425,3.425,3.425,6662.0,0.0,3.42078735502,0.000307965819788,,0
2017-04-27 15:45:00,3.425,3.425,3.415,3.415,46714.0,-0.0029197080292,3.41962988402,-0.000338363915765,,0
2017-04-27 15:50:00,3.415,3.415,3.405,3.405,24580.0,-0.00292825768668,3.41670390721,-0.000855641371375,,0
